,ALT
2021-02-25,17.200000762939453
2021-02-26,15.9399995803833
2021-03-01,16.40999984741211
2021-03-02,15.760000228881836
2021-03-03,14.369999885559082
2021-03-04,13.180000305175781
2021-03-05,12.9399995803833
2021-03-08,13.09000015258789
2021-03-09,14.819999694824219
2021-03-10,14.699999809265137
2021-03-11,16.8799991607666
2021-03-12,16.760000228881836
2021-03-15,17.729999542236328
2021-03-16,16.739999771118164
2021-03-17,17.3799991607666
2021-03-18,17.270000457763672
2021-03-19,16.420000076293945
2021-03-22,15.84000015258789
2021-03-23,14.359999656677246
2021-03-24,13.199999809265137
2021-03-25,14.119999885559082
2021-03-26,13.850000381469727
2021-03-29,13.039999961853027
2021-03-30,13.550000190734863
2021-03-31,14.130000114440918
2021-04-01,14.0
2021-04-05,13.970000267028809
2021-04-06,13.3100004196167
2021-04-07,13.609999656677246
2021-04-08,13.119999885559082
2021-04-09,12.899999618530273
2021-04-12,12.569999694824219
2021-04-13,12.670000076293945
2021-04-14,12.949999809265137
2021-04-15,12.729999542236328
2021-04-16,12.270000457763672
2021-04-19,11.779999732971191
2021-04-20,11.8100004196167
2021-04-21,12.430000305175781
2021-04-22,12.680000305175781
2021-04-23,12.4399995803833
2021-04-26,13.470000267028809
2021-04-27,13.84000015258789
2021-04-28,13.989999771118164
2021-04-29,14.220000267028809
2021-04-30,14.470000267028809
2021-05-03,13.970000267028809
2021-05-04,13.770000457763672
2021-05-05,13.359999656677246
2021-05-06,12.930000305175781
2021-05-07,13.270000457763672
2021-05-10,13.079999923706055
2021-05-11,13.34000015258789
2021-05-12,12.850000381469727
2021-05-13,12.739999771118164
2021-05-14,13.380000114440918
