,MMM
1972-05-01,8.742188453674316
1972-05-02,8.695313453674316
1972-05-03,8.78125
1972-05-04,8.75
1972-05-05,8.875
1972-05-08,8.875
1972-05-09,8.742188453674316
1972-05-10,8.828125
1972-05-11,8.90625
1972-05-12,9.023438453674316
1972-05-15,9.242188453674316
1972-05-16,9.296875
1972-05-17,9.242188453674316
1972-05-18,9.40625
1972-05-19,9.476563453674316
1972-05-22,9.570313453674316
1972-05-23,9.71875
1972-05-24,9.875
1972-05-25,9.8125
1972-05-26,9.734375
1972-05-30,9.625
1972-05-31,9.585938453674316
1972-06-01,9.578125
1972-06-02,9.617188453674316
1972-06-05,9.5625
1972-06-06,9.523438453674316
1972-06-07,9.4375
1972-06-08,9.375
1972-06-09,9.289063453674316
1972-06-12,9.25
1972-06-13,9.3125
1972-06-14,9.453125
1972-06-15,9.625
1972-06-16,9.609375
1972-06-19,9.5
1972-06-20,9.453125
1972-06-21,9.796875
1972-06-22,10.03125
1972-06-23,9.984375
1972-06-26,9.8125
1972-06-27,9.8125
1972-06-28,9.6875
1972-06-29,9.578125
1972-06-30,9.53125
1972-07-03,9.609375
1972-07-05,9.953125
1972-07-06,10.09375
1972-07-07,10.171875
1972-07-10,10.21875
1972-07-11,9.9375
1972-07-12,9.875
1972-07-13,9.78125
1972-07-14,10.125
1972-07-17,10.03125
1972-07-18,9.90625
1972-07-19,10.140625
1972-07-20,9.84375
1972-07-21,9.96875
1972-07-24,10.1875
1972-07-25,10.15625
1972-07-26,10.296875
1972-07-27,10.25
1972-07-28,10.1875
1972-07-31,10.3125
1972-08-01,10.40625
1972-08-02,10.453125
1972-08-03,10.515625
1972-08-04,10.4375
1972-08-07,10.421875
1972-08-08,10.46875
1972-08-09,10.4375
1972-08-10,10.375
1972-08-11,10.46875
1972-08-14,10.609375
1972-08-15,10.5
1972-08-16,10.59375
1972-08-17,10.5625
1972-08-18,10.625
1972-08-21,10.484375
1972-08-22,10.375
1972-08-23,10.21875
1972-08-24,9.84375
1972-08-25,9.796875
1972-08-28,9.75
1972-08-29,9.765625
1972-08-30,9.84375
1972-08-31,9.984375
1972-09-01,10.15625
1972-09-05,10.03125
1972-09-06,10.015625
1972-09-07,9.953125
1972-09-08,9.90625
1972-09-11,9.59375
1972-09-12,9.5
1972-09-13,9.6875
1972-09-14,9.890625
1972-09-15,9.984375
1972-09-18,9.84375
1972-09-19,9.71875
1972-09-20,9.703125
1972-09-21,9.65625
1972-09-22,9.6875
1972-09-25,9.4375
1972-09-26,9.53125
1972-09-27,9.875
1972-09-28,9.96875
1972-09-29,9.984375
1972-10-02,9.828125
1972-10-03,10.0
1972-10-04,9.921875
1972-10-05,9.90625
1972-10-06,9.90625
1972-10-09,9.78125
1972-10-10,9.71875
1972-10-11,9.8125
1972-10-12,9.71875
1972-10-13,9.6875
1972-10-16,9.546875
1972-10-17,9.625
1972-10-18,9.5625
1972-10-19,9.578125
1972-10-20,9.625
1972-10-23,9.78125
1972-10-24,9.890625
1972-10-25,10.09375
1972-10-26,10.234375
1972-10-27,10.09375
1972-10-30,10.1875
1972-10-31,10.375
1972-11-01,10.46875
1972-11-02,10.578125
1972-11-03,10.671875
1972-11-06,10.78125
1972-11-08,10.453125
1972-11-09,10.25
1972-11-10,10.25
1972-11-13,10.21875
1972-11-14,10.34375
1972-11-15,10.1875
1972-11-16,10.203125
1972-11-17,10.34375
1972-11-20,10.359375
1972-11-21,10.40625
1972-11-22,10.46875
1972-11-24,10.75
1972-11-27,10.578125
1972-11-28,10.609375
1972-11-29,10.515625
1972-11-30,10.609375
1972-12-01,10.59375
1972-12-04,10.578125
1972-12-05,10.4375
1972-12-06,10.3125
1972-12-07,10.484375
1972-12-08,10.40625
1972-12-11,10.515625
1972-12-12,10.53125
1972-12-13,10.640625
1972-12-14,10.671875
1972-12-15,10.625
1972-12-18,10.5625
1972-12-19,10.609375
1972-12-20,10.5625
1972-12-21,10.25
1972-12-22,10.453125
1972-12-26,10.609375
1972-12-27,10.59375
1972-12-29,10.703125
1973-01-02,10.71875
1973-01-03,10.671875
1973-01-04,10.6875
1973-01-05,10.78125
1973-01-08,10.78125
1973-01-09,10.796875
1973-01-10,10.734375
1973-01-11,11.0
1973-01-12,10.890625
1973-01-15,10.84375
1973-01-16,10.671875
1973-01-17,10.796875
1973-01-18,10.828125
1973-01-19,10.75
1973-01-22,10.859375
1973-01-23,10.890625
1973-01-24,10.84375
1973-01-26,10.625
1973-01-29,10.578125
1973-01-30,10.5
1973-01-31,10.53125
1973-02-01,10.28125
1973-02-02,10.171875
1973-02-05,10.21875
1973-02-06,10.46875
1973-02-07,10.40625
1973-02-08,10.421875
1973-02-09,10.359375
1973-02-12,10.484375
1973-02-13,10.484375
1973-02-14,10.390625
1973-02-15,10.375
1973-02-16,10.5
1973-02-20,10.546875
1973-02-21,10.53125
1973-02-22,10.3125
1973-02-23,10.203125
1973-02-26,10.25
1973-02-27,10.1875
1973-02-28,10.125
1973-03-01,9.96875
1973-03-02,10.140625
1973-03-05,10.25
1973-03-06,10.5
1973-03-07,10.6875
1973-03-08,10.625
1973-03-09,10.453125
1973-03-12,10.5
1973-03-13,10.671875
1973-03-14,10.78125
1973-03-15,10.75
1973-03-16,10.71875
1973-03-19,10.5625
1973-03-20,10.59375
1973-03-21,10.359375
1973-03-22,10.25
1973-03-23,10.0625
1973-03-26,10.109375
1973-03-27,10.59375
1973-03-28,10.578125
1973-03-29,10.6875
1973-03-30,10.5625
1973-04-02,10.4375
1973-04-03,10.328125
1973-04-04,10.234375
1973-04-05,10.15625
1973-04-06,10.125
1973-04-09,10.53125
1973-04-10,10.59375
1973-04-11,10.65625
1973-04-12,10.546875
1973-04-13,10.578125
1973-04-16,10.578125
1973-04-17,10.375
1973-04-18,10.28125
1973-04-19,10.375
1973-04-23,10.328125
1973-04-24,9.90625
1973-04-25,9.75
1973-04-26,10.015625
1973-04-27,9.78125
1973-04-30,9.765625
1973-05-01,9.734375
1973-05-02,9.78125
1973-05-03,9.96875
1973-05-04,10.15625
1973-05-07,10.03125
1973-05-08,10.5
1973-05-09,10.53125
1973-05-10,10.375
1973-05-11,10.359375
1973-05-14,9.96875
1973-05-15,10.21875
1973-05-16,10.171875
1973-05-17,10.0
1973-05-18,9.875
1973-05-21,9.75
1973-05-22,10.046875
1973-05-23,10.21875
1973-05-24,10.65625
1973-05-25,10.625
1973-05-29,10.546875
1973-05-30,10.375
1973-05-31,10.34375
1973-06-01,10.34375
1973-06-04,10.1875
1973-06-05,10.375
1973-06-06,10.3125
1973-06-07,10.515625
1973-06-08,10.546875
1973-06-11,10.546875
1973-06-12,10.5
1973-06-13,10.515625
1973-06-14,10.46875
1973-06-15,10.46875
1973-06-18,10.265625
1973-06-19,10.375
1973-06-20,10.34375
1973-06-21,10.25
1973-06-22,10.34375
1973-06-25,10.234375
1973-06-26,10.5
1973-06-27,10.484375
1973-06-28,10.4375
1973-06-29,10.46875
1973-07-02,10.390625
1973-07-03,10.265625
1973-07-05,10.0
1973-07-06,9.890625
1973-07-09,10.046875
1973-07-10,10.1875
1973-07-11,10.3125
1973-07-12,10.40625
1973-07-13,10.25
1973-07-16,10.359375
1973-07-17,10.46875
1973-07-18,10.5
1973-07-19,10.484375
1973-07-20,10.40625
1973-07-23,10.5
1973-07-24,10.5625
1973-07-25,10.65625
1973-07-26,10.625
1973-07-27,10.71875
1973-07-30,10.59375
1973-07-31,10.6875
1973-08-01,10.71875
1973-08-02,10.703125
1973-08-03,10.71875
1973-08-06,10.78125
1973-08-07,10.875
1973-08-08,10.8125
1973-08-09,10.8125
1973-08-10,10.8125
1973-08-13,10.65625
1973-08-14,10.5
1973-08-15,10.59375
1973-08-16,10.4375
1973-08-17,10.40625
1973-08-20,10.34375
1973-08-21,10.296875
1973-08-22,10.453125
1973-08-23,10.53125
1973-08-24,10.59375
1973-08-27,10.734375
1973-08-28,10.609375
1973-08-29,10.703125
1973-08-30,10.625
1973-08-31,10.75
1973-09-04,10.5625
1973-09-05,10.34375
1973-09-06,10.25
1973-09-07,10.203125
1973-09-10,10.171875
1973-09-11,10.296875
1973-09-12,10.296875
1973-09-13,10.484375
1973-09-14,10.546875
1973-09-17,10.734375
1973-09-18,10.75
1973-09-19,10.71875
1973-09-20,10.59375
1973-09-21,10.796875
1973-09-24,10.84375
1973-09-25,11.046875
1973-09-26,11.3125
1973-09-27,11.25
1973-09-28,11.1875
1973-10-01,11.0625
1973-10-02,10.953125
1973-10-03,10.796875
1973-10-04,10.65625
1973-10-05,11.0
1973-10-08,10.953125
1973-10-09,10.9375
1973-10-10,10.796875
1973-10-11,10.984375
1973-10-12,11.125
1973-10-15,11.0625
1973-10-16,11.0625
1973-10-17,11.1875
1973-10-18,11.1875
1973-10-19,11.21875
1973-10-22,10.953125
1973-10-23,11.03125
1973-10-24,11.109375
1973-10-25,11.15625
1973-10-26,11.25
1973-10-29,11.21875
1973-10-30,11.0625
1973-10-31,10.8125
1973-11-01,11.015625
1973-11-02,11.109375
1973-11-05,10.6875
1973-11-06,10.75
1973-11-07,10.609375
1973-11-08,10.65625
1973-11-09,10.609375
1973-11-12,10.515625
1973-11-13,10.625
1973-11-14,10.53125
1973-11-15,10.625
1973-11-16,10.8125
1973-11-19,10.46875
1973-11-20,10.15625
1973-11-21,10.3125
1973-11-23,10.25
1973-11-26,10.0
1973-11-27,10.046875
1973-11-28,10.03125
1973-11-29,9.984375
1973-11-30,9.765625
1973-12-03,9.515625
1973-12-04,9.5
1973-12-05,9.453125
1973-12-06,9.71875
1973-12-07,9.8125
1973-12-10,9.90625
1973-12-11,9.8125
1973-12-12,9.453125
1973-12-13,9.34375
1973-12-14,9.46875
1973-12-17,9.46875
1973-12-18,9.40625
1973-12-19,9.328125
1973-12-20,9.140625
1973-12-21,9.0
1973-12-24,8.875
1973-12-26,9.203125
1973-12-27,9.59375
1973-12-28,9.828125
1973-12-31,9.75
1974-01-02,9.84375
1974-01-03,9.90625
1974-01-04,9.75
1974-01-07,9.421875
1974-01-08,9.25
1974-01-09,9.1875
1974-01-10,9.078125
1974-01-11,9.25
1974-01-14,9.25
1974-01-15,9.28125
1974-01-16,9.5625
1974-01-17,9.515625
1974-01-18,9.3125
1974-01-21,9.21875
1974-01-22,9.59375
1974-01-23,9.625
1974-01-24,9.6875
1974-01-25,9.5625
1974-01-28,9.390625
1974-01-29,9.453125
1974-01-30,9.484375
1974-01-31,9.5
1974-02-01,9.34375
1974-02-04,9.1875
1974-02-05,9.25
1974-02-06,9.265625
1974-02-07,9.25
1974-02-08,9.125
1974-02-11,8.921875
1974-02-12,8.921875
1974-02-13,8.90625
1974-02-14,8.625
1974-02-15,8.75
1974-02-19,8.75
1974-02-20,8.9375
1974-02-21,9.1875
1974-02-22,9.4375
1974-02-25,9.421875
1974-02-26,9.40625
1974-02-27,9.609375
1974-02-28,9.59375
1974-03-01,9.4375
1974-03-04,9.390625
1974-03-05,9.53125
1974-03-06,9.625
1974-03-07,9.578125
1974-03-08,9.40625
1974-03-11,9.5
1974-03-12,9.5
1974-03-13,9.625
1974-03-14,9.875
1974-03-15,9.8125
1974-03-18,9.6875
1974-03-19,9.671875
1974-03-20,9.625
1974-03-21,9.578125
1974-03-22,9.59375
1974-03-25,9.625
1974-03-26,9.734375
1974-03-27,9.5
1974-03-28,9.34375
1974-03-29,9.28125
1974-04-01,9.234375
1974-04-02,9.25
1974-04-03,9.390625
1974-04-04,9.421875
1974-04-05,9.34375
1974-04-08,9.203125
1974-04-09,9.28125
1974-04-10,9.234375
1974-04-11,9.3125
1974-04-15,9.265625
1974-04-16,9.34375
1974-04-17,9.40625
1974-04-18,9.484375
1974-04-19,9.4375
1974-04-22,9.421875
1974-04-23,9.375
1974-04-24,9.171875
1974-04-25,8.90625
1974-04-26,8.90625
1974-04-29,8.859375
1974-04-30,8.9375
1974-05-01,9.0
1974-05-02,8.953125
1974-05-03,8.828125
1974-05-06,8.765625
1974-05-07,8.796875
1974-05-08,8.9375
1974-05-09,9.171875
1974-05-10,9.0
1974-05-13,9.046875
1974-05-14,8.96875
1974-05-15,9.0
1974-05-16,8.8125
1974-05-17,8.75
1974-05-20,8.65625
1974-05-21,8.6875
1974-05-22,8.6875
1974-05-23,8.75
1974-05-24,8.9375
1974-05-28,8.8125
1974-05-29,8.765625
1974-05-30,8.890625
1974-05-31,8.828125
1974-06-03,9.03125
1974-06-04,9.40625
1974-06-05,9.453125
1974-06-06,9.40625
1974-06-07,9.53125
1974-06-10,9.71875
1974-06-11,9.6875
1974-06-12,9.703125
1974-06-13,9.671875
1974-06-14,9.65625
1974-06-17,9.609375
1974-06-18,9.625
1974-06-19,9.53125
1974-06-20,9.34375
1974-06-21,9.203125
1974-06-24,9.375
1974-06-25,9.40625
1974-06-26,9.234375
1974-06-27,9.203125
1974-06-28,9.1875
1974-07-01,9.046875
1974-07-02,8.765625
1974-07-03,8.796875
1974-07-05,8.734375
1974-07-08,8.53125
1974-07-09,8.765625
1974-07-10,8.671875
1974-07-11,8.6875
1974-07-12,9.03125
1974-07-15,9.171875
1974-07-16,8.984375
1974-07-17,8.9375
1974-07-18,8.71875
1974-07-19,8.4375
1974-07-22,8.71875
1974-07-23,8.828125
1974-07-24,8.75
1974-07-25,8.546875
1974-07-26,8.46875
1974-07-29,8.21875
1974-07-30,8.265625
1974-07-31,8.125
1974-08-01,8.1875
1974-08-02,8.140625
1974-08-05,8.21875
1974-08-06,8.3125
1974-08-07,8.4375
1974-08-08,8.421875
1974-08-09,8.40625
1974-08-12,8.3125
1974-08-13,8.015625
1974-08-14,7.875
1974-08-15,7.8125
1974-08-16,7.765625
1974-08-19,7.515625
1974-08-20,7.515625
1974-08-21,7.53125
1974-08-22,7.4375
1974-08-23,7.25
1974-08-26,7.375
1974-08-27,7.296875
1974-08-28,7.25
1974-08-29,7.28125
1974-08-30,7.5
1974-09-03,7.078125
1974-09-04,6.90625
1974-09-05,7.3125
1974-09-06,7.15625
