,ARGX
2020-03-03,147.36000061035156
2020-03-04,156.82000732421875
2020-03-05,153.41000366210938
2020-03-06,150.11000061035156
2020-03-09,142.3000030517578
2020-03-10,147.0
2020-03-11,133.80999755859375
2020-03-12,114.69999694824219
2020-03-13,123.33000183105469
2020-03-16,108.83000183105469
2020-03-17,112.91999816894531
2020-03-18,110.87000274658203
2020-03-19,121.0
2020-03-20,118.83999633789062
2020-03-23,129.0
2020-03-24,130.9199981689453
2020-03-25,128.7100067138672
2020-03-26,132.67999267578125
2020-03-27,130.67999267578125
2020-03-30,133.0
2020-03-31,131.72999572753906
2020-04-01,127.44000244140625
2020-04-02,133.30999755859375
2020-04-03,132.11000061035156
2020-04-06,137.0
2020-04-07,138.14999389648438
2020-04-08,140.27999877929688
2020-04-09,143.5800018310547
2020-04-13,139.2100067138672
2020-04-14,138.9499969482422
2020-04-15,136.02999877929688
2020-04-16,142.5500030517578
2020-04-17,143.52000427246094
2020-04-20,146.60000610351562
2020-04-21,143.58999633789062
2020-04-22,143.4499969482422
2020-04-23,143.85000610351562
2020-04-24,146.0800018310547
2020-04-27,146.13999938964844
2020-04-28,144.02999877929688
2020-04-29,149.13999938964844
2020-04-30,146.49000549316406
2020-05-01,145.52000427246094
2020-05-04,144.4600067138672
2020-05-05,143.8000030517578
2020-05-06,143.7100067138672
2020-05-07,147.19000244140625
2020-05-08,149.0500030517578
2020-05-11,149.44000244140625
2020-05-12,152.07000732421875
2020-05-13,148.36000061035156
2020-05-14,148.38999938964844
2020-05-15,156.83999633789062
2020-05-18,164.67999267578125
2020-05-19,163.2100067138672
2020-05-20,161.52999877929688
2020-05-21,155.9600067138672
2020-05-22,157.9600067138672
2020-05-26,212.1199951171875
2020-05-27,213.6199951171875
2020-05-28,211.67999267578125
2020-05-29,219.3000030517578
2020-06-01,225.41000366210938
2020-06-02,232.72000122070312
2020-06-03,230.33999633789062
2020-06-04,231.25
2020-06-05,225.9499969482422
2020-06-08,224.3000030517578
2020-06-09,228.55999755859375
2020-06-10,229.0399932861328
2020-06-11,219.75
2020-06-12,215.11000061035156
2020-06-15,220.02000427246094
2020-06-16,219.2899932861328
2020-06-17,221.08999633789062
2020-06-18,218.89999389648438
2020-06-19,216.11000061035156
2020-06-22,222.5399932861328
2020-06-23,226.11000061035156
2020-06-24,223.8000030517578
2020-06-25,228.91000366210938
2020-06-26,224.50999450683594
2020-06-29,223.2899932861328
2020-06-30,225.22999572753906
2020-07-01,227.86000061035156
2020-07-02,228.72000122070312
2020-07-06,235.74000549316406
2020-07-07,245.39999389648438
2020-07-08,251.3800048828125
2020-07-09,252.8300018310547
2020-07-10,250.50999450683594
2020-07-13,250.82000732421875
2020-07-14,254.25
2020-07-15,257.2900085449219
2020-07-16,260.3500061035156
2020-07-17,261.20001220703125
2020-07-20,272.510009765625
2020-07-21,262.3999938964844
2020-07-22,259.29998779296875
2020-07-23,255.35000610351562
2020-07-24,251.3300018310547
2020-07-27,259.6700134277344
2020-07-28,253.22999572753906
2020-07-29,249.47999572753906
2020-07-30,234.41000366210938
2020-07-31,230.1300048828125
2020-08-03,238.0399932861328
2020-08-04,231.61000061035156
2020-08-05,231.44000244140625
2020-08-06,231.10000610351562
2020-08-07,230.75999450683594
2020-08-10,228.22000122070312
2020-08-11,228.8300018310547
2020-08-12,232.13999938964844
2020-08-13,237.41000366210938
2020-08-14,234.75
2020-08-17,238.32000732421875
2020-08-18,239.64999389648438
2020-08-19,237.1199951171875
2020-08-20,237.5500030517578
2020-08-21,236.17999267578125
2020-08-24,232.77000427246094
2020-08-25,235.66000366210938
2020-08-26,233.94000244140625
2020-08-27,227.99000549316406
2020-08-28,228.92999267578125
2020-08-31,231.27000427246094
2020-09-01,226.86000061035156
2020-09-02,227.00999450683594
2020-09-03,217.55999755859375
2020-09-04,218.27999877929688
2020-09-08,222.0
2020-09-09,227.6699981689453
2020-09-10,215.50999450683594
2020-09-11,219.2899932861328
2020-09-14,232.16000366210938
2020-09-15,233.27999877929688
2020-09-16,239.32000732421875
2020-09-17,244.4600067138672
2020-09-18,249.74000549316406
2020-09-21,249.0
2020-09-22,242.8699951171875
2020-09-23,245.85000610351562
2020-09-24,243.07000732421875
2020-09-25,248.57000732421875
2020-09-28,255.3699951171875
2020-09-29,260.20001220703125
2020-09-30,262.5199890136719
2020-10-01,265.79998779296875
2020-10-02,262.29998779296875
2020-10-05,270.2200012207031
2020-10-06,268.2099914550781
2020-10-07,274.0899963378906
2020-10-08,272.2200012207031
2020-10-09,276.2699890136719
2020-10-12,280.5299987792969
2020-10-13,275.2300109863281
2020-10-14,276.94000244140625
2020-10-15,267.0400085449219
2020-10-16,269.8999938964844
2020-10-19,264.1700134277344
2020-10-20,262.54998779296875
2020-10-21,256.79998779296875
2020-10-22,252.24000549316406
2020-10-23,250.4199981689453
2020-10-26,249.4199981689453
2020-10-27,258.8299865722656
2020-10-28,254.33999633789062
2020-10-29,254.3800048828125
2020-10-30,248.1300048828125
2020-11-02,249.49000549316406
2020-11-03,257.4599914550781
2020-11-04,275.1099853515625
2020-11-05,274.7300109863281
2020-11-06,272.6600036621094
2020-11-09,256.17999267578125
2020-11-10,249.97000122070312
2020-11-11,257.4100036621094
2020-11-12,262.6199951171875
2020-11-13,262.6700134277344
2020-11-16,258.5
2020-11-17,258.25
2020-11-18,257.1700134277344
2020-11-19,264.1499938964844
2020-11-20,269.3299865722656
2020-11-23,269.0
2020-11-24,262.2799987792969
2020-11-25,265.4800109863281
2020-11-27,281.5899963378906
2020-11-30,286.82000732421875
2020-12-01,289.3800048828125
2020-12-02,287.8900146484375
2020-12-03,286.75
2020-12-04,289.0199890136719
2020-12-07,288.82000732421875
2020-12-08,278.3900146484375
2020-12-09,270.0899963378906
2020-12-10,283.9200134277344
2020-12-11,294.510009765625
2020-12-14,303.3299865722656
2020-12-15,306.6300048828125
2020-12-16,296.82000732421875
2020-12-17,297.54998779296875
2020-12-18,308.3599853515625
2020-12-21,307.6099853515625
2020-12-22,306.3699951171875
2020-12-23,304.3399963378906
2020-12-24,299.489990234375
2020-12-28,301.010009765625
2020-12-29,302.30999755859375
2020-12-30,297.6099853515625
2020-12-31,294.0899963378906
2021-01-04,297.0400085449219
2021-01-05,293.1000061035156
2021-01-06,283.1400146484375
2021-01-07,286.7900085449219
2021-01-08,289.0199890136719
2021-01-11,277.1099853515625
2021-01-12,268.29998779296875
2021-01-13,274.04998779296875
2021-01-14,282.1700134277344
2021-01-15,279.2200012207031
2021-01-19,287.0
2021-01-20,305.3599853515625
2021-01-21,315.2900085449219
2021-01-22,310.9800109863281
2021-01-25,315.3299865722656
2021-01-26,300.989990234375
2021-01-27,292.2699890136719
2021-01-28,293.4200134277344
2021-01-29,293.0199890136719
2021-02-01,317.3999938964844
2021-02-02,324.6199951171875
2021-02-03,362.44000244140625
2021-02-04,356.6400146484375
2021-02-05,371.010009765625
2021-02-08,367.1000061035156
2021-02-09,376.75
2021-02-10,368.1600036621094
2021-02-11,380.30999755859375
2021-02-12,369.7799987792969
2021-02-16,370.8699951171875
2021-02-17,370.6499938964844
2021-02-18,366.260009765625
2021-02-19,370.2099914550781
2021-02-22,354.92999267578125
2021-02-23,345.57000732421875
2021-02-24,336.8900146484375
2021-02-25,339.4700012207031
2021-02-26,330.67999267578125
2021-03-01,340.5299987792969
2021-03-02,335.510009765625
2021-03-03,316.239990234375
2021-03-04,291.2799987792969
2021-03-05,289.75
