,AIKI
1980-07-09,16344.5546875
1980-07-10,16344.5546875
1980-07-11,16344.5546875
1980-07-14,16344.5546875
1980-07-15,16344.5546875
1980-07-16,16344.5546875
1980-07-17,15663.53125
1980-07-18,15663.53125
1980-07-21,15663.53125
1980-07-22,15663.53125
1980-07-23,15663.53125
1980-07-24,15663.53125
1980-07-25,15663.53125
1980-07-28,15663.53125
1980-07-29,15663.53125
1980-07-30,15663.53125
1980-07-31,15663.53125
1980-08-01,15663.53125
1980-08-04,15663.53125
1980-08-05,15663.53125
1980-08-06,15663.53125
1980-08-07,15663.53125
1980-08-08,14982.5087890625
1980-08-11,14301.4853515625
1980-08-12,13620.4619140625
1980-08-13,13620.4619140625
1980-08-14,13620.4619140625
1980-08-15,13620.4619140625
1980-08-18,11577.392578125
1980-08-19,11577.392578125
1980-08-20,12258.416015625
1980-08-21,12939.439453125
1980-08-22,12939.439453125
1980-08-25,12939.439453125
1980-08-26,12939.439453125
1980-08-27,13620.4619140625
1980-08-28,13620.4619140625
1980-08-29,13620.4619140625
1980-09-02,13620.4619140625
1980-09-03,13620.4619140625
1980-09-04,13620.4619140625
1980-09-05,13620.4619140625
1980-09-08,13620.4619140625
1980-09-09,13620.4619140625
1980-09-10,13620.4619140625
1980-09-11,13620.4619140625
1980-09-12,13620.4619140625
1980-09-15,13620.4619140625
1980-09-16,13620.4619140625
1980-09-17,14301.4853515625
1980-09-18,14301.4853515625
1980-09-19,14301.4853515625
1980-09-22,13620.4619140625
1980-09-23,13620.4619140625
1980-09-24,13620.4619140625
1980-09-25,13620.4619140625
1980-09-26,13620.4619140625
1980-09-29,12939.439453125
1980-09-30,12939.439453125
1980-10-01,12939.439453125
1980-10-02,12939.439453125
1980-10-03,12939.439453125
1980-10-06,12939.439453125
1980-10-07,12939.439453125
1980-10-08,12939.439453125
1980-10-09,12939.439453125
1980-10-10,12939.439453125
1980-10-13,12939.439453125
1980-10-14,12939.439453125
1980-10-15,12939.439453125
1980-10-16,12939.439453125
1980-10-17,12939.439453125
1980-10-20,12258.416015625
1980-10-21,12258.416015625
1980-10-22,12258.416015625
1980-10-23,12258.416015625
1980-10-24,12258.416015625
1980-10-27,11577.392578125
1980-10-28,11577.392578125
1980-10-29,10215.3466796875
1980-10-30,10896.3701171875
1980-10-31,10896.3701171875
1980-11-03,10896.3701171875
1980-11-05,10896.3701171875
1980-11-06,10896.3701171875
1980-11-07,10896.3701171875
1980-11-10,10215.3466796875
1980-11-11,10896.3701171875
1980-11-12,10896.3701171875
1980-11-13,10896.3701171875
1980-11-14,10896.3701171875
1980-11-17,10896.3701171875
1980-11-18,10896.3701171875
1980-11-19,10896.3701171875
1980-11-20,10896.3701171875
1980-11-21,10896.3701171875
1980-11-24,10896.3701171875
1980-11-25,10215.3466796875
1980-11-26,10215.3466796875
1980-11-28,10215.3466796875
1980-12-01,10215.3466796875
1980-12-02,10215.3466796875
1980-12-03,10215.3466796875
1980-12-04,10896.3701171875
1980-12-05,10896.3701171875
1980-12-08,10896.3701171875
1980-12-09,10896.3701171875
1980-12-10,10896.3701171875
1980-12-11,10215.3466796875
1980-12-12,10215.3466796875
1980-12-15,8853.30078125
1980-12-16,9534.3232421875
1980-12-17,9534.3232421875
1980-12-18,9534.3232421875
1980-12-19,9534.3232421875
1980-12-22,9534.3232421875
1980-12-23,9534.3232421875
1980-12-24,9534.3232421875
1980-12-26,9534.3232421875
1980-12-29,9534.3232421875
1980-12-30,9534.3232421875
1980-12-31,9534.3232421875
1981-01-02,9534.3232421875
1981-01-05,9534.3232421875
1981-01-06,9534.3232421875
1981-01-07,8853.30078125
1981-01-08,9534.3232421875
1981-01-09,9534.3232421875
1981-01-12,9534.3232421875
1981-01-13,9534.3232421875
1981-01-14,10896.3701171875
1981-01-15,10896.3701171875
1981-01-16,11577.392578125
1981-01-19,11577.392578125
1981-01-20,11577.392578125
1981-01-21,10215.3466796875
1981-01-22,10215.3466796875
1981-01-23,10215.3466796875
1981-01-26,10215.3466796875
1981-01-27,10215.3466796875
1981-01-28,10896.3701171875
1981-01-29,10896.3701171875
1981-01-30,11577.392578125
1981-02-02,10896.3701171875
1981-02-03,10896.3701171875
1981-02-04,10896.3701171875
1981-02-05,10896.3701171875
1981-02-06,10896.3701171875
1981-02-09,10896.3701171875
1981-02-10,10215.3466796875
1981-02-11,10215.3466796875
1981-02-12,10215.3466796875
1981-02-13,10215.3466796875
1981-02-17,10215.3466796875
1981-02-18,10215.3466796875
1981-02-19,10215.3466796875
1981-02-20,10215.3466796875
1981-02-23,10215.3466796875
1981-02-24,10215.3466796875
1981-02-25,9534.3232421875
1981-02-26,9534.3232421875
1981-02-27,9534.3232421875
1981-03-02,9534.3232421875
1981-03-03,9534.3232421875
1981-03-04,9534.3232421875
1981-03-05,9534.3232421875
1981-03-06,9534.3232421875
1981-03-09,10215.3466796875
1981-03-10,10215.3466796875
1981-03-11,10215.3466796875
1981-03-12,10215.3466796875
1981-03-13,10215.3466796875
1981-03-16,10215.3466796875
1981-03-17,9534.3232421875
1981-03-18,8853.30078125
1981-03-19,8853.30078125
1981-03-20,8853.30078125
1981-03-23,8853.30078125
1981-03-24,8853.30078125
1981-03-25,8853.30078125
1981-03-26,8853.30078125
1981-03-27,8853.30078125
1981-03-30,8853.30078125
1981-03-31,8853.30078125
1981-04-01,8853.30078125
1981-04-02,8853.30078125
1981-04-03,8853.30078125
1981-04-06,8853.30078125
1981-04-07,8172.27734375
1981-04-08,8172.27734375
1981-04-09,8172.27734375
1981-04-10,8172.27734375
1981-04-13,8172.27734375
1981-04-14,8172.27734375
1981-04-15,8172.27734375
1981-04-16,12258.416015625
1981-04-20,15663.53125
1981-04-21,21111.716796875
1981-04-22,22473.76171875
1981-04-23,22473.76171875
1981-04-24,27240.923828125
1981-04-27,39499.33984375
1981-04-28,42223.43359375
1981-04-29,34051.15625
1981-04-30,35413.203125
1981-05-01,39499.33984375
1981-05-04,42223.43359375
1981-05-05,43585.48046875
1981-05-06,43585.48046875
1981-05-07,39499.33984375
1981-05-08,40180.36328125
1981-05-11,31327.0625
1981-05-12,38137.29296875
1981-05-13,36775.24609375
1981-05-14,36775.24609375
1981-05-15,35413.203125
1981-05-18,40180.36328125
1981-05-19,40861.38671875
1981-05-20,40180.36328125
1981-05-21,41542.41015625
1981-05-22,41542.41015625
1981-05-26,42904.45703125
1981-05-27,42904.45703125
1981-05-28,44266.50390625
1981-05-29,44947.5234375
1981-06-01,43585.48046875
1981-06-02,40861.38671875
1981-06-03,38137.29296875
1981-06-04,39499.33984375
1981-06-05,42223.43359375
1981-06-08,42223.43359375
1981-06-09,42223.43359375
1981-06-10,43585.48046875
1981-06-11,44266.50390625
1981-06-12,43585.48046875
1981-06-15,42223.43359375
1981-06-16,43585.48046875
1981-06-17,50849.7265625
1981-06-18,47217.6015625
1981-06-19,47217.6015625
1981-06-22,47217.6015625
1981-06-23,47217.6015625
1981-06-24,49033.6640625
1981-06-25,50849.7265625
1981-06-26,47217.6015625
1981-06-29,43585.48046875
1981-06-30,45401.5390625
1981-07-01,40861.38671875
1981-07-02,41769.41796875
1981-07-06,36321.234375
1981-07-07,36321.234375
1981-07-08,39953.35546875
1981-07-09,39953.35546875
1981-07-10,39953.35546875
1981-07-13,38137.29296875
1981-07-14,38137.29296875
1981-07-15,38137.29296875
1981-07-16,39045.32421875
1981-07-17,39953.35546875
1981-07-20,39953.35546875
1981-07-21,36321.234375
1981-07-22,35413.203125
1981-07-23,35413.203125
1981-07-24,37229.26171875
1981-07-27,37229.26171875
1981-07-28,36321.234375
1981-07-29,32689.109375
1981-07-30,33597.140625
1981-07-31,33597.140625
1981-08-03,32689.109375
1981-08-04,29056.986328125
1981-08-05,27240.923828125
1981-08-06,27240.923828125
1981-08-07,27240.923828125
1981-08-10,27240.923828125
1981-08-11,27240.923828125
1981-08-12,29056.986328125
1981-08-13,30873.046875
1981-08-14,30873.046875
1981-08-17,29056.986328125
1981-08-18,29056.986328125
1981-08-19,29056.986328125
1981-08-20,28148.955078125
1981-08-21,26332.89453125
1981-08-24,25424.86328125
1981-08-25,23608.80078125
1981-08-26,25424.86328125
1981-08-27,24516.83203125
1981-08-28,24516.83203125
1981-08-31,23608.80078125
1981-09-01,24516.83203125
1981-09-02,25424.86328125
1981-09-03,24516.83203125
1981-09-04,25424.86328125
1981-09-08,25424.86328125
1981-09-09,25424.86328125
1981-09-10,25424.86328125
1981-09-11,25424.86328125
1981-09-14,25424.86328125
1981-09-15,25424.86328125
1981-09-16,25424.86328125
1981-09-17,25424.86328125
1981-09-18,25424.86328125
1981-09-21,25424.86328125
1981-09-22,25424.86328125
1981-09-23,26332.89453125
1981-09-24,26332.89453125
1981-09-25,25424.86328125
1981-09-28,25424.86328125
1981-09-29,25424.86328125
1981-09-30,23608.80078125
1981-10-01,23608.80078125
1981-10-02,23608.80078125
1981-10-05,23608.80078125
1981-10-06,19976.677734375
1981-10-07,19976.677734375
1981-10-08,21792.740234375
1981-10-09,21792.740234375
1981-10-12,20884.708984375
1981-10-13,20884.708984375
1981-10-14,19068.646484375
1981-10-15,18160.6171875
1981-10-16,18160.6171875
1981-10-19,19976.677734375
1981-10-20,21792.740234375
1981-10-21,21792.740234375
1981-10-22,19976.677734375
1981-10-23,19068.646484375
1981-10-26,18160.6171875
1981-10-27,20884.708984375
1981-10-28,20884.708984375
1981-10-29,20884.708984375
1981-10-30,19976.677734375
1981-11-02,19068.646484375
1981-11-03,19976.677734375
1981-11-04,23608.80078125
1981-11-05,23608.80078125
1981-11-06,23608.80078125
1981-11-09,23608.80078125
1981-11-10,23608.80078125
1981-11-11,23608.80078125
1981-11-12,23608.80078125
1981-11-13,22700.76953125
1981-11-16,19976.677734375
1981-11-17,19976.677734375
1981-11-18,19976.677734375
1981-11-19,22700.76953125
1981-11-20,23608.80078125
1981-11-23,23608.80078125
1981-11-24,24516.83203125
1981-11-25,25424.86328125
1981-11-27,25424.86328125
1981-11-30,25424.86328125
1981-12-01,23608.80078125
1981-12-02,23608.80078125
1981-12-03,23608.80078125
1981-12-04,23608.80078125
1981-12-07,23608.80078125
1981-12-08,23608.80078125
1981-12-09,23608.80078125
1981-12-10,24516.83203125
1981-12-11,25424.86328125
1981-12-14,23608.80078125
1981-12-15,23608.80078125
1981-12-16,25424.86328125
1981-12-17,26332.89453125
1981-12-18,33597.140625
1981-12-21,32689.109375
1981-12-22,31781.078125
1981-12-23,31781.078125
1981-12-24,29056.986328125
1981-12-28,28148.955078125
1981-12-29,27240.923828125
1981-12-30,28148.955078125
1981-12-31,28148.955078125
1982-01-04,27240.923828125
1982-01-05,27240.923828125
1982-01-06,28148.955078125
1982-01-07,29056.986328125
1982-01-08,29965.017578125
1982-01-11,29965.017578125
1982-01-12,26332.89453125
1982-01-13,25424.86328125
1982-01-14,25424.86328125
1982-01-15,26332.89453125
1982-01-18,26332.89453125
1982-01-19,25424.86328125
1982-01-20,25424.86328125
1982-01-21,25424.86328125
1982-01-22,25424.86328125
1982-01-25,25424.86328125
1982-01-26,25424.86328125
1982-01-27,26332.89453125
1982-01-28,27240.923828125
1982-01-29,27240.923828125
1982-02-01,27240.923828125
1982-02-02,27240.923828125
1982-02-03,27240.923828125
1982-02-04,30873.046875
1982-02-05,39953.35546875
1982-02-08,34505.171875
1982-02-09,34505.171875
1982-02-10,36321.234375
1982-02-11,36321.234375
1982-02-12,34505.171875
1982-02-16,34505.171875
1982-02-17,33597.140625
1982-02-18,34505.171875
1982-02-19,34505.171875
1982-02-22,34505.171875
1982-02-23,34505.171875
1982-02-24,34505.171875
1982-02-25,34505.171875
1982-02-26,34505.171875
1982-03-01,34505.171875
1982-03-02,34505.171875
1982-03-03,34505.171875
1982-03-04,38137.29296875
1982-03-05,38137.29296875
1982-03-08,34505.171875
1982-03-09,32689.109375
1982-03-10,32689.109375
1982-03-11,30873.046875
1982-03-12,30873.046875
1982-03-15,29056.986328125
1982-03-16,29056.986328125
1982-03-17,30873.046875
1982-03-18,31781.078125
1982-03-19,32689.109375
1982-03-22,32689.109375
1982-03-23,32689.109375
1982-03-24,32689.109375
1982-03-25,32689.109375
1982-03-26,32689.109375
1982-03-29,32689.109375
1982-03-30,32689.109375
1982-03-31,33597.140625
1982-04-01,33597.140625
1982-04-02,36321.234375
1982-04-05,36321.234375
1982-04-06,36321.234375
1982-04-07,36321.234375
1982-04-08,35413.203125
1982-04-12,32689.109375
1982-04-13,34505.171875
1982-04-14,34505.171875
1982-04-15,31781.078125
1982-04-16,30873.046875
1982-04-19,31781.078125
1982-04-20,31781.078125
1982-04-21,34505.171875
1982-04-22,39953.35546875
1982-04-23,36321.234375
1982-04-26,36321.234375
1982-04-27,36321.234375
1982-04-28,37229.26171875
1982-04-29,37229.26171875
1982-04-30,38137.29296875
1982-05-03,38137.29296875
1982-05-04,38137.29296875
1982-05-05,38137.29296875
1982-05-06,37229.26171875
1982-05-07,33597.140625
1982-05-10,33597.140625
1982-05-11,33597.140625
1982-05-12,34505.171875
1982-05-13,36321.234375
1982-05-14,43585.48046875
1982-05-17,44493.51171875
1982-05-18,41769.41796875
1982-05-19,40861.38671875
1982-05-20,39953.35546875
1982-05-21,39953.35546875
1982-05-24,39953.35546875
1982-05-25,39953.35546875
1982-05-26,37229.26171875
1982-05-27,37229.26171875
1982-05-28,38137.29296875
1982-06-01,38137.29296875
1982-06-02,38137.29296875
1982-06-03,38137.29296875
1982-06-04,38137.29296875
1982-06-07,38137.29296875
1982-06-08,38137.29296875
1982-06-09,38137.29296875
1982-06-10,39953.35546875
1982-06-11,41769.41796875
1982-06-14,39953.35546875
1982-06-15,39953.35546875
1982-06-16,39045.32421875
1982-06-17,39045.32421875
1982-06-18,39045.32421875
1982-06-21,39953.35546875
1982-06-22,40861.38671875
1982-06-23,40861.38671875
1982-06-24,41769.41796875
1982-06-25,41769.41796875
1982-06-28,43585.48046875
1982-06-29,37229.26171875
1982-06-30,37229.26171875
1982-07-01,37229.26171875
1982-07-02,37229.26171875
1982-07-06,37229.26171875
1982-07-07,37229.26171875
1982-07-08,37229.26171875
1982-07-09,37229.26171875
1982-07-12,36321.234375
1982-07-13,34505.171875
1982-07-14,32689.109375
1982-07-15,30873.046875
1982-07-16,30873.046875
1982-07-19,32689.109375
1982-07-20,30873.046875
1982-07-21,29056.986328125
1982-07-22,29056.986328125
1982-07-23,29965.017578125
1982-07-26,26332.89453125
1982-07-27,27240.923828125
1982-07-28,27240.923828125
1982-07-29,27240.923828125
1982-07-30,27240.923828125
1982-08-02,28148.955078125
1982-08-03,30873.046875
1982-08-04,32689.109375
1982-08-05,30873.046875
1982-08-06,30873.046875
1982-08-09,30873.046875
1982-08-10,30873.046875
1982-08-11,32689.109375
1982-08-12,32689.109375
1982-08-13,32689.109375
1982-08-16,30873.046875
1982-08-17,32689.109375
1982-08-18,29056.986328125
1982-08-19,25424.86328125
1982-08-20,23608.80078125
1982-08-23,25424.86328125
1982-08-24,26332.89453125
1982-08-25,27240.923828125
1982-08-26,29056.986328125
1982-08-27,27240.923828125
1982-08-30,27240.923828125
1982-08-31,29965.017578125
1982-09-01,29056.986328125
1982-09-02,29056.986328125
1982-09-03,27240.923828125
1982-09-07,27240.923828125
1982-09-08,27240.923828125
1982-09-09,30873.046875
1982-09-10,32689.109375
1982-09-13,32689.109375
1982-09-14,32689.109375
1982-09-15,34505.171875
1982-09-16,34505.171875
1982-09-17,34505.171875
1982-09-20,34505.171875
1982-09-21,36321.234375
1982-09-22,36321.234375
1982-09-23,36321.234375
1982-09-24,36321.234375
1982-09-27,36321.234375
1982-09-28,32689.109375
1982-09-29,32689.109375
1982-09-30,32689.109375
1982-10-01,32689.109375
1982-10-04,32689.109375
1982-10-05,32689.109375
1982-10-06,32689.109375
1982-10-07,32689.109375
1982-10-08,32689.109375
1982-10-11,30873.046875
1982-10-12,30873.046875
1982-10-13,30873.046875
1982-10-14,30873.046875
1982-10-15,29056.986328125
1982-10-18,29056.986328125
1982-10-19,29056.986328125
1982-10-20,27240.923828125
1982-10-21,27240.923828125
1982-10-22,28148.955078125
1982-10-25,27240.923828125
1982-10-26,27240.923828125
1982-10-27,27240.923828125
1982-10-28,27240.923828125
1982-10-29,27240.923828125
1982-11-01,27240.923828125
1982-11-02,27240.923828125
1982-11-03,27240.923828125
1982-11-04,25424.86328125
1982-11-05,25424.86328125
1982-11-08,23608.80078125
1982-11-09,23608.80078125
1982-11-10,25424.86328125
1982-11-11,25424.86328125
1982-11-12,27240.923828125
1982-11-15,25424.86328125
1982-11-16,25424.86328125
1982-11-17,27240.923828125
1982-11-18,29056.986328125
1982-11-19,29056.986328125
1982-11-22,29056.986328125
1982-11-23,29056.986328125
1982-11-24,30873.046875
1982-11-26,30873.046875
1982-11-29,30873.046875
1982-11-30,30873.046875
1982-12-01,30873.046875
1982-12-02,30873.046875
1982-12-03,30873.046875
1982-12-06,30873.046875
1982-12-07,30873.046875
1982-12-08,30873.046875
1982-12-09,30873.046875
1982-12-10,30873.046875
1982-12-13,30873.046875
1982-12-14,30873.046875
1982-12-15,30873.046875
1982-12-16,30873.046875
1982-12-17,30873.046875
1982-12-20,30873.046875
1982-12-21,30873.046875
1982-12-22,29056.986328125
1982-12-23,29056.986328125
1982-12-27,29056.986328125
1982-12-28,29056.986328125
1982-12-29,29056.986328125
1982-12-30,29056.986328125
1982-12-31,27240.923828125
1983-01-03,27240.923828125
1983-01-04,27240.923828125
1983-01-05,27240.923828125
1983-01-06,27240.923828125
1983-01-07,27240.923828125
1983-01-10,27240.923828125
1983-01-11,27240.923828125
1983-01-12,27240.923828125
1983-01-13,27240.923828125
1983-01-14,25424.86328125
1983-01-17,25424.86328125
1983-01-18,27240.923828125
1983-01-19,27240.923828125
1983-01-20,27240.923828125
1983-01-21,27240.923828125
1983-01-24,27240.923828125
1983-01-25,27240.923828125
1983-01-26,27240.923828125
1983-01-27,27240.923828125
1983-01-28,27240.923828125
1983-01-31,29056.986328125
1983-02-01,29056.986328125
1983-02-02,27240.923828125
1983-02-03,27240.923828125
1983-02-04,27240.923828125
1983-02-07,27240.923828125
1983-02-08,27240.923828125
1983-02-09,30873.046875
1983-02-10,30873.046875
1983-02-11,29056.986328125
1983-02-14,29056.986328125
1983-02-15,29056.986328125
1983-02-16,29056.986328125
1983-02-17,29056.986328125
1983-02-18,27240.923828125
1983-02-22,27240.923828125
1983-02-23,27240.923828125
1983-02-24,29056.986328125
1983-02-25,29056.986328125
1983-02-28,29056.986328125
1983-03-01,27240.923828125
1983-03-02,27240.923828125
1983-03-03,32689.109375
1983-03-04,36321.234375
1983-03-07,39953.35546875
1983-03-08,38137.29296875
1983-03-09,38137.29296875
1983-03-10,40861.38671875
1983-03-11,47217.6015625
1983-03-14,39953.35546875
1983-03-15,38137.29296875
1983-03-16,39953.35546875
1983-03-17,41769.41796875
1983-03-18,41769.41796875
1983-03-21,41769.41796875
1983-03-22,41769.41796875
1983-03-23,41769.41796875
1983-03-24,41769.41796875
1983-03-25,41769.41796875
1983-03-28,38137.29296875
1983-03-29,38137.29296875
1983-03-30,38137.29296875
1983-03-31,38137.29296875
1983-04-04,39953.35546875
1983-04-05,39953.35546875
1983-04-06,38137.29296875
1983-04-07,38137.29296875
1983-04-08,38137.29296875
1983-04-11,43585.48046875
1983-04-12,47217.6015625
1983-04-13,50849.7265625
1983-04-14,50849.7265625
1983-04-15,47217.6015625
1983-04-18,47217.6015625
1983-04-19,47217.6015625
1983-04-20,47217.6015625
1983-04-21,47217.6015625
1983-04-22,45401.5390625
1983-04-25,43585.48046875
1983-04-26,39953.35546875
1983-04-27,41769.41796875
1983-04-28,41769.41796875
1983-04-29,39953.35546875
1983-05-02,36321.234375
1983-05-03,39953.35546875
1983-05-04,39953.35546875
1983-05-05,38137.29296875
1983-05-06,38137.29296875
1983-05-09,39953.35546875
1983-05-10,39953.35546875
1983-05-11,39953.35546875
1983-05-12,41769.41796875
1983-05-13,41769.41796875
1983-05-16,41769.41796875
1983-05-17,41769.41796875
1983-05-18,41769.41796875
1983-05-19,45401.5390625
1983-05-20,45401.5390625
1983-05-23,47217.6015625
1983-05-24,45401.5390625
1983-05-25,45401.5390625
1983-05-26,43585.48046875
1983-05-27,43585.48046875
1983-05-31,45401.5390625
1983-06-01,45401.5390625
1983-06-02,45401.5390625
1983-06-03,43585.48046875
1983-06-06,39953.35546875
1983-06-07,39953.35546875
1983-06-08,38137.29296875
1983-06-09,38137.29296875
1983-06-10,38137.29296875
1983-06-13,38137.29296875
1983-06-14,38137.29296875
1983-06-15,36321.234375
1983-06-16,36321.234375
1983-06-17,36321.234375
1983-06-20,36321.234375
1983-06-21,36321.234375
1983-06-22,36321.234375
1983-06-23,36321.234375
1983-06-24,41769.41796875
1983-06-27,39953.35546875
1983-06-28,36321.234375
1983-06-29,36321.234375
1983-06-30,38137.29296875
1983-07-01,39953.35546875
1983-07-05,39953.35546875
1983-07-06,39953.35546875
1983-07-07,38137.29296875
1983-07-08,38137.29296875
1983-07-11,38137.29296875
1983-07-12,36321.234375
1983-07-13,36321.234375
1983-07-14,36321.234375
1983-07-15,36321.234375
1983-07-18,36321.234375
1983-07-19,36321.234375
1983-07-20,38137.29296875
1983-07-21,38137.29296875
1983-07-22,38137.29296875
1983-07-25,36321.234375
1983-07-26,36321.234375
1983-07-27,36321.234375
1983-07-28,36321.234375
1983-07-29,34505.171875
1983-08-01,34505.171875
1983-08-02,38137.29296875
1983-08-03,39953.35546875
1983-08-04,39953.35546875
1983-08-05,39953.35546875
1983-08-08,39953.35546875
1983-08-09,39953.35546875
1983-08-10,39953.35546875
1983-08-11,39953.35546875
1983-08-12,39953.35546875
1983-08-15,41769.41796875
1983-08-16,41769.41796875
1983-08-17,41769.41796875
1983-08-18,45401.5390625
1983-08-19,45401.5390625
1983-08-22,47217.6015625
1983-08-23,47217.6015625
1983-08-24,47217.6015625
1983-08-25,47217.6015625
1983-08-26,45401.5390625
1983-08-29,43585.48046875
1983-08-30,43585.48046875
1983-08-31,43585.48046875
1983-09-01,41769.41796875
1983-09-02,43585.48046875
1983-09-06,43585.48046875
1983-09-07,43585.48046875
1983-09-08,41769.41796875
1983-09-09,41769.41796875
1983-09-12,39953.35546875
1983-09-13,39953.35546875
1983-09-14,39953.35546875
1983-09-15,39953.35546875
1983-09-16,39953.35546875
1983-09-19,41769.41796875
1983-09-20,41769.41796875
1983-09-21,41769.41796875
1983-09-22,39953.35546875
1983-09-23,38137.29296875
1983-09-26,38137.29296875
1983-09-27,38137.29296875
1983-09-28,38137.29296875
1983-09-29,38137.29296875
1983-09-30,36321.234375
1983-10-03,36321.234375
1983-10-04,34505.171875
1983-10-05,34505.171875
1983-10-06,34505.171875
1983-10-07,34505.171875
1983-10-10,34505.171875
1983-10-11,34505.171875
1983-10-12,34505.171875
1983-10-13,34505.171875
1983-10-14,34505.171875
1983-10-17,34505.171875
1983-10-18,34505.171875
1983-10-19,34505.171875
1983-10-20,34505.171875
1983-10-21,32689.109375
1983-10-24,32689.109375
1983-10-25,34505.171875
1983-10-26,34505.171875
1983-10-27,30873.046875
1983-10-28,29056.986328125
1983-10-31,29056.986328125
1983-11-01,29056.986328125
1983-11-02,29056.986328125
1983-11-03,29056.986328125
1983-11-04,27240.923828125
1983-11-07,27240.923828125
1983-11-08,27240.923828125
1983-11-09,27240.923828125
1983-11-10,27240.923828125
1983-11-11,23608.80078125
1983-11-14,25424.86328125
1983-11-15,27240.923828125
1983-11-16,32689.109375
1983-11-17,34505.171875
1983-11-18,29056.986328125
1983-11-21,30873.046875
1983-11-22,30873.046875
1983-11-23,29056.986328125
1983-11-25,29056.986328125
1983-11-28,29056.986328125
1983-11-29,29056.986328125
1983-11-30,27240.923828125
1983-12-01,25424.86328125
1983-12-02,25424.86328125
1983-12-05,23608.80078125
1983-12-06,23608.80078125
1983-12-07,23608.80078125
1983-12-08,23608.80078125
1983-12-09,23608.80078125
1983-12-12,21792.740234375
1983-12-13,21792.740234375
1983-12-14,23608.80078125
1983-12-15,21792.740234375
1983-12-16,21792.740234375
1983-12-19,21792.740234375
1983-12-20,19976.677734375
1983-12-21,19976.677734375
1983-12-22,19976.677734375
1983-12-23,19976.677734375
1983-12-27,21792.740234375
1983-12-28,21792.740234375
1983-12-29,19976.677734375
1983-12-30,21792.740234375
1984-01-03,21792.740234375
1984-01-04,23608.80078125
1984-01-05,23608.80078125
1984-01-06,27240.923828125
1984-01-09,25424.86328125
1984-01-10,25424.86328125
1984-01-11,27240.923828125
1984-01-12,30873.046875
1984-01-13,34505.171875
1984-01-16,36321.234375
1984-01-17,36321.234375
1984-01-18,36321.234375
1984-01-19,36321.234375
1984-01-20,36321.234375
1984-01-23,36321.234375
1984-01-24,32689.109375
1984-01-25,32689.109375
1984-01-26,32689.109375
1984-01-27,32689.109375
1984-01-30,30873.046875
1984-01-31,29056.986328125
1984-02-01,29056.986328125
1984-02-02,29056.986328125
1984-02-03,29056.986328125
1984-02-06,29056.986328125
1984-02-07,25424.86328125
1984-02-08,25424.86328125
1984-02-09,23608.80078125
1984-02-10,23608.80078125
1984-02-13,23608.80078125
1984-02-14,21792.740234375
1984-02-15,23608.80078125
1984-02-16,27240.923828125
1984-02-17,30873.046875
1984-02-21,30873.046875
1984-02-22,30873.046875
1984-02-23,27240.923828125
1984-02-24,27240.923828125
1984-02-27,27240.923828125
1984-02-28,27240.923828125
1984-02-29,29056.986328125
1984-03-01,29056.986328125
1984-03-02,27240.923828125
1984-03-05,27240.923828125
1984-03-06,25424.86328125
1984-03-07,25424.86328125
1984-03-08,27240.923828125
