,AIKI
2000-10-25,85354.8984375
2000-10-26,86262.9296875
2000-10-27,87170.9609375
2000-10-30,85354.8984375
2000-10-31,85354.8984375
2000-11-01,86262.9296875
2000-11-02,86262.9296875
2000-11-03,86262.9296875
2000-11-06,86262.9296875
2000-11-07,96251.265625
2000-11-08,98067.328125
2000-11-09,96251.265625
2000-11-10,96251.265625
2000-11-13,92619.140625
2000-11-14,91711.109375
2000-11-15,93527.171875
2000-11-16,88533.0078125
2000-11-17,93527.171875
2000-11-20,93527.171875
2000-11-21,91711.109375
2000-11-22,85354.8984375
2000-11-24,88078.9921875
2000-11-27,88987.0234375
2000-11-28,88078.9921875
2000-11-29,86262.9296875
2000-11-30,71734.4375
2000-12-01,78998.6796875
2000-12-04,74458.5234375
2000-12-05,79906.7109375
2000-12-06,77182.6171875
2000-12-07,77182.6171875
2000-12-08,78090.6484375
2000-12-11,85354.8984375
2000-12-12,83538.8359375
2000-12-13,85354.8984375
2000-12-14,83538.8359375
2000-12-15,84446.8671875
2000-12-18,77636.6328125
2000-12-19,77636.6328125
2000-12-20,73550.4921875
2000-12-21,73550.4921875
2000-12-22,81722.7734375
2000-12-26,77182.6171875
2000-12-27,71734.4375
2000-12-28,73550.4921875
2000-12-29,72642.46875
2001-01-02,76274.5859375
2001-01-03,87170.9609375
2001-01-04,78998.6796875
2001-01-05,78998.6796875
2001-01-08,77182.6171875
2001-01-09,78998.6796875
2001-01-10,77182.6171875
2001-01-11,77182.6171875
2001-01-12,78998.6796875
2001-01-16,83538.8359375
2001-01-17,87170.9609375
2001-01-18,79906.7109375
2001-01-19,81722.7734375
2001-01-22,79906.7109375
2001-01-23,77182.6171875
2001-01-24,81722.7734375
2001-01-25,79906.7109375
2001-01-26,75366.5546875
2001-01-29,81722.7734375
2001-01-30,88078.9921875
2001-01-31,88078.9921875
2001-02-01,98067.328125
2001-02-02,89441.0390625
2001-02-05,88987.0234375
2001-02-06,89895.046875
2001-02-07,88987.0234375
2001-02-08,89895.046875
2001-02-09,86262.9296875
2001-02-12,85354.8984375
2001-02-13,88306.0
2001-02-14,87170.9609375
2001-02-15,91711.109375
2001-02-16,95343.234375
2001-02-20,88078.9921875
2001-02-21,88987.0234375
2001-02-22,89895.046875
2001-02-23,89895.046875
2001-02-26,87624.9765625
2001-02-27,81268.7578125
2001-02-28,78998.6796875
2001-03-01,94435.203125
2001-03-02,99429.375
2001-03-05,118952.0390625
2001-03-06,116227.9453125
2001-03-07,114865.8984375
2001-03-08,109871.7265625
2001-03-09,108055.6640625
2001-03-12,107147.6328125
2001-03-13,104423.546875
2001-03-14,103515.515625
2001-03-15,101699.453125
2001-03-16,96705.28125
2001-03-19,100791.421875
2001-03-20,102153.46875
2001-03-21,101699.453125
2001-03-22,104423.546875
2001-03-23,105785.59375
2001-03-26,108963.6953125
2001-03-27,105331.578125
2001-03-28,100791.421875
2001-03-29,100791.421875
2001-03-30,104423.546875
2001-04-02,103969.53125
2001-04-03,98975.359375
2001-04-04,101699.453125
2001-04-05,102607.484375
2001-04-06,101699.453125
2001-04-09,102135.3046875
2001-04-10,101699.453125
2001-04-11,128722.4453125
2001-04-12,126397.890625
2001-04-16,125816.75
2001-04-17,117680.796875
2001-04-18,110416.546875
2001-04-19,106203.28125
2001-04-20,108963.6953125
2001-04-23,112595.8203125
2001-04-24,124218.6171875
2001-04-25,123346.90625
2001-04-26,123637.4765625
2001-04-27,123492.1875
2001-04-30,123637.4765625
2001-05-01,125380.8984375
2001-05-02,126543.171875
2001-05-03,131337.578125
2001-05-04,149643.484375
2001-05-07,155454.875
2001-05-08,145575.5
2001-05-09,150951.046875
2001-05-10,147609.484375
2001-05-11,156181.296875
2001-05-14,152549.171875
2001-05-15,151822.75
2001-05-16,147609.484375
2001-05-17,143832.078125
2001-05-18,137294.265625
2001-05-21,133662.140625
2001-05-22,129594.15625
2001-05-23,132064.0
2001-05-24,128577.1640625
2001-05-25,127124.3125
2001-05-29,116373.2265625
2001-05-30,116663.796875
2001-05-31,118697.7890625
2001-06-01,129013.015625
2001-06-04,130030.015625
2001-06-05,130320.5859375
2001-06-06,130756.4375
2001-06-07,138892.390625
2001-06-08,138020.6875
2001-06-11,136567.828125
2001-06-12,144558.5
2001-06-13,144558.5
2001-06-14,145139.640625
2001-06-15,130756.4375
2001-06-18,127124.3125
2001-06-19,130030.015625
2001-06-20,133952.703125
2001-06-21,129594.15625
2001-06-22,130756.4375
2001-06-25,132499.859375
2001-06-26,134388.5625
2001-06-27,131628.140625
2001-06-28,133662.140625
2001-06-29,130756.4375
2001-07-02,135405.5625
2001-07-03,136567.828125
2001-07-05,146737.78125
2001-07-06,149498.1875
2001-07-09,162428.546875
2001-07-10,154728.453125
2001-07-11,150515.1875
2001-07-12,150951.046875
2001-07-13,152549.171875
2001-07-16,151677.46875
2001-07-17,146883.0625
2001-07-18,144703.796875
2001-07-19,138020.6875
2001-07-20,143105.65625
2001-07-23,138892.390625
2001-07-24,135696.125
2001-07-25,131192.296875
2001-07-26,133226.28125
2001-07-27,132935.71875
2001-07-30,133662.140625
2001-07-31,137875.40625
2001-08-01,141943.375
2001-08-02,141652.8125
2001-08-03,142379.234375
2001-08-06,140054.671875
2001-08-07,142960.375
2001-08-08,142379.234375
2001-08-09,141652.8125
2001-08-10,140199.953125
2001-08-13,139618.8125
2001-08-14,138456.53125
2001-08-15,138747.109375
2001-08-16,133662.140625
2001-08-17,135696.125
2001-08-20,130756.4375
2001-08-21,130756.4375
2001-08-22,131482.859375
2001-08-23,132209.28125
2001-08-24,129303.5859375
2001-08-27,128722.4453125
2001-08-28,126397.890625
2001-08-29,113031.6796875
2001-08-30,106058.0
2001-08-31,113176.9609375
2001-09-04,114048.671875
2001-09-05,115065.6640625
2001-09-06,114629.8125
2001-09-07,113758.1015625
2001-09-10,100973.0234375
2001-09-17,87170.9609375
2001-09-18,85718.109375
2001-09-19,80197.28125
2001-09-20,81359.5625
2001-09-21,83102.9765625
2001-09-24,91384.21875
2001-09-25,93272.921875
2001-09-26,101408.8828125
2001-09-27,102716.4453125
2001-09-28,115210.953125
2001-10-01,115501.5234375
2001-10-02,112886.390625
2001-10-03,116227.9453125
2001-10-04,114920.3828125
2001-10-05,114775.09375
2001-10-08,114920.3828125
2001-10-09,103733.4375
2001-10-10,101844.734375
2001-10-11,102280.59375
2001-10-12,101263.59375
2001-10-15,94435.203125
2001-10-16,101699.453125
2001-10-17,96614.4765625
2001-10-18,96614.4765625
2001-10-19,100973.0234375
2001-10-22,96905.046875
2001-10-23,96614.4765625
2001-10-24,98793.75
2001-10-25,98648.46875
2001-10-26,137730.109375
2001-10-29,133662.140625
2001-10-30,137148.96875
2001-10-31,139909.390625
2001-11-01,135114.984375
2001-11-02,135841.40625
2001-11-05,135696.125
2001-11-06,138311.25
2001-11-07,146011.359375
2001-11-08,146011.359375
2001-11-09,131482.859375
2001-11-12,143105.65625
2001-11-13,139328.25
2001-11-14,140054.671875
2001-11-15,138747.109375
2001-11-16,140926.375
2001-11-19,140926.375
2001-11-20,140490.53125
2001-11-21,139909.390625
2001-11-23,139473.53125
2001-11-26,132935.71875
2001-11-27,132935.71875
2001-11-28,134679.125
2001-11-29,136422.546875
2001-11-30,134388.5625
2001-12-03,138020.6875
2001-12-04,139473.53125
2001-12-05,139764.109375
2001-12-06,138601.828125
2001-12-07,137875.40625
2001-12-10,136858.40625
2001-12-11,133662.140625
2001-12-12,135260.265625
2001-12-13,135696.125
2001-12-14,133807.421875
2001-12-17,132935.71875
2001-12-18,133662.140625
2001-12-19,134969.703125
2001-12-20,132790.421875
2001-12-21,134243.28125
2001-12-24,133662.140625
2001-12-26,132209.28125
2001-12-27,134388.5625
2001-12-28,133371.5625
2001-12-31,137875.40625
2002-01-02,154002.03125
2002-01-03,143832.078125
2002-01-04,138020.6875
2002-01-07,139328.25
2002-01-08,138020.6875
2002-01-09,136422.546875
2002-01-10,127124.3125
2002-01-11,123492.1875
2002-01-14,123492.1875
2002-01-15,119133.640625
2002-01-16,122039.34375
2002-01-17,125526.1796875
2002-01-18,123492.1875
2002-01-22,122039.34375
2002-01-23,130320.5859375
2002-01-24,129013.015625
2002-01-25,126252.6015625
2002-01-28,118843.0703125
2002-01-29,119424.2109375
2002-01-30,123492.1875
2002-01-31,120731.7734375
2002-02-01,119860.0703125
2002-02-04,116954.3671875
2002-02-05,116227.9453125
2002-02-06,114048.671875
2002-02-07,115356.234375
2002-02-08,118407.21875
2002-02-11,116373.2265625
2002-02-12,116227.9453125
2002-02-13,116809.0859375
2002-02-14,116373.2265625
2002-02-15,116082.65625
2002-02-19,116082.65625
2002-02-20,118261.9296875
2002-02-21,114629.8125
2002-02-22,113322.2421875
2002-02-25,115356.234375
2002-02-26,112450.5390625
2002-02-27,113322.2421875
2002-02-28,114339.2421875
2002-03-01,114339.2421875
2002-03-04,115646.8046875
2002-03-05,113031.6796875
2002-03-06,113903.3828125
2002-03-07,116227.9453125
2002-03-08,117680.796875
2002-03-11,116227.9453125
2002-03-12,113322.2421875
2002-03-13,113031.6796875
2002-03-14,117680.796875
2002-03-15,120586.4921875
2002-03-18,117680.796875
2002-03-19,116227.9453125
2002-03-20,116227.9453125
2002-03-21,116809.0859375
2002-03-22,113322.2421875
2002-03-25,113031.6796875
2002-03-26,114775.09375
2002-03-27,115501.5234375
2002-03-28,114339.2421875
2002-04-01,111142.96875
2002-04-02,114775.09375
2002-04-03,115792.0859375
2002-04-04,115501.5234375
2002-04-05,113176.9609375
2002-04-08,112014.6796875
2002-04-09,110852.3984375
2002-04-10,112450.5390625
2002-04-11,94435.203125
2002-04-12,103878.7265625
2002-04-15,102425.875
2002-04-16,107510.8515625
2002-04-17,105912.7109375
2002-04-18,103588.15625
2002-04-19,105331.578125
2002-04-22,108963.6953125
2002-04-23,107510.8515625
2002-04-24,106058.0
2002-04-25,106058.0
2002-04-26,100537.171875
2002-04-29,101263.59375
2002-04-30,99956.03125
2002-05-01,103152.296875
2002-05-02,100246.6015625
2002-05-03,101554.1640625
2002-05-06,98793.75
2002-05-07,98793.75
2002-05-08,100973.0234375
2002-05-09,100246.6015625
2002-05-10,100827.7421875
2002-05-13,100973.0234375
2002-05-14,86880.390625
2002-05-15,90657.796875
2002-05-16,89786.0859375
2002-05-17,89931.375
2002-05-20,85863.390625
2002-05-21,83538.8359375
2002-05-22,79906.7109375
2002-05-23,82521.84375
2002-05-24,84410.546875
2002-05-28,87025.671875
2002-05-29,84119.9765625
2002-05-30,85282.2578125
2002-05-31,83538.8359375
2002-06-03,84265.2578125
2002-06-04,90803.078125
2002-06-05,87606.8125
2002-06-06,86299.25
2002-06-07,84265.2578125
2002-06-10,87752.1015625
2002-06-11,89640.8046875
2002-06-12,90076.65625
2002-06-13,90657.796875
2002-06-14,92401.21875
2002-06-17,92401.21875
2002-06-18,90076.65625
2002-06-19,85718.109375
2002-06-20,86880.390625
2002-06-21,87316.2421875
2002-06-24,88187.953125
2002-06-25,92110.6484375
2002-06-26,88478.5234375
2002-06-27,89350.234375
2002-06-28,87170.9609375
2002-07-01,83538.8359375
2002-07-02,79906.7109375
2002-07-03,76419.875
2002-07-05,76855.7265625
2002-07-08,75693.4453125
2002-07-09,75838.734375
2002-07-10,69736.765625
2002-07-11,74385.8828125
2002-07-12,73078.3203125
2002-07-15,72787.75
2002-07-16,73804.7421875
2002-07-17,74240.6015625
2002-07-18,74095.3125
2002-07-19,72497.1796875
2002-07-22,70463.1875
2002-07-23,53029.0
2002-07-24,66831.0703125
2002-07-25,66831.0703125
2002-07-26,61746.09375
2002-07-29,62472.51953125
2002-07-30,64651.79296875
2002-07-31,66831.0703125
2002-08-01,74095.3125
2002-08-02,62472.51953125
2002-08-05,66831.0703125
2002-08-06,71044.328125
2002-08-07,71916.0390625
2002-08-08,66831.0703125
2002-08-09,66831.0703125
2002-08-12,65232.93359375
2002-08-13,64070.65625
2002-08-14,69010.34375
2002-08-15,69736.765625
2002-08-16,65378.21875
2002-08-19,63780.0859375
2002-08-20,67557.4921875
2002-08-21,67557.4921875
2002-08-22,67557.4921875
2002-08-23,65378.21875
2002-08-26,64506.5078125
2002-08-27,64361.22265625
2002-08-28,61019.671875
2002-08-29,61310.2421875
2002-08-30,68138.6328125
2002-09-03,67993.34375
2002-09-04,65378.21875
2002-09-05,63198.9453125
2002-09-06,65668.7890625
2002-09-09,62763.08984375
2002-09-10,65523.50390625
2002-09-11,65378.21875
2002-09-12,67121.640625
2002-09-13,70027.3359375
2002-09-16,69591.484375
2002-09-17,70899.046875
2002-09-18,76274.5859375
2002-09-19,81359.5625
2002-09-20,87316.2421875
2002-09-23,93418.2109375
2002-09-24,95016.34375
2002-09-25,102716.4453125
2002-09-26,101699.453125
2002-09-27,104895.71875
2002-09-30,100827.7421875
2002-10-01,110416.546875
2002-10-02,110125.9765625
2002-10-03,109690.125
2002-10-04,102716.4453125
2002-10-07,102425.875
2002-10-08,97486.1875
2002-10-09,91529.5078125
2002-10-10,87897.3828125
2002-10-11,85282.2578125
2002-10-14,80778.421875
2002-10-15,78744.4296875
2002-10-16,80778.421875
2002-10-17,91238.9375
2002-10-18,97776.7578125
2002-10-21,93127.640625
2002-10-22,94435.203125
2002-10-23,100973.0234375
2002-10-24,101554.1640625
2002-10-25,103878.7265625
2002-10-28,100827.7421875
2002-10-29,100246.6015625
2002-10-30,100682.453125
2002-10-31,111142.96875
2002-11-01,110271.265625
2002-11-04,107510.8515625
2002-11-05,104895.71875
2002-11-06,105186.2890625
2002-11-07,104169.296875
2002-11-08,111433.5390625
2002-11-11,112595.8203125
2002-11-12,121167.6328125
2002-11-13,116663.796875
2002-11-14,117971.3671875
2002-11-15,105331.578125
2002-11-18,106784.421875
2002-11-19,103588.15625
2002-11-20,102861.734375
2002-11-21,106784.421875
2002-11-22,106784.421875
2002-11-25,112450.5390625
2002-11-26,113176.9609375
2002-11-27,114048.671875
2002-11-29,115646.8046875
2002-12-02,111869.3984375
2002-12-03,111724.109375
2002-12-04,108818.4140625
2002-12-05,108963.6953125
2002-12-06,108963.6953125
2002-12-09,111578.828125
2002-12-10,113903.3828125
2002-12-11,112014.6796875
2002-12-12,109690.125
2002-12-13,107801.421875
2002-12-16,111869.3984375
2002-12-17,111724.109375
2002-12-18,111288.2578125
2002-12-19,108963.6953125
2002-12-20,110561.8359375
2002-12-23,107656.1328125
2002-12-24,108237.2734375
2002-12-26,106784.421875
2002-12-27,106058.0
2002-12-30,105041.0078125
2002-12-31,108963.6953125
2003-01-02,106784.421875
2003-01-03,105186.2890625
2003-01-06,112886.390625
2003-01-07,112741.109375
2003-01-08,109108.984375
2003-01-09,110561.8359375
2003-01-10,110997.6875
2003-01-13,110997.6875
2003-01-14,105331.578125
2003-01-15,108237.2734375
2003-01-16,107510.8515625
2003-01-17,105041.0078125
2003-01-21,105041.0078125
2003-01-22,104314.578125
2003-01-23,100973.0234375
2003-01-24,99374.890625
2003-01-27,98067.328125
2003-01-28,92401.21875
2003-01-29,92110.6484375
2003-01-30,82085.984375
2003-01-31,86444.53125
2003-02-03,90512.5078125
2003-02-04,88623.8046875
2003-02-05,86735.1015625
2003-02-06,84846.3984375
2003-02-07,79761.4296875
2003-02-10,75548.1640625
2003-02-11,84119.9765625
2003-02-12,84410.546875
2003-02-13,84119.9765625
2003-02-14,83538.8359375
2003-02-18,86008.6796875
2003-02-19,87461.53125
2003-02-20,86444.53125
2003-02-21,85718.109375
2003-02-24,78163.2890625
2003-02-25,79035.0
2003-02-26,83829.40625
2003-02-27,89350.234375
2003-02-28,99374.890625
2003-03-03,102280.59375
2003-03-04,96469.1953125
2003-03-05,91674.7890625
2003-03-06,88478.5234375
2003-03-07,96469.1953125
2003-03-10,88623.8046875
2003-03-11,87461.53125
2003-03-12,89350.234375
2003-03-13,88333.234375
2003-03-14,88623.8046875
2003-03-17,86735.1015625
2003-03-18,88042.6640625
2003-03-19,84265.2578125
2003-03-20,83538.8359375
2003-03-21,90657.796875
2003-03-24,88187.953125
2003-03-25,87897.3828125
2003-03-26,85282.2578125
2003-03-27,86880.390625
2003-03-28,86008.6796875
2003-03-31,87316.2421875
2003-04-01,88623.8046875
2003-04-02,88769.09375
2003-04-03,89640.8046875
2003-04-04,97340.90625
2003-04-07,95888.0546875
2003-04-08,97922.046875
2003-04-09,107510.8515625
2003-04-10,102716.4453125
2003-04-11,108527.84375
2003-04-14,104169.296875
2003-04-15,102716.4453125
2003-04-16,102425.875
2003-04-17,100246.6015625
2003-04-21,101699.453125
2003-04-22,104895.71875
2003-04-23,104895.71875
2003-04-24,106203.28125
2003-04-25,105331.578125
2003-04-28,103878.7265625
2003-04-29,103878.7265625
2003-04-30,100246.6015625
2003-05-01,106784.421875
2003-05-02,102571.1640625
2003-05-05,105476.859375
2003-05-06,105186.2890625
2003-05-07,105476.859375
2003-05-08,107365.5625
2003-05-09,106639.140625
2003-05-12,108963.6953125
2003-05-13,104169.296875
2003-05-14,105331.578125
2003-05-15,101263.59375
2003-05-16,101554.1640625
2003-05-19,98503.1796875
2003-05-20,98503.1796875
2003-05-21,102716.4453125
2003-05-22,103152.296875
2003-05-23,105476.859375
2003-05-27,104169.296875
2003-05-28,112014.6796875
2003-05-29,115501.5234375
2003-05-30,112014.6796875
2003-06-02,113322.2421875
2003-06-03,112450.5390625
2003-06-04,111869.3984375
2003-06-05,111578.828125
2003-06-06,113031.6796875
2003-06-09,115937.375
2003-06-10,123492.1875
2003-06-11,121894.0546875
2003-06-12,119860.0703125
2003-06-13,119714.78125
2003-06-16,122911.0546875
2003-06-17,121458.203125
2003-06-18,116954.3671875
2003-06-19,117390.2265625
2003-06-20,117535.5078125
2003-06-23,111142.96875
2003-06-24,110707.1171875
2003-06-25,105912.7109375
2003-06-26,101699.453125
2003-06-27,100973.0234375
2003-06-30,102280.59375
2003-07-01,106493.8515625
2003-07-02,111433.5390625
2003-07-03,113758.1015625
2003-07-07,116809.0859375
2003-07-08,116809.0859375
2003-07-09,114484.5234375
2003-07-10,112595.8203125
2003-07-11,113758.1015625
2003-07-14,113176.9609375
2003-07-15,112741.109375
2003-07-16,109254.265625
2003-07-17,110416.546875
2003-07-18,110416.546875
2003-07-21,108382.5546875
2003-07-22,116082.65625
2003-07-23,111288.2578125
2003-07-24,111142.96875
2003-07-25,109108.984375
2003-07-28,111869.3984375
2003-07-29,108963.6953125
2003-07-30,108818.4140625
2003-07-31,108818.4140625
2003-08-01,107510.8515625
2003-08-04,107946.703125
2003-08-05,107656.1328125
2003-08-06,104024.0078125
2003-08-07,106058.0
2003-08-08,106639.140625
2003-08-11,106929.7109375
2003-08-12,107074.9921875
2003-08-13,104605.1484375
2003-08-14,105622.140625
2003-08-15,104605.1484375
2003-08-18,104459.8671875
2003-08-19,103152.296875
2003-08-20,103007.015625
2003-08-21,115501.5234375
2003-08-22,119860.0703125
2003-08-25,130611.15625
2003-08-26,126397.890625
2003-08-27,129303.5859375
2003-08-28,126107.3203125
2003-08-29,122184.625
2003-09-02,125962.03125
2003-09-03,127560.171875
2003-09-04,128431.875
2003-09-05,124945.0390625
2003-09-08,120586.4921875
2003-09-09,124799.7578125
2003-09-10,124945.0390625
2003-09-11,121458.203125
2003-09-12,122039.34375
2003-09-15,121894.0546875
2003-09-16,120586.4921875
2003-09-17,120731.7734375
2003-09-18,117680.796875
2003-09-19,117099.65625
2003-09-22,115792.0859375
2003-09-23,117390.2265625
2003-09-24,119278.9296875
2003-09-25,119278.9296875
2003-09-26,117099.65625
2003-09-29,116082.65625
2003-09-30,119714.78125
2003-10-01,116227.9453125
2003-10-02,114629.8125
2003-10-03,114193.953125
2003-10-06,116227.9453125
2003-10-07,113467.53125
2003-10-08,112450.5390625
2003-10-09,105622.140625
2003-10-10,105622.140625
2003-10-13,104750.4375
2003-10-14,106348.5703125
2003-10-15,103152.296875
2003-10-16,103152.296875
2003-10-17,103878.7265625
2003-10-20,103152.296875
2003-10-21,98939.0390625
2003-10-22,100246.6015625
2003-10-23,96178.625
2003-10-24,103152.296875
2003-10-27,104459.8671875
2003-10-28,103297.5859375
2003-10-29,101990.0234375
2003-10-30,101408.8828125
2003-10-31,98939.0390625
2003-11-03,103733.4375
2003-11-04,97340.90625
2003-11-05,103007.015625
2003-11-06,100246.6015625
2003-11-07,98212.609375
2003-11-10,97340.90625
2003-11-11,97340.90625
2003-11-12,98067.328125
2003-11-13,110561.8359375
2003-11-14,108091.9921875
2003-11-17,108237.2734375
2003-11-18,102280.59375
2003-11-19,102135.3046875
2003-11-20,101990.0234375
2003-11-21,101699.453125
2003-11-24,92255.9296875
2003-11-25,100682.453125
2003-11-26,101699.453125
2003-11-28,100973.0234375
2003-12-01,98648.46875
2003-12-02,101118.3125
2003-12-03,97631.4765625
2003-12-04,97195.6171875
2003-12-05,98067.328125
2003-12-08,97776.7578125
2003-12-09,97922.046875
2003-12-10,97631.4765625
2003-12-11,97340.90625
2003-12-12,97050.3359375
2003-12-15,95452.203125
2003-12-16,92691.7890625
2003-12-17,92255.9296875
2003-12-18,95016.34375
2003-12-19,93708.78125
2003-12-22,90221.9453125
2003-12-23,90657.796875
2003-12-24,87897.3828125
2003-12-26,89640.8046875
2003-12-29,93999.3515625
2003-12-30,92110.6484375
2003-12-31,93563.4921875
2004-01-02,91965.359375
2004-01-05,92837.0703125
2004-01-06,92837.0703125
2004-01-07,98067.328125
2004-01-08,96759.765625
2004-01-09,93127.640625
2004-01-12,97486.1875
2004-01-13,103588.15625
2004-01-14,108382.5546875
2004-01-15,106929.7109375
2004-01-16,107365.5625
2004-01-20,107365.5625
2004-01-21,105622.140625
2004-01-22,105186.2890625
2004-01-23,99956.03125
2004-01-26,99665.4609375
2004-01-27,97486.1875
2004-01-28,98067.328125
2004-01-29,98503.1796875
2004-01-30,100246.6015625
2004-02-02,98793.75
2004-02-03,96905.046875
2004-02-04,100246.6015625
2004-02-05,98648.46875
2004-02-06,99374.890625
2004-02-09,98648.46875
2004-02-10,97922.046875
2004-02-11,100537.171875
2004-02-12,101990.0234375
2004-02-13,102135.3046875
2004-02-17,101118.3125
2004-02-18,98212.609375
2004-02-19,104459.8671875
2004-02-20,102280.59375
2004-02-23,101118.3125
2004-02-24,103152.296875
2004-02-25,103152.296875
2004-02-26,99956.03125
2004-02-27,95888.0546875
2004-03-01,97340.90625
2004-03-02,97195.6171875
2004-03-03,100682.453125
2004-03-04,97340.90625
2004-03-05,97340.90625
2004-03-08,94871.0625
2004-03-09,94725.7734375
2004-03-10,90076.65625
2004-03-11,91238.9375
2004-03-12,92255.9296875
2004-03-15,92401.21875
2004-03-16,90367.2265625
2004-03-17,91674.7890625
2004-03-18,88478.5234375
2004-03-19,88623.8046875
2004-03-22,87752.1015625
2004-03-23,88623.8046875
2004-03-24,88623.8046875
2004-03-25,90948.3671875
2004-03-26,106348.5703125
2004-03-29,104169.296875
2004-03-30,96033.3359375
2004-03-31,90948.3671875
2004-04-01,92401.21875
2004-04-02,100246.6015625
2004-04-05,100101.3203125
2004-04-06,101699.453125
2004-04-07,103007.015625
2004-04-08,100391.890625
2004-04-12,97340.90625
2004-04-13,99084.3203125
2004-04-14,98357.8984375
2004-04-15,97922.046875
2004-04-16,96033.3359375
2004-04-19,96905.046875
2004-04-20,96905.046875
2004-04-21,96178.625
2004-04-22,93272.921875
2004-04-23,96033.3359375
2004-04-26,92691.7890625
2004-04-27,95742.765625
2004-04-28,95161.6328125
2004-04-29,96759.765625
2004-04-30,98503.1796875
2004-05-03,98648.46875
2004-05-04,99229.609375
2004-05-05,97195.6171875
2004-05-06,97631.4765625
2004-05-07,98793.75
2004-05-10,91529.5078125
2004-05-11,93854.0625
2004-05-12,90367.2265625
2004-05-13,91529.5078125
2004-05-14,88623.8046875
2004-05-17,76274.5859375
2004-05-18,72497.1796875
2004-05-19,70608.4765625
2004-05-20,71625.46875
2004-05-21,72061.328125
2004-05-24,70608.4765625
2004-05-25,70463.1875
2004-05-26,77146.296875
2004-05-27,80778.421875
2004-05-28,87170.9609375
2004-06-01,87170.9609375
2004-06-02,83248.265625
2004-06-03,78599.1484375
2004-06-04,81359.5625
2004-06-07,80633.1328125
2004-06-08,78308.578125
2004-06-09,80197.28125
2004-06-10,76274.5859375
2004-06-14,74095.3125
2004-06-15,74095.3125
2004-06-16,73078.3203125
2004-06-17,69736.765625
2004-06-18,63053.66015625
2004-06-21,69736.765625
2004-06-22,73950.03125
2004-06-23,74676.453125
2004-06-24,74095.3125
2004-06-25,72787.75
2004-06-28,72497.1796875
2004-06-29,72061.328125
2004-06-30,74095.3125
2004-07-01,72642.46875
2004-07-02,68429.203125
2004-07-06,70899.046875
2004-07-07,70027.3359375
2004-07-08,67848.0625
2004-07-09,66685.78125
2004-07-12,63198.9453125
2004-07-13,65378.21875
2004-07-14,65378.21875
2004-07-15,61746.09375
2004-07-16,63053.66015625
2004-07-19,58840.3984375
2004-07-20,60729.1015625
2004-07-21,60002.67578125
2004-07-22,58840.3984375
2004-07-23,60293.24609375
2004-07-26,58113.97265625
2004-07-27,58259.2578125
2004-07-28,61164.95703125
2004-07-29,62327.234375
2004-07-30,63634.80078125
2004-08-02,61746.09375
2004-08-03,59712.10546875
2004-08-04,61455.52734375
2004-08-05,59566.8203125
2004-08-06,59712.10546875
2004-08-09,63344.23046875
2004-08-10,59712.10546875
2004-08-11,50123.30078125
2004-08-12,56806.40625
2004-08-13,52883.71484375
2004-08-16,48525.16796875
2004-08-17,52302.57421875
2004-08-18,55208.2734375
2004-08-19,56806.40625
2004-08-20,56806.40625
2004-08-23,57096.9765625
2004-08-24,56661.12109375
2004-08-25,60293.24609375
2004-08-26,57968.6875
2004-08-27,61746.09375
2004-08-30,60874.38671875
2004-08-31,61310.2421875
2004-09-01,56515.83984375
2004-09-02,53610.140625
2004-09-03,58259.2578125
2004-09-07,56079.984375
2004-09-08,56951.69140625
2004-09-09,61455.52734375
2004-09-10,56806.40625
2004-09-13,56225.26953125
2004-09-14,54191.27734375
2004-09-15,53464.85546875
2004-09-16,53029.0
2004-09-17,52012.00390625
2004-09-20,48961.0234375
2004-09-21,49251.58984375
2004-09-22,50268.5859375
2004-09-23,49832.73046875
2004-09-24,48815.73828125
2004-09-27,48379.8828125
2004-09-28,48670.453125
2004-09-29,50123.30078125
2004-09-30,48670.453125
2004-10-01,47944.02734375
2004-10-04,44457.1875
2004-10-05,42423.19921875
2004-10-06,44457.1875
2004-10-07,46491.1796875
2004-10-08,45183.61328125
2004-10-11,41842.05859375
2004-10-12,39226.9296875
2004-10-13,42423.19921875
2004-10-14,43294.91015625
2004-10-15,45764.75390625
2004-10-18,46491.1796875
2004-10-19,49687.4453125
2004-10-20,56951.69140625
2004-10-21,58113.97265625
2004-10-22,58840.3984375
2004-10-25,53029.0
2004-10-26,57387.546875
2004-10-27,55353.55859375
2004-10-28,55934.69921875
2004-10-29,55934.69921875
2004-11-01,55498.84375
2004-11-02,53319.5703125
2004-11-03,55789.4140625
2004-11-04,52157.2890625
2004-11-05,52302.57421875
2004-11-08,52302.57421875
2004-11-09,52302.57421875
2004-11-10,52012.00390625
2004-11-11,53029.0
2004-11-12,51430.8671875
2004-11-15,50849.7265625
2004-11-16,48089.3125
2004-11-17,45183.61328125
2004-11-18,45474.18359375
2004-11-19,45038.328125
2004-11-22,44602.47265625
2004-11-23,44311.90234375
2004-11-24,43585.48046875
2004-11-26,43876.05078125
2004-11-29,41696.7734375
2004-11-30,42568.484375
2004-12-01,43004.33984375
2004-12-02,43585.48046875
2004-12-03,42713.76953125
2004-12-06,44311.90234375
2004-12-07,47508.171875
2004-12-08,49542.16015625
2004-12-09,47362.88671875
2004-12-10,45328.8984375
2004-12-13,45764.75390625
2004-12-14,45764.75390625
2004-12-15,45764.75390625
2004-12-16,44602.47265625
