,BSMM
2020-09-28,25.405000686645508
2020-09-29,25.405000686645508
2020-09-30,25.415000915527344
2020-10-01,25.40999984741211
2020-10-02,25.399999618530273
2020-10-05,25.395000457763672
2020-10-06,25.350000381469727
2020-10-07,25.3700008392334
2020-10-08,25.3799991607666
2020-10-09,25.393999099731445
2020-10-12,25.3799991607666
2020-10-13,25.385000228881836
2020-10-14,25.3799991607666
2020-10-15,25.389999389648438
2020-10-16,25.385000228881836
2020-10-19,25.375
2020-10-20,25.3700008392334
2020-10-21,25.386999130249023
2020-10-22,25.389999389648438
2020-10-23,25.399999618530273
2020-10-26,25.399999618530273
2020-10-27,25.399999618530273
2020-10-28,25.399999618530273
2020-10-29,25.34000015258789
2020-10-30,25.399999618530273
2020-11-02,25.399999618530273
2020-11-03,25.399999618530273
2020-11-04,25.399999618530273
2020-11-05,25.420000076293945
2020-11-06,25.40999984741211
2020-11-09,25.40999984741211
2020-11-10,25.40999984741211
2020-11-11,25.420000076293945
2020-11-12,25.420000076293945
2020-11-13,25.43000030517578
2020-11-16,25.40399932861328
2020-11-17,25.385000228881836
2020-11-18,25.399999618530273
2020-11-19,25.399999618530273
2020-11-20,25.454999923706055
2020-11-23,25.43000030517578
2020-11-24,25.385000228881836
2020-11-25,25.420000076293945
2020-11-27,25.389999389648438
2020-11-30,25.385000228881836
2020-12-01,25.385000228881836
2020-12-02,25.385000228881836
2020-12-03,25.440000534057617
2020-12-04,25.405000686645508
2020-12-07,25.43000030517578
2020-12-08,25.399999618530273
2020-12-09,25.450000762939453
2020-12-10,25.450000762939453
2020-12-11,25.43000030517578
2020-12-14,25.459999084472656
2020-12-15,25.450000762939453
2020-12-16,25.458999633789062
2020-12-17,25.440000534057617
2020-12-18,25.420000076293945
2020-12-21,25.41699981689453
2020-12-22,25.459999084472656
2020-12-23,25.459999084472656
2020-12-24,25.459999084472656
2020-12-28,25.459999084472656
2020-12-29,25.459999084472656
2020-12-30,25.459999084472656
2020-12-31,25.459999084472656
2021-01-04,25.459999084472656
2021-01-05,25.459999084472656
2021-01-06,25.44499969482422
2021-01-07,25.389999389648438
2021-01-08,25.420000076293945
2021-01-11,25.3799991607666
2021-01-12,25.3799991607666
2021-01-13,25.350000381469727
2021-01-14,25.3700008392334
2021-01-15,25.360000610351562
2021-01-19,25.406999588012695
2021-01-20,25.41200065612793
2021-01-21,25.405000686645508
2021-01-22,25.424999237060547
2021-01-25,25.420000076293945
2021-01-26,25.469999313354492
2021-01-27,25.450000762939453
2021-01-28,25.440000534057617
2021-01-29,25.469999313354492
2021-02-01,25.479999542236328
2021-02-02,25.5
2021-02-03,25.479999542236328
2021-02-04,25.434999465942383
2021-02-05,25.479999542236328
2021-02-08,25.489999771118164
2021-02-09,25.450000762939453
2021-02-10,25.454999923706055
2021-02-11,25.45599937438965
2021-02-12,25.459999084472656
2021-02-16,25.5
2021-02-17,25.46500015258789
2021-02-18,25.450000762939453
2021-02-19,25.479999542236328
2021-02-22,25.434999465942383
2021-02-23,25.440000534057617
2021-02-24,25.459999084472656
2021-02-25,25.459999084472656
2021-02-26,25.450000762939453
2021-03-01,25.43000030517578
2021-03-02,25.420000076293945
2021-03-03,25.450000762939453
2021-03-04,25.454999923706055
2021-03-05,25.459999084472656
2021-03-08,25.459999084472656
2021-03-09,25.44499969482422
2021-03-10,25.44499969482422
2021-03-11,25.450000762939453
2021-03-12,25.469999313354492
2021-03-15,25.479999542236328
2021-03-16,25.479999542236328
2021-03-17,25.469999313354492
2021-03-18,25.399999618530273
2021-03-19,25.43000030517578
2021-03-22,25.43000030517578
2021-03-23,25.434999465942383
2021-03-24,25.440000534057617
2021-03-25,25.440000534057617
2021-03-26,25.43000030517578
2021-03-29,25.450000762939453
2021-03-30,25.434999465942383
2021-03-31,25.440000534057617
2021-04-01,25.44499969482422
2021-04-05,25.434999465942383
2021-04-06,25.424999237060547
2021-04-07,25.440000534057617
2021-04-08,25.440000534057617
2021-04-09,25.469999313354492
2021-04-12,25.44499969482422
2021-04-13,25.44499969482422
2021-04-14,25.44499969482422
2021-04-15,25.459999084472656
2021-04-16,25.450000762939453
2021-04-19,25.44499969482422
2021-04-20,25.44499969482422
2021-04-21,25.44499969482422
2021-04-22,25.44499969482422
2021-04-23,25.44499969482422
2021-04-26,25.44499969482422
2021-04-27,25.44499969482422
2021-04-28,25.44499969482422
2021-04-29,25.454999923706055
2021-04-30,25.469999313354492
2021-05-03,25.440000534057617
2021-05-04,25.450000762939453
2021-05-05,25.447999954223633
2021-05-06,25.459999084472656
2021-05-07,25.46500015258789
2021-05-10,25.479000091552734
2021-05-11,25.440000534057617
2021-05-12,25.434999465942383
2021-05-13,25.440000534057617
2021-05-14,25.459999084472656
