,FMAO
2018-11-21,41.75
2018-11-23,41.95000076293945
2018-11-26,41.209999084472656
2018-11-27,41.119998931884766
2018-11-28,41.66999816894531
2018-11-29,41.61000061035156
2018-11-30,41.06999969482422
2018-12-03,41.5
2018-12-04,39.970001220703125
2018-12-06,39.400001525878906
2018-12-07,39.02000045776367
2018-12-10,38.72999954223633
2018-12-11,38.79999923706055
2018-12-12,39.2400016784668
2018-12-13,39.0099983215332
2018-12-14,38.75
2018-12-17,38.33000183105469
2018-12-18,38.31999969482422
2018-12-19,38.0
2018-12-20,37.81999969482422
2018-12-21,36.61000061035156
2018-12-24,35.61000061035156
2018-12-26,37.400001525878906
2018-12-27,37.4900016784668
2018-12-28,38.08000183105469
2018-12-31,38.4900016784668
2019-01-02,38.54999923706055
2019-01-03,38.2599983215332
2019-01-04,38.869998931884766
2019-01-07,38.939998626708984
2019-01-08,38.95000076293945
2019-01-09,39.040000915527344
2019-01-10,38.29999923706055
2019-01-11,35.70000076293945
2019-01-14,33.09000015258789
2019-01-15,30.34000015258789
2019-01-16,30.760000228881836
2019-01-17,31.65999984741211
2019-01-18,31.010000228881836
2019-01-22,30.299999237060547
2019-01-23,30.56999969482422
2019-01-24,30.899999618530273
2019-01-25,31.90999984741211
2019-01-28,31.3799991607666
2019-01-29,30.600000381469727
2019-01-30,30.989999771118164
2019-01-31,31.530000686645508
2019-02-01,31.700000762939453
2019-02-04,31.309999465942383
2019-02-05,30.15999984741211
2019-02-06,30.0
2019-02-07,29.989999771118164
2019-02-08,29.959999084472656
2019-02-11,30.06999969482422
2019-02-12,30.34000015258789
2019-02-13,30.350000381469727
2019-02-14,30.350000381469727
2019-02-15,31.5
2019-02-19,31.700000762939453
2019-02-20,31.440000534057617
2019-02-21,31.219999313354492
2019-02-22,31.8700008392334
2019-02-25,31.15999984741211
2019-02-26,31.100000381469727
2019-02-27,30.770000457763672
2019-02-28,30.610000610351562
2019-03-01,30.649999618530273
2019-03-04,30.25
2019-03-05,30.06999969482422
2019-03-06,29.299999237060547
2019-03-07,29.25
2019-03-08,29.56999969482422
2019-03-11,29.200000762939453
2019-03-12,28.25
2019-03-13,27.559999465942383
2019-03-14,27.270000457763672
2019-03-15,28.25
2019-03-18,28.809999465942383
2019-03-19,28.790000915527344
2019-03-20,27.440000534057617
2019-03-21,27.209999084472656
2019-03-22,27.049999237060547
2019-03-25,28.280000686645508
2019-03-26,29.350000381469727
2019-03-27,30.31999969482422
2019-03-28,31.110000610351562
2019-03-29,30.100000381469727
2019-04-01,30.190000534057617
2019-04-02,29.81999969482422
2019-04-03,29.75
2019-04-04,29.649999618530273
2019-04-05,30.389999389648438
2019-04-08,29.520000457763672
2019-04-09,29.850000381469727
2019-04-10,29.760000228881836
2019-04-11,29.0
2019-04-12,29.989999771118164
2019-04-15,30.489999771118164
2019-04-16,30.5
2019-04-17,30.649999618530273
2019-04-18,30.6200008392334
2019-04-22,30.420000076293945
2019-04-23,31.020000457763672
2019-04-24,31.010000228881836
2019-04-25,31.440000534057617
2019-04-26,31.31999969482422
2019-04-29,31.75
2019-04-30,31.739999771118164
2019-05-01,31.510000228881836
2019-05-02,31.510000228881836
2019-05-03,31.75
2019-05-06,31.68000030517578
2019-05-07,31.600000381469727
2019-05-08,30.950000762939453
2019-05-09,30.81999969482422
2019-05-10,31.389999389648438
2019-05-13,30.68000030517578
2019-05-14,31.030000686645508
2019-05-15,31.290000915527344
2019-05-16,31.299999237060547
2019-05-17,30.709999084472656
2019-05-20,30.739999771118164
2019-05-21,30.850000381469727
2019-05-22,30.3700008392334
2019-05-23,30.219999313354492
2019-05-24,30.329999923706055
2019-05-28,30.459999084472656
2019-05-29,29.84000015258789
2019-05-30,29.530000686645508
2019-05-31,29.549999237060547
2019-06-03,30.149999618530273
2019-06-04,29.8799991607666
2019-06-05,28.84000015258789
2019-06-06,28.18000030517578
2019-06-07,28.549999237060547
2019-06-10,29.709999084472656
2019-06-11,29.0
2019-06-12,28.6200008392334
2019-06-13,28.290000915527344
2019-06-14,28.040000915527344
2019-06-17,28.25
2019-06-18,28.479999542236328
2019-06-19,28.489999771118164
2019-06-20,28.68000030517578
2019-06-21,27.739999771118164
2019-06-24,27.389999389648438
2019-06-25,27.649999618530273
2019-06-26,27.65999984741211
2019-06-27,28.440000534057617
2019-06-28,29.1200008392334
2019-07-01,28.200000762939453
2019-07-02,28.31999969482422
2019-07-03,28.540000915527344
2019-07-05,28.600000381469727
2019-07-08,28.440000534057617
2019-07-09,28.5
2019-07-10,29.1299991607666
2019-07-11,29.0
2019-07-12,28.899999618530273
2019-07-15,28.979999542236328
2019-07-16,28.950000762939453
2019-07-17,28.799999237060547
2019-07-18,28.3700008392334
2019-07-19,28.010000228881836
2019-07-22,28.270000457763672
2019-07-23,28.040000915527344
2019-07-24,28.399999618530273
2019-07-25,27.700000762939453
2019-07-26,28.56999969482422
2019-07-29,28.559999465942383
2019-07-30,28.68000030517578
2019-07-31,28.639999389648438
2019-08-01,26.850000381469727
2019-08-02,25.110000610351562
2019-08-05,25.110000610351562
2019-08-06,25.399999618530273
2019-08-07,25.100000381469727
2019-08-08,25.399999618530273
2019-08-09,25.209999084472656
2019-08-12,25.15999984741211
2019-08-13,25.350000381469727
2019-08-14,25.0
2019-08-15,25.0
2019-08-16,25.209999084472656
2019-08-19,25.1200008392334
2019-08-20,25.280000686645508
2019-08-21,25.200000762939453
2019-08-22,25.209999084472656
2019-08-23,24.75
2019-08-26,24.899999618530273
2019-08-27,24.969999313354492
2019-08-28,24.8700008392334
2019-08-29,25.799999237060547
2019-08-30,25.579999923706055
2019-09-03,25.450000762939453
2019-09-04,25.780000686645508
2019-09-05,25.780000686645508
2019-09-06,25.34000015258789
2019-09-09,25.700000762939453
2019-09-10,25.719999313354492
2019-09-11,25.459999084472656
2019-09-12,25.75
2019-09-13,27.010000228881836
2019-09-16,27.040000915527344
2019-09-17,26.799999237060547
2019-09-18,26.899999618530273
2019-09-19,27.1299991607666
2019-09-20,26.25
2019-09-23,25.700000762939453
2019-09-24,25.670000076293945
2019-09-25,26.399999618530273
2019-09-26,26.219999313354492
2019-09-27,26.290000915527344
2019-09-30,25.959999084472656
2019-10-01,26.020000457763672
2019-10-02,25.510000228881836
2019-10-03,25.979999542236328
2019-10-04,25.59000015258789
2019-10-07,25.520000457763672
2019-10-08,25.190000534057617
2019-10-09,25.799999237060547
2019-10-10,25.670000076293945
2019-10-11,25.760000228881836
2019-10-14,25.899999618530273
2019-10-15,25.8700008392334
2019-10-16,25.649999618530273
2019-10-17,25.649999618530273
2019-10-18,25.68000030517578
2019-10-21,25.889999389648438
2019-10-22,25.75
2019-10-23,25.739999771118164
2019-10-24,25.6299991607666
2019-10-25,25.510000228881836
2019-10-28,25.610000610351562
2019-10-29,25.5
2019-10-30,25.489999771118164
2019-10-31,25.600000381469727
2019-11-01,25.579999923706055
2019-11-04,25.600000381469727
2019-11-05,25.59000015258789
2019-11-06,25.59000015258789
2019-11-07,25.579999923706055
2019-11-08,25.5
2019-11-11,25.549999237060547
2019-11-12,25.520000457763672
2019-11-13,25.5
2019-11-14,25.40999984741211
2019-11-15,25.530000686645508
2019-11-18,25.75
2019-11-19,25.899999618530273
2019-11-20,25.709999084472656
2019-11-21,25.360000610351562
2019-11-22,25.729999542236328
2019-11-25,25.899999618530273
2019-11-26,25.81999969482422
2019-11-27,25.950000762939453
2019-11-29,25.950000762939453
2019-12-02,25.899999618530273
2019-12-03,25.81999969482422
2019-12-04,25.75
2019-12-05,25.770000457763672
2019-12-06,26.350000381469727
2019-12-09,26.209999084472656
2019-12-10,26.5
2019-12-11,26.489999771118164
2019-12-12,26.56999969482422
2019-12-13,26.81999969482422
2019-12-16,27.979999542236328
2019-12-17,28.350000381469727
2019-12-18,28.700000762939453
2019-12-19,28.530000686645508
2019-12-20,31.0
2019-12-23,30.989999771118164
2019-12-24,30.84000015258789
2019-12-26,30.739999771118164
2019-12-27,30.65999984741211
2019-12-30,30.100000381469727
2019-12-31,30.149999618530273
2020-01-02,30.31999969482422
2020-01-03,29.600000381469727
2020-01-06,29.65999984741211
2020-01-07,29.309999465942383
2020-01-08,29.56999969482422
2020-01-09,29.739999771118164
2020-01-10,29.520000457763672
2020-01-13,29.940000534057617
2020-01-14,29.530000686645508
2020-01-15,29.670000076293945
2020-01-16,30.229999542236328
2020-01-17,29.5
2020-01-21,29.799999237060547
2020-01-22,29.979999542236328
2020-01-23,29.790000915527344
2020-01-24,29.719999313354492
2020-01-27,29.90999984741211
2020-01-28,30.209999084472656
2020-01-29,30.0
2020-01-30,29.8700008392334
2020-01-31,29.399999618530273
2020-02-03,29.399999618530273
2020-02-04,29.6200008392334
2020-02-05,29.8799991607666
2020-02-06,29.5
2020-02-07,29.610000610351562
2020-02-10,29.799999237060547
2020-02-11,29.399999618530273
2020-02-12,29.309999465942383
2020-02-13,29.350000381469727
2020-02-14,28.25
2020-02-18,29.010000228881836
2020-02-19,28.719999313354492
2020-02-20,28.5
2020-02-21,28.010000228881836
2020-02-24,27.31999969482422
2020-02-25,27.18000030517578
2020-02-26,27.799999237060547
2020-02-27,26.729999542236328
2020-02-28,26.600000381469727
2020-03-02,26.639999389648438
2020-03-03,26.399999618530273
2020-03-04,27.850000381469727
2020-03-05,25.5
2020-03-06,25.350000381469727
2020-03-09,22.3799991607666
2020-03-10,22.0
2020-03-11,19.899999618530273
2020-03-12,17.399999618530273
2020-03-13,21.0
2020-03-16,21.350000381469727
2020-03-17,26.010000228881836
2020-03-18,21.90999984741211
2020-03-19,26.729999542236328
2020-03-20,22.0
2020-03-23,22.399999618530273
2020-03-24,25.209999084472656
2020-03-25,26.079999923706055
2020-03-26,27.899999618530273
2020-03-27,24.030000686645508
2020-03-30,24.950000762939453
2020-03-31,25.90999984741211
2020-04-01,22.649999618530273
2020-04-02,22.479999542236328
2020-04-03,20.899999618530273
2020-04-06,24.010000228881836
2020-04-07,23.93000030517578
2020-04-08,23.739999771118164
2020-04-09,24.459999084472656
2020-04-13,22.200000762939453
2020-04-14,22.600000381469727
2020-04-15,21.010000228881836
2020-04-16,18.780000686645508
2020-04-17,20.729999542236328
2020-04-20,20.809999465942383
2020-04-21,21.700000762939453
2020-04-22,21.93000030517578
2020-04-23,21.969999313354492
2020-04-24,22.389999389648438
2020-04-27,24.440000534057617
2020-04-28,24.860000610351562
2020-04-29,27.850000381469727
2020-04-30,24.0
2020-05-01,23.270000457763672
2020-05-04,23.600000381469727
2020-05-05,21.700000762939453
2020-05-06,21.350000381469727
2020-05-07,21.600000381469727
2020-05-08,22.829999923706055
2020-05-11,21.989999771118164
2020-05-12,21.0
2020-05-13,20.600000381469727
2020-05-14,20.389999389648438
2020-05-15,20.469999313354492
2020-05-18,22.899999618530273
2020-05-19,22.079999923706055
2020-05-20,22.639999389648438
2020-05-21,22.170000076293945
2020-05-22,21.780000686645508
2020-05-26,22.850000381469727
2020-05-27,23.75
2020-05-28,23.229999542236328
2020-05-29,21.729999542236328
2020-06-01,20.510000228881836
2020-06-02,20.489999771118164
2020-06-03,22.219999313354492
2020-06-04,22.709999084472656
2020-06-05,23.889999389648438
2020-06-08,23.170000076293945
2020-06-09,21.969999313354492
2020-06-10,21.81999969482422
2020-06-11,19.790000915527344
2020-06-12,20.540000915527344
2020-06-15,21.139999389648438
2020-06-16,22.799999237060547
2020-06-17,21.309999465942383
2020-06-18,22.0
2020-06-19,21.889999389648438
2020-06-22,21.600000381469727
2020-06-23,20.889999389648438
2020-06-24,20.25
2020-06-25,21.31999969482422
2020-06-26,19.84000015258789
2020-06-29,21.0
2020-06-30,21.239999771118164
2020-07-01,21.299999237060547
2020-07-02,20.520000457763672
2020-07-06,20.649999618530273
2020-07-07,20.020000457763672
2020-07-08,20.09000015258789
2020-07-09,19.75
2020-07-10,20.420000076293945
2020-07-13,19.75
2020-07-14,20.170000076293945
2020-07-15,21.350000381469727
2020-07-16,20.510000228881836
2020-07-17,20.760000228881836
2020-07-20,20.399999618530273
2020-07-21,21.979999542236328
2020-07-22,21.950000762939453
2020-07-23,21.969999313354492
2020-07-24,21.899999618530273
2020-07-27,22.389999389648438
2020-07-28,21.56999969482422
2020-07-29,21.6299991607666
2020-07-30,21.649999618530273
2020-07-31,21.489999771118164
2020-08-03,21.350000381469727
2020-08-04,21.489999771118164
2020-08-05,21.670000076293945
2020-08-06,21.790000915527344
2020-08-07,21.889999389648438
2020-08-10,22.420000076293945
2020-08-11,22.440000534057617
2020-08-12,23.100000381469727
2020-08-13,22.989999771118164
2020-08-14,22.639999389648438
2020-08-17,21.780000686645508
2020-08-18,21.3799991607666
2020-08-19,21.65999984741211
2020-08-20,21.950000762939453
2020-08-21,21.520000457763672
2020-08-24,21.969999313354492
2020-08-25,21.81999969482422
2020-08-26,21.540000915527344
2020-08-27,21.6299991607666
2020-08-28,21.790000915527344
2020-08-31,21.549999237060547
2020-09-01,21.790000915527344
2020-09-02,22.100000381469727
2020-09-03,22.100000381469727
2020-09-04,21.829999923706055
2020-09-08,21.329999923706055
2020-09-09,20.780000686645508
2020-09-10,20.899999618530273
2020-09-11,20.270000457763672
2020-09-14,20.770000457763672
2020-09-15,20.850000381469727
2020-09-16,20.850000381469727
2020-09-17,21.149999618530273
2020-09-18,21.489999771118164
2020-09-21,20.489999771118164
2020-09-22,20.989999771118164
2020-09-23,19.790000915527344
2020-09-24,19.649999618530273
2020-09-25,20.229999542236328
2020-09-28,20.209999084472656
2020-09-29,20.549999237060547
2020-09-30,20.010000228881836
2020-10-01,20.020000457763672
2020-10-02,20.209999084472656
2020-10-05,20.280000686645508
2020-10-06,20.149999618530273
2020-10-07,20.559999465942383
2020-10-08,20.280000686645508
2020-10-09,20.200000762939453
2020-10-12,20.40999984741211
2020-10-13,19.700000762939453
2020-10-14,19.790000915527344
2020-10-15,20.25
2020-10-16,20.25
2020-10-19,20.09000015258789
2020-10-20,20.989999771118164
2020-10-21,21.209999084472656
2020-10-22,21.329999923706055
2020-10-23,21.809999465942383
2020-10-26,21.770000457763672
2020-10-27,21.489999771118164
2020-10-28,19.8700008392334
2020-10-29,20.450000762939453
2020-10-30,20.059999465942383
2020-11-02,20.600000381469727
2020-11-03,21.209999084472656
2020-11-04,20.290000915527344
2020-11-05,20.709999084472656
2020-11-06,20.209999084472656
2020-11-09,22.389999389648438
2020-11-10,23.690000534057617
2020-11-11,23.010000228881836
2020-11-12,21.639999389648438
2020-11-13,22.530000686645508
2020-11-16,24.110000610351562
2020-11-17,23.770000457763672
2020-11-18,23.5
2020-11-19,23.1299991607666
2020-11-20,22.360000610351562
2020-11-23,22.729999542236328
2020-11-24,23.649999618530273
2020-11-25,24.06999969482422
2020-11-27,22.989999771118164
2020-11-30,22.8799991607666
2020-12-01,22.700000762939453
2020-12-02,22.020000457763672
2020-12-03,22.700000762939453
2020-12-04,22.670000076293945
2020-12-07,22.239999771118164
2020-12-08,22.940000534057617
2020-12-09,22.770000457763672
2020-12-10,23.700000762939453
2020-12-11,23.020000457763672
2020-12-14,22.780000686645508
2020-12-15,23.700000762939453
2020-12-16,24.010000228881836
2020-12-17,24.709999084472656
2020-12-18,24.030000686645508
2020-12-21,23.549999237060547
2020-12-22,23.09000015258789
2020-12-23,23.06999969482422
2020-12-24,22.969999313354492
2020-12-28,23.1200008392334
2020-12-29,23.489999771118164
2020-12-30,23.010000228881836
2020-12-31,23.0
2021-01-04,23.030000686645508
2021-01-05,23.010000228881836
2021-01-06,24.0
2021-01-07,24.260000228881836
2021-01-08,24.81999969482422
2021-01-11,24.649999618530273
2021-01-12,25.5
2021-01-13,25.0
2021-01-14,25.0
2021-01-15,24.309999465942383
2021-01-19,24.399999618530273
2021-01-20,24.110000610351562
2021-01-21,24.049999237060547
2021-01-22,24.450000762939453
2021-01-25,23.850000381469727
2021-01-26,23.850000381469727
2021-01-27,23.540000915527344
2021-01-28,23.780000686645508
2021-01-29,22.899999618530273
2021-02-01,23.350000381469727
2021-02-02,23.649999618530273
2021-02-03,24.329999923706055
2021-02-04,24.149999618530273
2021-02-05,24.170000076293945
2021-02-08,24.950000762939453
2021-02-09,24.719999313354492
2021-02-10,24.049999237060547
2021-02-11,23.6299991607666
2021-02-12,23.219999313354492
2021-02-16,23.0
2021-02-17,23.190000534057617
2021-02-18,22.540000915527344
2021-02-19,22.799999237060547
2021-02-22,22.850000381469727
2021-02-23,23.1299991607666
2021-02-24,23.56999969482422
2021-02-25,23.1299991607666
2021-02-26,23.049999237060547
2021-03-01,23.68000030517578
2021-03-02,23.25
2021-03-03,23.690000534057617
2021-03-04,23.389999389648438
2021-03-05,24.399999618530273
2021-03-08,25.219999313354492
2021-03-09,27.239999771118164
2021-03-10,27.049999237060547
2021-03-11,27.399999618530273
2021-03-12,27.579999923706055
2021-03-15,27.5
2021-03-16,26.799999237060547
2021-03-17,26.059999465942383
2021-03-18,26.1200008392334
2021-03-19,26.450000762939453
2021-03-22,25.25
2021-03-23,25.0
2021-03-24,24.5
2021-03-25,25.25
2021-03-26,25.75
2021-03-29,24.940000534057617
2021-03-30,25.170000076293945
2021-03-31,25.139999389648438
2021-04-01,25.149999618530273
2021-04-05,24.979999542236328
2021-04-06,25.489999771118164
2021-04-07,24.790000915527344
2021-04-08,24.950000762939453
2021-04-09,25.280000686645508
2021-04-12,24.579999923706055
2021-04-13,24.239999771118164
2021-04-14,24.350000381469727
2021-04-15,24.360000610351562
2021-04-16,24.100000381469727
2021-04-19,23.719999313354492
2021-04-20,23.350000381469727
2021-04-21,23.780000686645508
2021-04-22,23.799999237060547
2021-04-23,23.639999389648438
2021-04-26,23.59000015258789
2021-04-27,23.65999984741211
2021-04-28,23.5
2021-04-29,23.65999984741211
2021-04-30,23.5
2021-05-03,24.219999313354492
2021-05-04,23.329999923706055
2021-05-05,21.450000762939453
2021-05-06,21.5
2021-05-07,22.100000381469727
2021-05-10,22.0
2021-05-11,22.040000915527344
2021-05-12,22.0
2021-05-13,21.950000762939453
2021-05-14,21.790000915527344
