,AKTS
2015-12-29,1.6399999856948853
2015-12-30,1.5099999904632568
2015-12-31,1.600000023841858
2016-01-04,1.600000023841858
2016-01-05,1.7000000476837158
2016-01-06,1.649999976158142
2016-01-07,1.7000000476837158
2016-01-08,1.7000000476837158
2016-01-11,1.7000000476837158
2016-01-12,1.690000057220459
2016-01-13,1.7000000476837158
2016-01-14,1.7000000476837158
2016-01-15,1.7000000476837158
2016-01-19,1.7000000476837158
2016-01-20,1.7000000476837158
2016-01-21,1.649999976158142
2016-01-22,1.7000000476837158
2016-01-25,1.600000023841858
2016-01-26,1.7000000476837158
2016-01-27,1.649999976158142
2016-01-28,1.649999976158142
2016-01-29,1.6399999856948853
2016-02-01,1.6399999856948853
2016-02-02,1.6200000047683716
2016-02-03,1.600000023841858
2016-02-04,1.600000023841858
2016-02-05,1.600000023841858
2016-02-08,1.590000033378601
2016-02-09,1.5499999523162842
2016-02-10,1.5499999523162842
2016-02-11,1.5499999523162842
2016-02-12,1.5499999523162842
2016-02-16,1.5499999523162842
2016-02-17,1.5499999523162842
2016-02-18,1.5499999523162842
2016-02-19,1.5499999523162842
2016-02-22,1.5499999523162842
2016-02-23,1.5499999523162842
2016-02-24,1.5099999904632568
2016-02-25,1.5499999523162842
2016-02-26,1.5499999523162842
2016-02-29,1.5499999523162842
2016-03-01,1.5499999523162842
2016-03-02,1.5499999523162842
2016-03-03,1.5499999523162842
2016-03-04,1.5499999523162842
2016-03-07,1.5499999523162842
2016-03-08,1.5299999713897705
2016-03-09,1.600000023841858
2016-03-10,1.600000023841858
2016-03-11,1.600000023841858
2016-03-14,1.690000057220459
2016-03-15,1.690000057220459
2016-03-16,1.7000000476837158
2016-03-17,1.7999999523162842
2016-03-18,1.7999999523162842
2016-03-21,1.7999999523162842
2016-03-22,1.850000023841858
2016-03-23,1.850000023841858
2016-03-24,1.9900000095367432
2016-03-28,1.9900000095367432
2016-03-29,1.9900000095367432
2016-03-30,1.9500000476837158
2016-03-31,2.109999895095825
2016-04-01,2.1500000953674316
2016-04-04,2.0999999046325684
2016-04-05,2.1500000953674316
2016-04-06,2.0999999046325684
2016-04-07,2.0999999046325684
2016-04-08,2.015000104904175
2016-04-11,2.119999885559082
2016-04-12,2.180000066757202
2016-04-13,2.25
2016-04-14,2.180000066757202
2016-04-15,2.190000057220459
2016-04-18,2.25
2016-04-19,2.2300000190734863
2016-04-20,2.200000047683716
2016-04-21,2.299999952316284
2016-04-22,2.2790000438690186
2016-04-25,2.2100000381469727
2016-04-26,2.299999952316284
2016-04-27,2.25
2016-04-28,2.3499999046325684
2016-04-29,3.0
2016-05-02,3.200000047683716
2016-05-03,3.299999952316284
2016-05-04,3.3499999046325684
2016-05-05,3.1500000953674316
2016-05-06,3.1500000953674316
2016-05-09,3.299999952316284
2016-05-10,3.1500000953674316
2016-05-11,3.1600000858306885
2016-05-12,3.1600000858306885
2016-05-13,3.1500000953674316
2016-05-16,3.0
2016-05-17,3.1600000858306885
2016-05-18,3.700000047683716
2016-05-19,3.8499999046325684
2016-05-20,3.990000009536743
2016-05-23,4.5
2016-05-24,4.258999824523926
2016-05-25,4.5
2016-05-26,4.150000095367432
2016-05-27,4.440000057220459
2016-05-31,4.289999961853027
2016-06-01,4.150000095367432
2016-06-02,4.25
2016-06-03,4.289999961853027
2016-06-06,4.099999904632568
2016-06-07,4.440000057220459
2016-06-08,4.449999809265137
2016-06-09,4.5
2016-06-10,4.5
2016-06-13,4.199999809265137
2016-06-14,4.300000190734863
2016-06-15,4.150000095367432
2016-06-16,4.25
2016-06-17,4.150000095367432
2016-06-20,3.9000000953674316
2016-06-21,4.199999809265137
2016-06-22,4.099999904632568
2016-06-23,3.990000009536743
2016-06-24,3.9159998893737793
2016-06-27,3.9159998893737793
2016-06-28,3.950000047683716
2016-06-29,4.0
2016-06-30,4.190000057220459
2016-07-01,3.9600000381469727
2016-07-05,3.9200000762939453
2016-07-06,3.9200000762939453
2016-07-07,3.9200000762939453
2016-07-08,3.9100000858306885
2016-07-11,3.950000047683716
2016-07-12,3.950000047683716
2016-07-13,3.799999952316284
2016-07-14,3.8499999046325684
2016-07-15,3.8499999046325684
2016-07-18,3.680000066757202
2016-07-19,3.5999999046325684
2016-07-20,3.7200000286102295
2016-07-21,3.7200000286102295
2016-07-22,3.7200000286102295
2016-07-25,3.950000047683716
2016-07-26,3.950000047683716
2016-07-27,3.9000000953674316
2016-07-28,3.930000066757202
2016-07-29,3.75
2016-08-01,3.8499999046325684
2016-08-02,3.75
2016-08-03,3.75
2016-08-04,3.5
2016-08-05,3.75
2016-08-08,3.7850000858306885
2016-08-09,3.75
2016-08-10,3.5380001068115234
2016-08-11,3.690000057220459
2016-08-12,3.700000047683716
2016-08-15,3.930000066757202
2016-08-16,3.9000000953674316
2016-08-17,3.950000047683716
2016-08-18,3.930000066757202
2016-08-19,3.885999917984009
2016-08-22,3.890000104904175
2016-08-23,3.799999952316284
2016-08-24,3.9000000953674316
2016-08-25,3.9000000953674316
2016-08-26,3.9000000953674316
2016-08-29,3.619999885559082
2016-08-30,3.799999952316284
2016-08-31,3.7100000381469727
2016-09-01,3.700000047683716
2016-09-02,3.700000047683716
2016-09-06,3.700000047683716
2016-09-07,3.9200000762939453
2016-09-08,3.880000114440918
2016-09-09,3.950000047683716
2016-09-12,3.9000000953674316
2016-09-13,3.950000047683716
2016-09-14,3.9000000953674316
2016-09-15,4.489999771118164
2016-09-16,4.489999771118164
2016-09-19,4.400000095367432
2016-09-20,4.489999771118164
2016-09-21,4.489999771118164
2016-09-22,4.420000076293945
2016-09-23,4.349999904632568
2016-09-26,4.150000095367432
2016-09-27,4.300000190734863
2016-09-28,4.25
2016-09-29,4.289999961853027
2016-09-30,4.28000020980835
2016-10-03,4.28000020980835
2016-10-04,4.25
2016-10-05,4.25
2016-10-06,4.25
2016-10-07,4.119999885559082
2016-10-10,4.131999969482422
2016-10-11,4.110000133514404
2016-10-12,4.099999904632568
2016-10-13,4.199999809265137
2016-10-14,4.170000076293945
2016-10-17,4.170000076293945
2016-10-18,4.150000095367432
2016-10-19,4.204999923706055
2016-10-20,4.210000038146973
2016-10-21,4.199999809265137
2016-10-24,4.099999904632568
2016-10-25,4.099999904632568
2016-10-26,4.139999866485596
2016-10-27,4.099999904632568
2016-10-28,4.150000095367432
2016-10-31,5.144999980926514
2016-11-01,5.489999771118164
2016-11-02,5.190000057220459
2016-11-03,5.5
2016-11-04,5.5
2016-11-07,5.699999809265137
2016-11-08,5.550000190734863
2016-11-09,5.699999809265137
2016-11-10,5.400000095367432
2016-11-11,5.420000076293945
2016-11-14,5.349999904632568
2016-11-15,5.699999809265137
2016-11-16,5.75
2016-11-17,5.949999809265137
2016-11-18,5.800000190734863
2016-11-21,5.570000171661377
2016-11-22,5.849999904632568
2016-11-23,6.0
2016-11-25,5.5
2016-11-28,5.599999904632568
2016-11-29,5.5
2016-11-30,5.699999809265137
2016-12-01,5.519999980926514
2016-12-02,5.900000095367432
2016-12-05,5.5
2016-12-06,5.889999866485596
2016-12-07,5.599999904632568
2016-12-08,5.599999904632568
2016-12-09,5.599999904632568
2016-12-12,5.610000133514404
2016-12-13,5.880000114440918
2016-12-14,5.699999809265137
2016-12-15,5.849999904632568
2016-12-16,5.75
2016-12-19,5.699999809265137
2016-12-20,5.849999904632568
2016-12-21,5.949999809265137
2016-12-22,5.699999809265137
2016-12-23,5.699999809265137
2016-12-27,5.559999942779541
2016-12-28,5.739999771118164
2016-12-29,5.739999771118164
2016-12-30,5.880000114440918
2017-01-03,6.5
2017-01-04,6.0
2017-01-05,5.783999919891357
2017-01-06,5.800000190734863
2017-01-09,5.420000076293945
2017-01-10,5.800000190734863
2017-01-11,5.800000190734863
2017-01-12,6.0
2017-01-13,5.800000190734863
2017-01-17,5.510000228881836
2017-01-18,5.800000190734863
2017-01-19,5.849999904632568
2017-01-20,5.889999866485596
2017-01-23,5.75
2017-01-24,5.889999866485596
2017-01-25,5.75
2017-01-26,5.449999809265137
2017-01-27,5.800000190734863
2017-01-30,5.25
2017-01-31,5.690000057220459
2017-02-01,5.679999828338623
2017-02-02,5.650000095367432
2017-02-03,5.75
2017-02-06,5.789999961853027
2017-02-07,5.900000095367432
2017-02-08,5.599999904632568
2017-02-09,5.699999809265137
2017-02-10,5.699999809265137
2017-02-13,5.650000095367432
2017-02-14,5.900000095367432
2017-02-15,5.599999904632568
2017-02-16,5.650000095367432
2017-02-17,5.800000190734863
2017-02-21,5.900000095367432
2017-02-22,6.0
2017-02-23,5.800000190734863
2017-02-24,6.050000190734863
2017-02-27,6.25
2017-02-28,6.75
2017-03-01,6.75
2017-03-02,6.800000190734863
2017-03-03,6.75
2017-03-06,6.650000095367432
2017-03-07,6.800000190734863
2017-03-08,6.900000095367432
2017-03-09,7.099999904632568
2017-03-10,6.949999809265137
2017-03-13,8.350000381469727
2017-03-14,8.399999618530273
2017-03-15,8.239999771118164
2017-03-16,7.7729997634887695
2017-03-17,8.5
2017-03-20,8.25
2017-03-21,9.232000350952148
2017-03-22,9.199999809265137
2017-03-23,9.489999771118164
2017-03-24,10.050000190734863
2017-03-27,10.699999809265137
2017-03-28,12.479999542236328
2017-03-29,13.0
2017-03-30,12.850000381469727
2017-03-31,12.84000015258789
2017-04-03,11.300000190734863
2017-04-04,10.8100004196167
2017-04-05,10.069999694824219
2017-04-06,10.670000076293945
2017-04-07,10.399999618530273
2017-04-10,10.1899995803833
2017-04-11,10.899999618530273
2017-04-12,11.859999656677246
2017-04-13,12.390000343322754
2017-04-17,11.529999732971191
2017-04-18,11.640000343322754
2017-04-19,10.270000457763672
2017-04-20,10.359999656677246
2017-04-21,10.1899995803833
2017-04-24,10.449999809265137
2017-04-25,10.300000190734863
2017-04-26,10.399999618530273
2017-04-27,10.199999809265137
2017-04-28,9.859999656677246
2017-05-01,9.729999542236328
2017-05-02,9.789999961853027
2017-05-03,9.619999885559082
2017-05-04,9.600000381469727
2017-05-05,9.675000190734863
2017-05-08,9.609999656677246
2017-05-09,9.600000381469727
2017-05-10,9.869999885559082
2017-05-11,10.100000381469727
2017-05-12,10.100000381469727
2017-05-15,10.029999732971191
2017-05-16,9.949999809265137
2017-05-17,10.0
2017-05-18,9.989999771118164
2017-05-19,10.399999618530273
2017-05-22,10.039999961853027
2017-05-23,9.979999542236328
2017-05-24,9.949999809265137
2017-05-25,10.050000190734863
2017-05-26,9.890000343322754
2017-05-30,9.850000381469727
2017-05-31,10.050000190734863
2017-06-01,9.649999618530273
2017-06-02,9.100000381469727
2017-06-05,9.229999542236328
2017-06-06,9.239999771118164
2017-06-07,9.149999618530273
2017-06-08,10.199999809265137
2017-06-09,9.989999771118164
2017-06-12,9.960000038146973
2017-06-13,9.9399995803833
2017-06-14,9.260000228881836
2017-06-15,8.970000267028809
2017-06-16,9.109999656677246
2017-06-19,8.510000228881836
2017-06-20,8.40999984741211
2017-06-21,8.8100004196167
2017-06-22,8.720000267028809
2017-06-23,9.199999809265137
2017-06-26,8.899999618530273
2017-06-27,8.859999656677246
2017-06-28,8.890000343322754
2017-06-29,9.020000457763672
2017-06-30,8.739999771118164
2017-07-03,8.369999885559082
2017-07-05,8.569999694824219
2017-07-06,8.539999961853027
2017-07-07,8.600000381469727
2017-07-10,8.479999542236328
2017-07-11,8.289999961853027
2017-07-12,8.119999885559082
2017-07-13,7.449999809265137
2017-07-14,7.449999809265137
2017-07-17,6.900000095367432
2017-07-18,7.840000152587891
2017-07-19,7.800000190734863
2017-07-20,7.690000057220459
2017-07-21,7.179999828338623
2017-07-24,7.340000152587891
2017-07-25,6.960000038146973
2017-07-26,6.940000057220459
2017-07-27,6.610000133514404
2017-07-28,6.900000095367432
2017-07-31,6.940000057220459
2017-08-01,6.690000057220459
2017-08-02,6.659999847412109
2017-08-03,6.5
2017-08-04,6.440000057220459
2017-08-07,6.320000171661377
2017-08-08,6.199999809265137
2017-08-09,6.230000019073486
2017-08-10,6.179999828338623
2017-08-11,6.090000152587891
2017-08-14,5.71999979019165
2017-08-15,5.730000019073486
2017-08-16,6.840000152587891
2017-08-17,6.400000095367432
2017-08-18,6.019999980926514
2017-08-21,6.0
2017-08-22,6.190000057220459
2017-08-23,6.070000171661377
2017-08-24,6.519999980926514
2017-08-25,6.349999904632568
2017-08-28,6.809999942779541
2017-08-29,6.849999904632568
2017-08-30,6.710000038146973
2017-08-31,6.71999979019165
2017-09-01,7.25
2017-09-05,7.699999809265137
2017-09-06,7.53000020980835
2017-09-07,6.929999828338623
2017-09-08,6.519999980926514
2017-09-11,6.670000076293945
2017-09-12,6.630000114440918
2017-09-13,6.739999771118164
2017-09-14,6.539999961853027
2017-09-15,6.809999942779541
2017-09-18,6.880000114440918
2017-09-19,7.5
2017-09-20,7.360000133514404
2017-09-21,7.199999809265137
2017-09-22,7.099999904632568
2017-09-25,6.840000152587891
2017-09-26,6.909999847412109
2017-09-27,7.119999885559082
2017-09-28,6.400000095367432
2017-09-29,6.519999980926514
2017-10-02,6.489999771118164
2017-10-03,6.769999980926514
2017-10-04,6.570000171661377
2017-10-05,6.650000095367432
2017-10-06,6.539999961853027
2017-10-09,6.760000228881836
2017-10-10,6.230000019073486
2017-10-11,6.570000171661377
2017-10-12,6.550000190734863
2017-10-13,6.820000171661377
2017-10-16,6.449999809265137
2017-10-17,6.650000095367432
2017-10-18,6.599999904632568
2017-10-19,6.329999923706055
2017-10-20,6.21999979019165
2017-10-23,6.010000228881836
2017-10-24,5.710000038146973
2017-10-25,5.639999866485596
2017-10-26,5.820000171661377
2017-10-27,5.940000057220459
2017-10-30,5.889999866485596
2017-10-31,6.090000152587891
2017-11-01,5.619999885559082
2017-11-02,5.659999847412109
2017-11-03,5.730000019073486
2017-11-06,5.940000057220459
2017-11-07,5.360000133514404
2017-11-08,5.510000228881836
2017-11-09,5.5
2017-11-10,5.510000228881836
2017-11-13,5.230000019073486
2017-11-14,5.300000190734863
2017-11-15,5.679999828338623
2017-11-16,6.239999771118164
2017-11-17,6.449999809265137
2017-11-20,6.300000190734863
2017-11-21,6.929999828338623
2017-11-22,6.429999828338623
2017-11-24,6.420000076293945
2017-11-27,6.590000152587891
2017-11-28,6.900000095367432
2017-11-29,6.840000152587891
2017-11-30,6.800000190734863
2017-12-01,6.78000020980835
2017-12-04,6.53000020980835
2017-12-05,6.71999979019165
2017-12-06,7.079999923706055
2017-12-07,6.949999809265137
2017-12-08,6.949999809265137
2017-12-11,6.789999961853027
2017-12-12,6.409999847412109
2017-12-13,6.340000152587891
2017-12-14,6.800000190734863
2017-12-15,6.550000190734863
2017-12-18,6.760000228881836
2017-12-19,6.239999771118164
2017-12-20,5.869999885559082
2017-12-21,6.360000133514404
2017-12-22,6.179999828338623
2017-12-26,5.989999771118164
2017-12-27,6.079999923706055
2017-12-28,6.449999809265137
2017-12-29,6.230000019073486
2018-01-02,6.710000038146973
2018-01-03,6.590000152587891
2018-01-04,6.820000171661377
2018-01-05,6.75
2018-01-08,6.630000114440918
2018-01-09,6.489999771118164
2018-01-10,6.409999847412109
2018-01-11,6.559999942779541
2018-01-12,6.460000038146973
2018-01-16,6.369999885559082
2018-01-17,6.460000038146973
2018-01-18,6.710000038146973
2018-01-19,6.619999885559082
2018-01-22,6.639999866485596
2018-01-23,6.340000152587891
2018-01-24,6.199999809265137
2018-01-25,6.190000057220459
2018-01-26,6.150000095367432
2018-01-29,5.789999961853027
2018-01-30,5.809999942779541
2018-01-31,5.820000171661377
2018-02-01,5.940000057220459
2018-02-02,5.840000152587891
2018-02-05,5.75
2018-02-06,6.019999980926514
2018-02-07,5.869999885559082
2018-02-08,5.769999980926514
2018-02-09,6.059999942779541
2018-02-12,5.96999979019165
2018-02-13,5.889999866485596
2018-02-14,5.920000076293945
2018-02-15,6.21999979019165
2018-02-16,6.260000228881836
2018-02-20,6.75
2018-02-21,6.860000133514404
2018-02-22,6.349999904632568
2018-02-23,6.119999885559082
2018-02-26,6.079999923706055
2018-02-27,5.989999771118164
2018-02-28,5.760000228881836
2018-03-01,5.789999961853027
2018-03-02,6.260000228881836
2018-03-05,6.090000152587891
2018-03-06,5.980000019073486
2018-03-07,6.0
2018-03-08,5.940000057220459
2018-03-09,6.260000228881836
2018-03-12,6.340000152587891
2018-03-13,6.320000171661377
2018-03-14,6.360000133514404
2018-03-15,6.139999866485596
2018-03-16,6.349999904632568
2018-03-19,6.369999885559082
2018-03-20,6.559999942779541
2018-03-21,6.730000019073486
2018-03-22,6.71999979019165
2018-03-23,6.639999866485596
2018-03-26,6.739999771118164
2018-03-27,6.230000019073486
2018-03-28,5.909999847412109
2018-03-29,5.829999923706055
2018-04-02,5.269999980926514
2018-04-03,5.409999847412109
2018-04-04,5.619999885559082
2018-04-05,5.570000171661377
2018-04-06,5.380000114440918
2018-04-09,5.230000019073486
2018-04-10,5.159999847412109
2018-04-11,4.980000019073486
2018-04-12,5.050000190734863
2018-04-13,5.079999923706055
2018-04-16,4.909999847412109
2018-04-17,5.289999961853027
2018-04-18,5.309999942779541
2018-04-19,5.230000019073486
2018-04-20,5.070000171661377
2018-04-23,5.179999828338623
2018-04-24,5.079999923706055
2018-04-25,5.050000190734863
2018-04-26,5.110000133514404
2018-04-27,5.050000190734863
2018-04-30,5.070000171661377
2018-05-01,5.309999942779541
2018-05-02,5.670000076293945
2018-05-03,5.489999771118164
2018-05-04,5.519999980926514
2018-05-07,5.71999979019165
2018-05-08,5.690000057220459
2018-05-09,5.929999828338623
2018-05-10,5.920000076293945
2018-05-11,6.809999942779541
2018-05-14,6.920000076293945
2018-05-15,6.650000095367432
2018-05-16,6.789999961853027
2018-05-17,6.579999923706055
2018-05-18,6.389999866485596
2018-05-21,6.590000152587891
2018-05-22,6.480000019073486
2018-05-23,6.579999923706055
2018-05-24,6.610000133514404
2018-05-25,6.630000114440918
2018-05-29,6.599999904632568
2018-05-30,6.559999942779541
2018-05-31,6.619999885559082
2018-06-01,6.670000076293945
2018-06-04,6.639999866485596
2018-06-05,6.690000057220459
2018-06-06,6.75
2018-06-07,6.730000019073486
2018-06-08,6.599999904632568
2018-06-11,6.75
2018-06-12,6.400000095367432
2018-06-13,6.5
2018-06-14,6.550000190734863
2018-06-15,6.440000057220459
2018-06-18,6.489999771118164
2018-06-19,6.809999942779541
2018-06-20,7.590000152587891
2018-06-21,7.710000038146973
2018-06-22,7.599999904632568
2018-06-25,7.199999809265137
2018-06-26,7.289999961853027
2018-06-27,7.03000020980835
2018-06-28,7.050000190734863
2018-06-29,7.269999980926514
2018-07-02,7.25
2018-07-03,7.650000095367432
2018-07-05,8.550000190734863
2018-07-06,8.789999961853027
2018-07-09,8.640000343322754
2018-07-10,8.460000038146973
2018-07-11,8.600000381469727
2018-07-12,8.6899995803833
2018-07-13,8.800000190734863
2018-07-16,8.84000015258789
2018-07-17,9.279999732971191
2018-07-18,9.220000267028809
2018-07-19,8.970000267028809
2018-07-20,8.819999694824219
2018-07-23,8.744999885559082
2018-07-24,8.640000343322754
2018-07-25,8.8100004196167
2018-07-26,8.819999694824219
2018-07-27,8.149999618530273
2018-07-30,8.029999732971191
2018-07-31,7.929999828338623
2018-08-01,7.690000057220459
2018-08-02,7.869999885559082
2018-08-03,7.679999828338623
2018-08-06,7.650000095367432
2018-08-07,7.40500020980835
2018-08-08,7.5
2018-08-09,7.980000019073486
2018-08-10,7.940000057220459
2018-08-13,7.570000171661377
2018-08-14,7.329999923706055
2018-08-15,7.199999809265137
2018-08-16,6.960000038146973
2018-08-17,7.360000133514404
2018-08-20,7.230000019073486
2018-08-21,7.519999980926514
2018-08-22,7.590000152587891
2018-08-23,7.510000228881836
2018-08-24,7.699999809265137
2018-08-27,7.539999961853027
2018-08-28,7.78000020980835
2018-08-29,7.699999809265137
2018-08-30,8.539999961853027
2018-08-31,8.34000015258789
2018-09-04,8.300000190734863
2018-09-05,8.180000305175781
2018-09-06,8.0
2018-09-07,8.119999885559082
2018-09-10,8.069999694824219
2018-09-11,8.020000457763672
2018-09-12,8.100000381469727
2018-09-13,8.0
2018-09-14,8.0
2018-09-17,8.0
2018-09-18,8.050000190734863
2018-09-19,8.020000457763672
2018-09-20,8.350000381469727
2018-09-21,8.300000190734863
2018-09-24,8.3100004196167
2018-09-25,7.949999809265137
2018-09-26,7.909999847412109
2018-09-27,8.329999923706055
2018-09-28,7.869999885559082
2018-10-01,8.210000038146973
2018-10-02,7.400000095367432
2018-10-03,7.590000152587891
2018-10-04,7.25
2018-10-05,7.079999923706055
2018-10-08,6.599999904632568
2018-10-09,6.599999904632568
2018-10-10,6.070000171661377
2018-10-11,5.929999828338623
2018-10-12,5.820000171661377
2018-10-15,5.699999809265137
2018-10-16,5.820000171661377
2018-10-17,5.769999980926514
2018-10-18,5.010000228881836
2018-10-19,4.119999885559082
2018-10-22,4.119999885559082
2018-10-23,3.9600000381469727
2018-10-24,3.859999895095825
2018-10-25,3.799999952316284
2018-10-26,3.6500000953674316
2018-10-29,3.4700000286102295
2018-10-30,3.569999933242798
2018-10-31,4.070000171661377
2018-11-01,4.070000171661377
2018-11-02,3.7799999713897705
2018-11-05,3.75
2018-11-06,4.449999809265137
2018-11-07,5.050000190734863
2018-11-08,4.800000190734863
2018-11-09,4.960000038146973
2018-11-12,4.849999904632568
2018-11-13,5.010000228881836
2018-11-14,4.960000038146973
2018-11-15,4.800000190734863
2018-11-16,4.699999809265137
2018-11-19,4.579999923706055
2018-11-20,4.789999961853027
2018-11-21,4.889999866485596
2018-11-23,4.760000228881836
2018-11-26,5.059999942779541
2018-11-27,5.0
2018-11-28,5.079999923706055
2018-11-29,4.920000076293945
2018-11-30,5.0
2018-12-03,5.050000190734863
2018-12-04,5.349999904632568
2018-12-06,5.150000095367432
2018-12-07,5.349999904632568
2018-12-10,5.429999828338623
2018-12-11,5.389999866485596
2018-12-12,5.53000020980835
2018-12-13,5.320000171661377
2018-12-14,5.360000133514404
2018-12-17,5.690000057220459
2018-12-18,5.699999809265137
2018-12-19,5.5
2018-12-20,4.980000019073486
2018-12-21,4.989999771118164
2018-12-24,4.900000095367432
2018-12-26,4.75
2018-12-27,4.71999979019165
2018-12-28,4.789999961853027
2018-12-31,4.96999979019165
2019-01-02,5.599999904632568
2019-01-03,5.489999771118164
2019-01-04,5.71999979019165
2019-01-07,5.760000228881836
2019-01-08,5.949999809265137
2019-01-09,5.96999979019165
2019-01-10,6.170000076293945
2019-01-11,6.199999809265137
2019-01-14,6.199999809265137
2019-01-15,6.190000057220459
2019-01-16,6.03000020980835
2019-01-17,6.130000114440918
2019-01-18,6.400000095367432
2019-01-22,6.599999904632568
2019-01-23,6.599999904632568
2019-01-24,7.0
2019-01-25,7.199999809265137
2019-01-28,7.300000190734863
2019-01-29,7.199999809265137
2019-01-30,7.590000152587891
2019-01-31,7.550000190734863
2019-02-01,7.289999961853027
2019-02-04,7.21999979019165
2019-02-05,7.070000171661377
2019-02-06,7.170000076293945
2019-02-07,7.050000190734863
2019-02-08,7.320000171661377
2019-02-11,7.289999961853027
2019-02-12,7.159999847412109
2019-02-13,6.940000057220459
2019-02-14,6.800000190734863
2019-02-15,6.809999942779541
2019-02-19,6.949999809265137
2019-02-20,6.880000114440918
2019-02-21,6.820000171661377
2019-02-22,6.960000038146973
2019-02-25,7.03000020980835
2019-02-26,6.880000114440918
2019-02-27,6.559999942779541
2019-02-28,6.579999923706055
2019-03-01,6.639999866485596
2019-03-04,6.590000152587891
2019-03-05,6.320000171661377
2019-03-06,6.25
2019-03-07,6.159999847412109
2019-03-08,6.0
2019-03-11,6.099999904632568
2019-03-12,6.21999979019165
2019-03-13,6.449999809265137
2019-03-14,6.230000019073486
2019-03-15,6.519999980926514
2019-03-18,6.449999809265137
2019-03-19,6.679999828338623
2019-03-20,6.730000019073486
2019-03-21,6.75
2019-03-22,6.53000020980835
2019-03-25,6.190000057220459
2019-03-26,6.03000020980835
2019-03-27,5.949999809265137
2019-03-28,5.960000038146973
2019-03-29,5.809999942779541
2019-04-01,5.789999961853027
