,AIRTP
2019-09-27,24.100000381469727
2019-09-30,25.149999618530273
2019-10-01,24.399999618530273
2019-10-02,24.600000381469727
2019-10-03,24.860000610351562
2019-10-04,24.5
2019-10-07,24.5
2019-10-08,24.200000762939453
2019-10-09,24.200000762939453
2019-10-10,24.5
2019-10-11,24.450000762939453
2019-10-14,24.799999237060547
2019-10-15,24.5
2019-10-16,24.600000381469727
2019-10-17,24.5
2019-10-18,24.600000381469727
2019-10-21,24.799999237060547
2019-10-22,24.799999237060547
2019-10-23,24.799999237060547
2019-10-24,24.5
2019-10-25,24.5
2019-10-28,24.5
2019-10-29,24.600000381469727
2019-10-30,24.600000381469727
2019-10-31,24.649999618530273
2019-11-01,24.68000030517578
2019-11-04,24.700000762939453
2019-11-05,24.700000762939453
2019-11-06,24.799999237060547
2019-11-07,24.950000762939453
2019-11-08,24.899999618530273
2019-11-11,25.100000381469727
2019-11-12,25.100000381469727
2019-11-13,25.399999618530273
2019-11-14,25.0
2019-11-15,24.899999618530273
2019-11-18,24.829999923706055
2019-11-19,24.700000762939453
2019-11-20,24.799999237060547
2019-11-21,24.799999237060547
2019-11-22,24.799999237060547
2019-11-25,24.799999237060547
2019-11-26,24.700000762939453
2019-11-27,24.700000762939453
2019-11-29,24.899999618530273
2019-12-02,24.799999237060547
2019-12-03,24.700000762939453
2019-12-04,24.75
2019-12-05,24.799999237060547
2019-12-06,24.700000762939453
2019-12-09,24.299999237060547
2019-12-10,24.0
2019-12-11,24.600000381469727
2019-12-12,24.600000381469727
2019-12-13,24.600000381469727
2019-12-16,24.600000381469727
2019-12-17,24.799999237060547
2019-12-18,24.75
2019-12-19,24.75
2019-12-20,24.600000381469727
2019-12-23,24.700000762939453
2019-12-24,24.450000762939453
2019-12-26,25.100000381469727
2019-12-27,24.600000381469727
2019-12-30,24.600000381469727
2019-12-31,25.200000762939453
2020-01-02,24.950000762939453
2020-01-03,25.0
2020-01-06,24.899999618530273
2020-01-07,25.0
2020-01-08,25.190000534057617
2020-01-09,25.0
2020-01-10,25.0
2020-01-13,25.0
2020-01-14,27.399999618530273
2020-01-15,24.770000457763672
2020-01-16,24.8700008392334
2020-01-17,24.8700008392334
2020-01-21,24.899999618530273
2020-01-22,24.8700008392334
2020-01-23,24.950000762939453
2020-01-24,24.950000762939453
2020-01-27,24.922000885009766
2020-01-28,24.889999389648438
2020-01-29,24.770000457763672
2020-01-30,24.899999618530273
2020-01-31,24.950000762939453
2020-02-03,24.969999313354492
2020-02-04,25.049999237060547
2020-02-05,24.850000381469727
2020-02-06,25.100000381469727
2020-02-07,25.079999923706055
2020-02-10,25.1200008392334
2020-02-11,25.25
2020-02-12,25.299999237060547
2020-02-13,24.799999237060547
2020-02-14,24.860000610351562
2020-02-18,24.90999984741211
2020-02-19,24.940000534057617
2020-02-20,24.950000762939453
2020-02-21,24.969999313354492
2020-02-24,24.940000534057617
2020-02-25,24.940000534057617
2020-02-26,24.989999771118164
2020-02-27,24.92099952697754
2020-02-28,24.209999084472656
2020-03-02,24.850000381469727
2020-03-03,24.700000762939453
2020-03-04,24.68000030517578
2020-03-05,24.450000762939453
2020-03-06,24.549999237060547
2020-03-09,24.25
2020-03-10,24.19099998474121
2020-03-11,24.149999618530273
2020-03-12,22.25
2020-03-13,23.0
2020-03-16,21.8799991607666
2020-03-17,21.75
2020-03-18,20.0
2020-03-19,19.5
2020-03-20,19.0
2020-03-23,19.5
2020-03-24,19.100000381469727
2020-03-25,19.0
2020-03-26,19.260000228881836
2020-03-27,19.219999313354492
2020-03-30,18.600000381469727
2020-03-31,18.600000381469727
2020-04-01,18.600000381469727
2020-04-02,18.600000381469727
2020-04-03,18.649999618530273
2020-04-06,18.649999618530273
2020-04-07,18.649999618530273
2020-04-08,18.649999618530273
2020-04-09,19.0
2020-04-13,19.139999389648438
2020-04-14,19.5
2020-04-15,20.549999237060547
2020-04-16,20.559999465942383
2020-04-17,20.559999465942383
2020-04-20,20.559999465942383
2020-04-21,20.559999465942383
2020-04-22,22.0
2020-04-23,22.0
2020-04-24,22.0
2020-04-27,23.0
2020-04-28,22.729999542236328
2020-04-29,22.729999542236328
2020-04-30,23.290000915527344
2020-05-01,23.191999435424805
2020-05-04,23.191999435424805
2020-05-05,22.104999542236328
2020-05-06,22.104999542236328
2020-05-07,21.350000381469727
2020-05-08,21.350000381469727
2020-05-11,21.719999313354492
2020-05-12,21.719999313354492
2020-05-13,21.0
2020-05-14,21.0
2020-05-15,21.0
2020-05-18,21.0
2020-05-19,21.0
2020-05-20,21.0
2020-05-21,21.0
2020-05-22,21.0
2020-05-26,21.0
2020-05-27,19.69300079345703
2020-05-28,19.69300079345703
2020-05-29,19.69300079345703
2020-06-01,19.69300079345703
2020-06-02,19.69300079345703
2020-06-03,22.200000762939453
2020-06-04,22.200000762939453
2020-06-05,22.200000762939453
2020-06-08,22.200000762939453
2020-06-09,22.25
2020-06-10,22.299999237060547
2020-06-11,22.299999237060547
2020-06-12,22.299999237060547
2020-06-15,22.299999237060547
2020-06-16,22.299999237060547
2020-06-17,20.049999237060547
2020-06-18,20.0
2020-06-19,20.950000762939453
2020-06-22,21.312000274658203
2020-06-23,21.312000274658203
2020-06-24,21.312000274658203
2020-06-25,21.312000274658203
2020-06-26,21.312000274658203
2020-06-29,21.312000274658203
2020-06-30,21.312000274658203
2020-07-01,21.312000274658203
2020-07-02,21.312000274658203
2020-07-06,21.312000274658203
2020-07-07,21.312000274658203
2020-07-08,21.312000274658203
2020-07-09,21.312000274658203
2020-07-10,21.312000274658203
2020-07-13,21.312000274658203
2020-07-14,21.312000274658203
2020-07-15,21.312000274658203
2020-07-16,21.312000274658203
2020-07-17,21.312000274658203
2020-07-20,21.989999771118164
2020-07-21,21.989999771118164
2020-07-22,21.607999801635742
2020-07-23,21.450000762939453
2020-07-24,21.450000762939453
2020-07-27,21.450000762939453
2020-07-28,21.450000762939453
2020-07-29,21.450000762939453
2020-07-30,21.0
2020-07-31,21.0
2020-08-03,21.0
2020-08-04,20.0
2020-08-05,21.0
2020-08-06,20.75
2020-08-07,20.75
2020-08-10,22.0
2020-08-11,22.5
2020-08-12,22.799999237060547
2020-08-13,22.280000686645508
2020-08-14,22.280000686645508
2020-08-17,22.25
2020-08-18,21.969999313354492
2020-08-19,21.969999313354492
2020-08-20,21.969999313354492
2020-08-21,21.969999313354492
2020-08-24,21.398000717163086
2020-08-25,21.398000717163086
2020-08-26,21.398000717163086
2020-08-27,21.398000717163086
2020-08-28,21.398000717163086
2020-08-31,21.398000717163086
2020-09-01,21.398000717163086
2020-09-02,21.15999984741211
2020-09-03,21.15999984741211
2020-09-04,21.15999984741211
2020-09-08,20.540000915527344
2020-09-09,21.040000915527344
2020-09-10,21.040000915527344
2020-09-11,21.040000915527344
2020-09-14,21.040000915527344
2020-09-15,21.040000915527344
2020-09-16,21.040000915527344
2020-09-17,22.0
2020-09-18,22.0
2020-09-21,22.0
2020-09-22,22.0
2020-09-23,22.0
2020-09-24,22.020000457763672
2020-09-25,21.0
2020-09-28,21.0
2020-09-29,21.0
2020-09-30,21.0
2020-10-01,21.0
2020-10-02,21.0
2020-10-05,23.0
2020-10-06,22.590999603271484
2020-10-07,22.590999603271484
2020-10-08,22.590999603271484
2020-10-09,22.590999603271484
2020-10-12,23.75
2020-10-13,21.75
2020-10-14,22.229999542236328
2020-10-15,22.229999542236328
2020-10-16,21.829999923706055
2020-10-19,21.829999923706055
2020-10-20,22.6200008392334
2020-10-21,22.23900032043457
2020-10-22,22.5
2020-10-23,22.5
2020-10-26,22.5
2020-10-27,21.790000915527344
2020-10-28,22.850000381469727
2020-10-29,22.850000381469727
2020-10-30,22.850000381469727
2020-11-02,22.850000381469727
2020-11-03,22.799999237060547
2020-11-04,22.360000610351562
2020-11-05,22.360000610351562
2020-11-06,23.5
2020-11-09,23.950000762939453
2020-11-10,23.989999771118164
2020-11-11,24.360000610351562
2020-11-12,24.360000610351562
2020-11-13,23.486000061035156
2020-11-16,23.486000061035156
2020-11-17,22.8799991607666
2020-11-18,22.5
2020-11-19,22.774999618530273
2020-11-20,22.899999618530273
2020-11-23,22.450000762939453
2020-11-24,22.420000076293945
2020-11-25,22.420000076293945
2020-11-27,22.420000076293945
2020-11-30,23.149999618530273
2020-12-01,23.104999542236328
2020-12-02,23.0
2020-12-03,23.0
2020-12-04,23.299999237060547
2020-12-07,23.5
2020-12-08,23.5
2020-12-09,23.5
2020-12-10,23.25
2020-12-11,23.25
2020-12-14,23.25
2020-12-15,23.350000381469727
2020-12-16,23.66200065612793
2020-12-17,23.010000228881836
2020-12-18,24.020000457763672
2020-12-21,23.5
2020-12-22,23.5
2020-12-23,22.329999923706055
2020-12-24,22.8799991607666
2020-12-28,24.0
2020-12-29,24.5
2020-12-30,25.079999923706055
2020-12-31,25.513999938964844
2021-01-04,25.125999450683594
2021-01-05,26.329999923706055
2021-01-06,25.909000396728516
2021-01-07,25.5
2021-01-08,25.0
2021-01-11,25.25
2021-01-12,25.25
2021-01-13,25.25
2021-01-14,25.25
2021-01-15,25.25
2021-01-19,26.110000610351562
2021-01-20,26.75
2021-01-21,26.75
2021-01-22,25.200000762939453
2021-01-25,25.5
2021-01-26,25.459999084472656
2021-01-27,24.309999465942383
2021-01-28,24.864999771118164
2021-01-29,25.361000061035156
2021-02-01,25.45400047302246
2021-02-02,25.5
2021-02-03,25.065000534057617
2021-02-04,25.5
2021-02-05,25.5
2021-02-08,25.29599952697754
2021-02-09,25.49799919128418
2021-02-10,25.3439998626709
2021-02-11,25.149999618530273
2021-02-12,25.0
2021-02-16,25.100000381469727
2021-02-17,25.049999237060547
2021-02-18,25.100000381469727
2021-02-19,25.100000381469727
2021-02-22,25.100000381469727
2021-02-23,25.100000381469727
2021-02-24,25.05500030517578
2021-02-25,25.06999969482422
2021-02-26,25.09000015258789
2021-03-01,24.75
2021-03-02,25.059999465942383
2021-03-03,25.0
2021-03-04,25.100000381469727
2021-03-05,25.0
2021-03-08,25.09000015258789
2021-03-09,25.079999923706055
2021-03-10,25.0
2021-03-11,25.0
2021-03-12,24.989999771118164
2021-03-15,25.0
2021-03-16,24.950000762939453
2021-03-17,24.950000762939453
2021-03-18,24.899999618530273
2021-03-19,24.899999618530273
2021-03-22,24.75
2021-03-23,24.899999618530273
2021-03-24,24.899999618530273
2021-03-25,24.899999618530273
2021-03-26,25.0
2021-03-29,24.874000549316406
2021-03-30,24.93000030517578
2021-03-31,25.100000381469727
2021-04-01,25.100000381469727
2021-04-05,25.049999237060547
2021-04-06,25.083999633789062
2021-04-07,25.100000381469727
2021-04-08,25.514999389648438
2021-04-09,25.5
2021-04-12,25.5
2021-04-13,25.5
2021-04-14,25.350000381469727
2021-04-15,25.350000381469727
2021-04-16,25.399999618530273
2021-04-19,25.399999618530273
2021-04-20,25.360000610351562
2021-04-21,25.31999969482422
2021-04-22,25.290000915527344
2021-04-23,25.31599998474121
2021-04-26,25.399999618530273
2021-04-27,25.389999389648438
2021-04-28,25.5
2021-04-29,25.450000762939453
2021-04-30,25.43000030517578
2021-05-03,25.43000030517578
2021-05-04,25.6200008392334
2021-05-05,25.489999771118164
2021-05-06,25.549999237060547
2021-05-07,25.790000915527344
2021-05-10,25.799999237060547
2021-05-11,26.0
2021-05-12,25.989999771118164
2021-05-13,25.235000610351562
2021-05-14,25.319000244140625
