,ALCO
1978-01-26,4.1875
1978-01-27,4.1875
1978-01-30,4.1875
1978-01-31,4.15625
1978-02-01,4.15625
1978-02-02,4.1875
1978-02-03,4.1875
1978-02-06,4.1875
1978-02-07,4.1875
1978-02-08,4.1875
1978-02-09,4.1875
1978-02-10,4.21875
1978-02-13,4.1875
1978-02-14,4.1875
1978-02-15,4.1875
1978-02-16,4.1875
1978-02-17,4.15625
1978-02-21,4.15625
1978-02-22,4.1875
1978-02-23,4.1875
1978-02-24,4.1875
1978-02-27,4.1875
1978-02-28,4.25
1978-03-01,4.25
1978-03-02,4.25
1978-03-03,4.25
1978-03-06,4.28125
1978-03-07,4.25
1978-03-08,4.28125
1978-03-09,4.28125
1978-03-10,4.28125
1978-03-13,4.34375
1978-03-14,4.34375
1978-03-15,4.34375
1978-03-16,4.34375
1978-03-17,4.34375
1978-03-20,4.34375
1978-03-21,4.34375
1978-03-22,4.34375
1978-03-23,4.34375
1978-03-27,4.34375
1978-03-28,4.34375
1978-03-29,4.34375
1978-03-30,4.34375
1978-03-31,4.34375
1978-04-03,4.34375
1978-04-04,4.34375
1978-04-05,4.34375
1978-04-06,4.34375
1978-04-07,4.34375
1978-04-10,4.34375
1978-04-11,4.375
1978-04-12,4.375
1978-04-13,4.53125
1978-04-14,4.53125
1978-04-17,4.625
1978-04-18,4.625
1978-04-19,4.65625
1978-04-20,4.65625
1978-04-21,4.65625
1978-04-24,4.65625
1978-04-25,4.65625
1978-04-26,4.625
1978-04-27,4.625
1978-04-28,4.625
1978-05-01,4.625
1978-05-02,4.625
1978-05-03,4.625
1978-05-04,4.625
1978-05-05,4.625
1978-05-08,4.65625
1978-05-09,4.65625
1978-05-10,4.65625
1978-05-11,4.75
1978-05-12,4.75
1978-05-15,4.75
1978-05-16,4.75
1978-05-17,4.75
1978-05-18,4.75
1978-05-19,4.75
1978-05-22,4.75
1978-05-23,4.78125
1978-05-24,4.6875
1978-05-25,4.6875
1978-05-26,4.6875
1978-05-30,4.6875
1978-05-31,4.6875
1978-06-01,4.6875
1978-06-02,4.6875
1978-06-05,4.6875
1978-06-06,4.6875
1978-06-07,4.6875
1978-06-08,4.6875
1978-06-09,4.6875
1978-06-12,4.71875
1978-06-13,4.71875
1978-06-14,4.71875
1978-06-15,4.71875
1978-06-16,4.71875
1978-06-19,4.71875
1978-06-20,4.71875
1978-06-21,4.71875
1978-06-22,4.71875
1978-06-23,4.71875
1978-06-26,4.6875
1978-06-27,4.65625
1978-06-28,4.65625
1978-06-29,4.6875
1978-06-30,4.6875
1978-07-03,4.6875
1978-07-05,4.6875
1978-07-06,4.6875
1978-07-07,4.6875
1978-07-10,4.6875
1978-07-11,4.6875
1978-07-12,4.71875
1978-07-13,4.71875
1978-07-14,4.71875
1978-07-17,4.71875
1978-07-18,4.71875
1978-07-19,4.71875
1978-07-20,4.71875
1978-07-21,4.71875
1978-07-24,4.6875
1978-07-25,4.6875
1978-07-26,4.6875
1978-07-27,4.6875
1978-07-28,4.6875
1978-07-31,4.6875
1978-08-01,4.6875
1978-08-02,4.6875
1978-08-03,4.6875
1978-08-04,4.65625
1978-08-07,4.65625
1978-08-08,4.65625
1978-08-09,4.65625
1978-08-10,4.65625
1978-08-11,4.65625
1978-08-14,4.65625
1978-08-15,4.6875
1978-08-16,4.71875
1978-08-17,4.78125
1978-08-18,4.8125
1978-08-21,4.8125
1978-08-22,4.8125
1978-08-23,4.8125
1978-08-24,4.8125
1978-08-25,4.8125
1978-08-28,4.8125
1978-08-29,4.8125
1978-08-30,4.8125
1978-08-31,4.8125
1978-09-01,4.8125
1978-09-05,4.8125
1978-09-06,4.8125
1978-09-07,4.8125
1978-09-08,4.8125
1978-09-11,4.90625
1978-09-12,4.90625
1978-09-13,4.90625
1978-09-14,4.90625
1978-09-15,4.90625
1978-09-18,4.90625
1978-09-19,4.875
1978-09-20,4.90625
1978-09-21,4.90625
1978-09-22,4.90625
1978-09-25,4.90625
1978-09-26,4.90625
1978-09-27,4.90625
1978-09-28,4.90625
1978-09-29,4.90625
1978-10-02,4.90625
1978-10-03,4.90625
1978-10-04,4.90625
1978-10-05,4.90625
1978-10-06,4.90625
1978-10-09,4.90625
1978-10-10,4.90625
1978-10-11,4.90625
1978-10-12,4.90625
1978-10-13,4.90625
1978-10-16,4.875
1978-10-17,4.875
1978-10-18,4.875
1978-10-19,4.875
1978-10-20,4.84375
1978-10-23,4.84375
1978-10-24,4.8125
1978-10-25,4.6875
1978-10-26,4.40625
1978-10-27,3.9375
1978-10-30,3.90625
1978-10-31,3.9375
1978-11-01,3.9375
1978-11-02,3.9375
1978-11-03,3.9375
1978-11-06,3.96875
1978-11-07,3.96875
1978-11-08,3.9375
1978-11-09,3.9375
1978-11-10,3.9375
1978-11-13,3.9375
1978-11-14,3.9375
1978-11-15,3.9375
1978-11-16,3.9375
1978-11-17,3.96875
1978-11-20,3.96875
1978-11-21,3.96875
1978-11-22,3.96875
1978-11-24,3.96875
1978-11-27,3.96875
1978-11-28,3.96875
1978-11-29,3.96875
1978-11-30,3.96875
1978-12-01,3.96875
1978-12-04,3.96875
1978-12-05,3.96875
1978-12-06,4.0625
1978-12-07,4.0625
1978-12-08,4.125
1978-12-11,4.21875
1978-12-12,4.21875
1978-12-13,4.25
1978-12-14,4.25
1978-12-15,4.25
1978-12-18,4.25
1978-12-19,4.25
1978-12-20,4.25
1978-12-21,4.25
1978-12-22,4.375
1978-12-26,4.375
1978-12-27,4.375
1978-12-28,4.375
1978-12-29,4.4375
1979-01-02,4.46875
1979-01-03,4.46875
1979-01-04,4.46875
1979-01-05,4.5
1979-01-08,4.5
1979-01-09,4.5
1979-01-10,4.53125
1979-01-11,4.5625
1979-01-12,4.5625
1979-01-15,4.5625
1979-01-16,4.59375
1979-01-17,4.59375
1979-01-18,4.59375
1979-01-19,4.625
1979-01-22,4.6875
1979-01-23,4.6875
1979-01-24,4.6875
1979-01-25,4.6875
1979-01-26,4.6875
1979-01-29,4.6875
1979-01-30,4.6875
1979-01-31,4.71875
1979-02-01,4.71875
1979-02-02,4.71875
1979-02-05,4.71875
1979-02-06,4.6875
1979-02-07,4.6875
1979-02-08,4.6875
1979-02-09,4.6875
1979-02-12,4.6875
1979-02-13,4.71875
1979-02-14,4.71875
1979-02-15,4.71875
1979-02-16,4.71875
1979-02-20,4.71875
1979-02-21,4.71875
1979-02-22,4.71875
1979-02-23,4.71875
1979-02-26,4.71875
1979-02-27,4.71875
1979-02-28,4.71875
1979-03-01,4.71875
1979-03-02,4.71875
1979-03-05,4.71875
1979-03-06,4.71875
1979-03-07,4.71875
1979-03-08,4.71875
1979-03-09,4.71875
1979-03-12,4.71875
1979-03-13,4.71875
1979-03-14,4.71875
1979-03-15,4.71875
1979-03-16,4.71875
1979-03-19,4.71875
1979-03-20,4.6875
1979-03-21,4.71875
1979-03-22,4.71875
1979-03-23,4.71875
1979-03-26,4.71875
1979-03-27,4.71875
1979-03-28,4.71875
1979-03-29,4.6875
1979-03-30,4.6875
1979-04-02,4.6875
1979-04-03,4.6875
1979-04-04,4.71875
1979-04-05,4.71875
1979-04-06,4.71875
1979-04-09,4.71875
1979-04-10,4.71875
1979-04-11,4.75
1979-04-12,4.75
1979-04-16,4.75
1979-04-17,4.75
1979-04-18,4.75
1979-04-19,4.8125
1979-04-20,4.8125
1979-04-23,5.625
1979-04-24,5.625
1979-04-25,5.5625
1979-04-26,5.5625
1979-04-27,5.5625
1979-04-30,5.5
1979-05-01,5.5
1979-05-02,5.375
1979-05-03,5.375
1979-05-04,5.3125
1979-05-07,5.25
1979-05-08,5.25
1979-05-09,5.25
1979-05-10,5.25
1979-05-11,5.25
1979-05-14,5.1875
1979-05-15,5.1875
1979-05-16,5.1875
1979-05-17,5.3125
1979-05-18,5.3125
1979-05-21,5.3125
1979-05-22,5.3125
1979-05-23,5.3125
1979-05-24,5.5
1979-05-25,5.75
1979-05-29,5.75
1979-05-30,5.875
1979-05-31,6.3125
1979-06-01,6.3125
1979-06-04,6.25
1979-06-05,6.25
1979-06-06,6.25
1979-06-07,6.25
1979-06-08,6.25
1979-06-11,6.1875
1979-06-12,6.125
1979-06-13,6.125
1979-06-14,6.125
1979-06-15,6.125
1979-06-18,6.0625
1979-06-19,6.0625
1979-06-20,6.0625
1979-06-21,6.125
1979-06-22,6.125
1979-06-25,6.125
1979-06-26,6.4375
1979-06-27,6.5
1979-06-28,6.5
1979-06-29,6.5
1979-07-02,6.5625
1979-07-03,6.5625
1979-07-05,7.5625
1979-07-06,8.375
1979-07-09,8.125
1979-07-10,8.0
1979-07-11,7.8125
1979-07-12,8.0625
1979-07-13,8.0
1979-07-16,7.75
1979-07-17,7.125
1979-07-18,6.75
1979-07-19,6.625
1979-07-20,6.625
1979-07-23,6.625
1979-07-24,6.9375
1979-07-25,6.9375
1979-07-26,7.0
1979-07-27,7.0
1979-07-30,7.0625
1979-07-31,7.0625
1979-08-01,7.0625
1979-08-02,7.125
1979-08-03,7.125
1979-08-06,7.125
1979-08-07,7.3125
1979-08-08,7.5
1979-08-09,7.5
1979-08-10,7.875
1979-08-13,8.3125
1979-08-14,8.0
1979-08-15,7.9375
1979-08-16,8.125
1979-08-17,8.25
1979-08-20,8.25
1979-08-21,8.1875
1979-08-22,8.1875
1979-08-23,8.125
1979-08-24,8.125
1979-08-27,8.125
1979-08-28,8.125
1979-08-29,8.125
1979-08-30,8.1875
1979-08-31,9.25
1979-09-04,8.75
1979-09-05,8.5625
1979-09-06,9.375
1979-09-07,9.375
1979-09-10,9.4375
1979-09-11,8.9375
1979-09-12,9.1875
1979-09-13,9.1875
1979-09-14,9.1875
1979-09-17,9.125
1979-09-18,9.0
1979-09-19,9.0
1979-09-20,8.5
1979-09-21,8.5
1979-09-24,8.5
1979-09-25,8.25
1979-09-26,8.25
1979-09-27,8.25
1979-09-28,8.25
1979-10-01,8.25
1979-10-02,8.25
1979-10-03,8.3125
1979-10-04,8.3125
1979-10-05,8.3125
1979-10-08,8.0625
1979-10-09,7.8125
1979-10-10,7.0
1979-10-11,6.8125
1979-10-12,6.75
1979-10-15,6.6875
1979-10-16,6.6875
1979-10-17,6.875
1979-10-18,6.9375
1979-10-19,6.75
1979-10-22,6.4375
1979-10-23,6.375
1979-10-24,6.5
1979-10-25,6.5625
1979-10-26,7.25
1979-10-29,8.125
1979-10-30,7.375
1979-10-31,7.5
1979-11-01,7.375
1979-11-02,7.375
1979-11-05,7.25
1979-11-06,7.25
1979-11-07,7.125
1979-11-08,7.125
1979-11-09,7.25
1979-11-12,7.25
1979-11-13,7.25
1979-11-14,7.25
1979-11-15,7.25
1979-11-16,7.25
1979-11-19,7.25
1979-11-20,7.25
1979-11-21,7.125
1979-11-23,7.125
1979-11-26,7.125
1979-11-27,7.375
1979-11-28,7.25
1979-11-29,7.375
1979-11-30,7.375
1979-12-03,7.375
1979-12-04,7.5
1979-12-05,7.75
1979-12-06,7.75
1979-12-07,7.875
1979-12-10,8.0
1979-12-11,8.0
1979-12-12,8.0
1979-12-13,8.0
1979-12-14,8.0
1979-12-17,8.625
1979-12-18,8.625
1979-12-19,8.625
1979-12-20,8.75
1979-12-21,8.75
1979-12-24,8.75
1979-12-26,8.75
1979-12-27,8.75
1979-12-28,8.75
1979-12-31,8.75
1980-01-02,8.75
1980-01-03,8.75
1980-01-04,9.125
1980-01-07,9.5
1980-01-08,9.5
1980-01-09,9.75
1980-01-10,9.75
1980-01-11,9.75
1980-01-14,9.625
1980-01-15,9.625
1980-01-16,9.625
1980-01-17,9.5
1980-01-18,9.25
1980-01-21,9.125
1980-01-22,9.0
1980-01-23,9.125
1980-01-24,9.125
1980-01-25,9.125
1980-01-28,9.0
1980-01-29,9.0
1980-01-30,9.0
1980-01-31,9.0
1980-02-01,9.0
1980-02-04,9.0
1980-02-05,9.0
1980-02-06,8.5
1980-02-07,8.5
1980-02-08,8.625
1980-02-11,8.625
1980-02-12,8.5
1980-02-13,8.375
1980-02-14,8.375
1980-02-15,8.375
1980-02-19,8.25
1980-02-20,8.375
1980-02-21,8.5
1980-02-22,8.375
1980-02-25,8.375
1980-02-26,8.5
1980-02-27,8.75
1980-02-28,8.75
1980-02-29,8.75
1980-03-03,8.75
1980-03-04,8.625
1980-03-05,8.5
1980-03-06,8.375
1980-03-07,8.0
1980-03-10,8.0
1980-03-11,8.0
1980-03-12,8.0
1980-03-13,8.0
1980-03-14,8.0
1980-03-17,7.625
1980-03-18,7.625
1980-03-19,7.5
1980-03-20,7.375
1980-03-21,7.375
1980-03-24,6.875
1980-03-25,6.875
1980-03-26,6.0
1980-03-27,6.125
1980-03-28,6.125
1980-03-31,6.375
1980-04-01,6.75
1980-04-02,6.875
1980-04-03,6.875
1980-04-07,6.5
1980-04-08,6.5
1980-04-09,6.625
1980-04-10,6.625
1980-04-11,6.625
1980-04-14,6.5
1980-04-15,6.5
1980-04-16,6.5
1980-04-17,6.5
1980-04-18,6.5
1980-04-21,6.75
1980-04-22,7.0
1980-04-23,7.25
1980-04-24,7.125
1980-04-25,7.125
1980-04-28,7.25
1980-04-29,7.625
1980-04-30,7.625
1980-05-01,7.625
1980-05-02,7.5
1980-05-05,7.5
1980-05-06,7.5
1980-05-07,7.5
1980-05-08,7.5
1980-05-09,7.5
1980-05-12,7.5
1980-05-13,7.5
1980-05-14,7.625
1980-05-15,7.625
1980-05-16,7.625
1980-05-19,7.625
1980-05-20,7.5
1980-05-21,7.5
1980-05-22,7.25
1980-05-23,7.25
1980-05-27,7.25
1980-05-28,7.25
1980-05-29,7.0
1980-05-30,7.0
1980-06-02,7.0
1980-06-03,7.0
1980-06-04,7.0
1980-06-05,7.0
1980-06-06,7.0
1980-06-09,7.125
1980-06-10,7.125
1980-06-11,7.125
1980-06-12,7.125
1980-06-13,7.0
1980-06-16,7.0
1980-06-17,7.0
1980-06-18,7.125
1980-06-19,7.0
1980-06-20,7.0
1980-06-23,7.0
1980-06-24,7.0
1980-06-25,7.0
1980-06-26,7.0
1980-06-27,7.0
1980-06-30,7.0
1980-07-01,6.875
1980-07-02,6.875
1980-07-03,6.875
1980-07-07,6.875
1980-07-08,7.0
1980-07-09,6.75
1980-07-10,6.875
1980-07-11,7.0
1980-07-14,7.0
1980-07-15,7.0
1980-07-16,7.125
1980-07-17,7.125
1980-07-18,7.125
1980-07-21,7.25
1980-07-22,7.5
1980-07-23,7.625
1980-07-24,7.75
1980-07-25,7.75
1980-07-28,7.875
1980-07-29,7.875
1980-07-30,8.0
1980-07-31,8.0
1980-08-01,8.125
1980-08-04,8.125
1980-08-05,8.0
1980-08-06,8.0
1980-08-07,8.125
1980-08-08,8.125
1980-08-11,8.125
1980-08-12,8.125
1980-08-13,8.125
1980-08-14,8.125
1980-08-15,8.125
1980-08-18,7.875
1980-08-19,7.875
1980-08-20,7.625
1980-08-21,7.875
1980-08-22,8.25
1980-08-25,8.25
1980-08-26,8.25
1980-08-27,8.125
1980-08-28,8.0
1980-08-29,8.0
1980-09-02,8.0
1980-09-03,8.0
1980-09-04,8.0
1980-09-05,8.0
1980-09-08,8.0
1980-09-09,7.9375
1980-09-10,7.9375
1980-09-11,7.9375
1980-09-12,8.0
1980-09-15,8.125
1980-09-16,8.125
1980-09-17,8.125
1980-09-18,8.1875
1980-09-19,8.375
1980-09-22,8.375
1980-09-23,8.375
1980-09-24,8.3125
1980-09-25,8.25
1980-09-26,8.125
1980-09-29,7.9375
1980-09-30,8.0
1980-10-01,8.125
1980-10-02,8.1875
1980-10-03,8.3125
1980-10-06,8.3125
1980-10-07,8.25
1980-10-08,8.25
1980-10-09,8.3125
1980-10-10,8.3125
1980-10-13,8.375
1980-10-14,8.4375
1980-10-15,9.0
1980-10-16,8.75
1980-10-17,8.875
1980-10-20,8.875
1980-10-21,8.875
1980-10-22,9.0
1980-10-23,8.75
1980-10-24,8.75
1980-10-27,8.75
1980-10-28,8.75
1980-10-29,8.75
1980-10-30,9.0
1980-10-31,9.0
1980-11-03,9.0
1980-11-05,9.125
1980-11-06,9.0
1980-11-07,9.0
1980-11-10,9.0
1980-11-11,9.0
1980-11-12,9.0
1980-11-13,9.0
1980-11-14,9.125
1980-11-17,9.125
1980-11-18,9.125
1980-11-19,9.25
1980-11-20,9.25
1980-11-21,9.625
1980-11-24,9.5
1980-11-25,9.5
1980-11-26,9.5
1980-11-28,9.625
1980-12-01,9.625
1980-12-02,9.625
1980-12-03,9.625
1980-12-04,9.625
1980-12-05,9.625
1980-12-08,9.5
1980-12-09,9.375
1980-12-10,9.375
1980-12-11,8.875
1980-12-12,8.875
1980-12-15,9.0
1980-12-16,9.0
1980-12-17,9.0
1980-12-18,9.0
1980-12-19,9.0
1980-12-22,9.0
1980-12-23,9.125
1980-12-24,9.125
1980-12-26,9.125
1980-12-29,9.0
1980-12-30,9.0
1980-12-31,9.0
1981-01-02,9.0
1981-01-05,9.125
1981-01-06,9.125
1981-01-07,9.0
1981-01-08,9.125
1981-01-09,9.125
1981-01-12,9.125
1981-01-13,9.375
1981-01-14,10.125
1981-01-15,10.25
1981-01-16,9.875
1981-01-19,9.875
1981-01-20,9.875
1981-01-21,9.875
1981-01-22,9.75
1981-01-23,9.75
1981-01-26,9.75
1981-01-27,9.625
1981-01-28,9.625
1981-01-29,9.625
1981-01-30,9.625
1981-02-02,9.625
1981-02-03,9.75
1981-02-04,9.75
1981-02-05,9.625
1981-02-06,9.625
1981-02-09,9.625
1981-02-10,9.625
1981-02-11,9.625
1981-02-12,9.5
1981-02-13,9.375
1981-02-17,9.375
1981-02-18,9.375
1981-02-19,9.375
1981-02-20,9.375
1981-02-23,9.25
1981-02-24,9.375
1981-02-25,9.25
1981-02-26,9.25
1981-02-27,9.25
1981-03-02,9.25
1981-03-03,9.25
1981-03-04,9.375
1981-03-05,9.375
1981-03-06,9.625
1981-03-09,9.625
1981-03-10,9.625
1981-03-11,9.75
1981-03-12,9.75
1981-03-13,9.75
1981-03-16,9.75
1981-03-17,9.75
1981-03-18,9.75
1981-03-19,9.75
1981-03-20,9.75
1981-03-23,9.875
1981-03-24,9.875
1981-03-25,9.875
1981-03-26,9.75
1981-03-27,9.75
1981-03-30,9.75
1981-03-31,9.75
1981-04-01,9.75
1981-04-02,9.875
1981-04-03,9.875
1981-04-06,9.75
1981-04-07,9.75
1981-04-08,9.75
1981-04-09,10.125
1981-04-10,10.125
1981-04-13,10.125
1981-04-14,10.125
1981-04-15,10.25
1981-04-16,10.25
1981-04-20,10.25
1981-04-21,10.25
1981-04-22,10.25
1981-04-23,10.25
1981-04-24,10.25
1981-04-27,10.25
1981-04-28,10.375
1981-04-29,10.375
1981-04-30,10.5
1981-05-01,10.5
1981-05-04,10.5
1981-05-05,10.5
1981-05-06,10.5
1981-05-07,10.5
1981-05-08,10.5
1981-05-11,10.5
1981-05-12,10.5
1981-05-13,10.5
1981-05-14,10.625
1981-05-15,10.75
1981-05-18,10.875
1981-05-19,10.875
1981-05-20,10.875
1981-05-21,10.875
1981-05-22,10.875
1981-05-26,10.75
1981-05-27,10.75
1981-05-28,10.75
1981-05-29,10.75
1981-06-01,10.75
1981-06-02,10.75
1981-06-03,10.75
1981-06-04,10.75
1981-06-05,10.75
1981-06-08,10.75
1981-06-09,10.75
1981-06-10,10.75
1981-06-11,10.75
1981-06-12,11.5
1981-06-15,11.875
1981-06-16,12.0
1981-06-17,12.0
1981-06-18,11.875
1981-06-19,11.625
1981-06-22,11.375
1981-06-23,11.375
1981-06-24,11.375
1981-06-25,11.25
1981-06-26,11.25
1981-06-29,11.25
1981-06-30,11.125
1981-07-01,11.0625
1981-07-02,11.0
1981-07-06,10.875
1981-07-07,10.875
1981-07-08,10.875
1981-07-09,10.875
1981-07-10,10.875
1981-07-13,11.0
1981-07-14,10.875
1981-07-15,10.875
1981-07-16,10.875
1981-07-17,10.875
1981-07-20,10.875
1981-07-21,10.875
1981-07-22,10.875
1981-07-23,10.875
1981-07-24,10.875
1981-07-27,10.875
1981-07-28,10.875
1981-07-29,11.125
1981-07-30,11.125
1981-07-31,11.125
1981-08-03,11.125
1981-08-04,11.0
1981-08-05,11.25
1981-08-06,11.375
1981-08-07,11.5
1981-08-10,11.625
1981-08-11,12.25
1981-08-12,12.375
1981-08-13,12.25
1981-08-14,12.25
1981-08-17,12.25
1981-08-18,12.125
1981-08-19,12.25
1981-08-20,12.375
1981-08-21,12.625
1981-08-24,12.25
1981-08-25,12.25
1981-08-26,12.25
1981-08-27,12.125
1981-08-28,12.125
1981-08-31,12.125
1981-09-01,12.125
1981-09-02,12.125
1981-09-03,12.125
1981-09-04,12.125
1981-09-08,12.125
1981-09-09,12.0
1981-09-10,12.0
1981-09-11,12.0
1981-09-14,12.0
1981-09-15,12.0
1981-09-16,12.0
1981-09-17,12.0
1981-09-18,12.0
1981-09-21,11.875
1981-09-22,11.75
1981-09-23,11.625
1981-09-24,11.625
1981-09-25,11.625
1981-09-28,11.375
1981-09-29,11.5
1981-09-30,11.625
1981-10-01,11.625
1981-10-02,11.625
1981-10-05,11.75
1981-10-06,11.75
1981-10-07,11.75
1981-10-08,11.875
1981-10-09,11.875
1981-10-12,12.0
1981-10-13,12.0
1981-10-14,11.875
1981-10-15,11.875
1981-10-16,11.875
1981-10-19,11.75
1981-10-20,11.75
1981-10-21,11.75
1981-10-22,11.625
1981-10-23,11.625
1981-10-26,11.5
1981-10-27,11.5
1981-10-28,11.375
1981-10-29,11.25
1981-10-30,11.25
1981-11-02,11.25
1981-11-03,11.25
1981-11-04,11.25
1981-11-05,11.25
1981-11-06,11.25
1981-11-09,11.375
1981-11-10,11.375
1981-11-11,11.375
1981-11-12,11.25
1981-11-13,11.25
1981-11-16,11.25
1981-11-17,11.25
1981-11-18,11.25
1981-11-19,11.25
1981-11-20,11.125
1981-11-23,11.125
1981-11-24,11.125
1981-11-25,11.25
1981-11-27,11.25
1981-11-30,11.125
1981-12-01,11.125
1981-12-02,11.125
1981-12-03,11.125
1981-12-04,11.125
1981-12-07,11.1875
1981-12-08,11.125
1981-12-09,11.125
1981-12-10,11.125
1981-12-11,11.125
1981-12-14,11.125
1981-12-15,11.125
1981-12-16,11.125
1981-12-17,11.125
1981-12-18,11.375
1981-12-21,11.375
1981-12-22,11.375
1981-12-23,11.6875
1981-12-24,11.5
1981-12-28,11.375
1981-12-29,11.375
1981-12-30,11.375
1981-12-31,11.375
1982-01-04,11.375
1982-01-05,11.375
1982-01-06,11.3125
1982-01-07,11.125
1982-01-08,11.125
1982-01-11,11.0
1982-01-12,11.0
1982-01-13,11.0
1982-01-14,11.0
1982-01-15,11.0
1982-01-18,11.0
1982-01-19,10.875
1982-01-20,10.75
1982-01-21,10.75
1982-01-22,10.75
1982-01-25,10.5
1982-01-26,10.25
1982-01-27,10.25
1982-01-28,10.25
1982-01-29,10.25
1982-02-01,10.125
1982-02-02,10.125
1982-02-03,10.125
1982-02-04,10.125
1982-02-05,10.125
1982-02-08,10.125
1982-02-09,10.125
1982-02-10,10.125
1982-02-11,10.125
1982-02-12,10.125
1982-02-16,10.125
1982-02-17,10.125
1982-02-18,10.125
1982-02-19,10.125
1982-02-22,10.125
1982-02-23,9.75
1982-02-24,9.375
1982-02-25,9.375
1982-02-26,9.375
1982-03-01,9.375
1982-03-02,9.375
1982-03-03,9.375
1982-03-04,9.375
1982-03-05,9.375
1982-03-08,9.25
1982-03-09,9.125
1982-03-10,9.25
1982-03-11,9.25
1982-03-12,9.25
1982-03-15,9.0
1982-03-16,9.0
1982-03-17,9.125
1982-03-18,9.125
1982-03-19,9.125
1982-03-22,9.375
1982-03-23,9.625
1982-03-24,9.75
1982-03-25,9.75
1982-03-26,9.75
1982-03-29,9.75
1982-03-30,9.875
1982-03-31,9.875
1982-04-01,9.875
1982-04-02,9.875
1982-04-05,9.875
1982-04-06,9.875
1982-04-07,9.875
1982-04-08,9.875
1982-04-12,9.875
1982-04-13,9.625
1982-04-14,9.625
1982-04-15,9.625
1982-04-16,9.625
1982-04-19,9.625
1982-04-20,9.625
1982-04-21,9.625
1982-04-22,9.75
1982-04-23,9.75
1982-04-26,9.75
1982-04-27,9.75
1982-04-28,9.75
1982-04-29,9.75
1982-04-30,9.75
1982-05-03,9.625
1982-05-04,9.5
1982-05-05,9.5
1982-05-06,9.5
1982-05-07,9.375
1982-05-10,9.25
1982-05-11,9.25
1982-05-12,9.25
1982-05-13,9.25
1982-05-14,9.125
1982-05-17,9.125
1982-05-18,9.125
1982-05-19,9.0
1982-05-20,8.875
1982-05-21,8.75
1982-05-24,8.75
1982-05-25,8.75
1982-05-26,8.75
1982-05-27,8.75
1982-05-28,8.875
1982-06-01,8.75
1982-06-02,8.75
1982-06-03,8.75
1982-06-04,8.75
1982-06-07,8.625
1982-06-08,8.625
1982-06-09,8.625
1982-06-10,8.625
1982-06-11,8.625
1982-06-14,8.625
1982-06-15,8.625
1982-06-16,8.625
1982-06-17,8.625
1982-06-18,8.5
1982-06-21,8.5
1982-06-22,8.5
1982-06-23,8.625
1982-06-24,8.625
1982-06-25,8.625
1982-06-28,8.625
1982-06-29,8.625
1982-06-30,8.625
1982-07-01,8.625
1982-07-02,8.625
1982-07-06,8.625
1982-07-07,8.5
1982-07-08,8.5
1982-07-09,8.5
1982-07-12,8.5
1982-07-13,8.5
1982-07-14,8.5
1982-07-15,8.5
1982-07-16,8.5
1982-07-19,8.375
1982-07-20,8.375
1982-07-21,8.375
1982-07-22,8.375
1982-07-23,8.25
1982-07-26,8.25
1982-07-27,8.25
1982-07-28,8.25
1982-07-29,8.25
1982-07-30,8.25
1982-08-02,8.25
1982-08-03,8.25
1982-08-04,8.125
1982-08-05,8.125
1982-08-06,8.0
1982-08-09,7.75
1982-08-10,7.375
1982-08-11,7.375
1982-08-12,7.375
1982-08-13,7.375
1982-08-16,7.375
1982-08-17,7.375
1982-08-18,7.375
1982-08-19,7.375
1982-08-20,7.375
1982-08-23,7.375
1982-08-24,7.375
1982-08-25,7.375
1982-08-26,8.0
1982-08-27,8.0
1982-08-30,7.875
1982-08-31,8.0
1982-09-01,7.875
1982-09-02,7.875
1982-09-03,7.875
1982-09-07,7.875
1982-09-08,8.0
1982-09-09,8.0
1982-09-10,8.125
1982-09-13,8.5
1982-09-14,8.625
1982-09-15,8.625
1982-09-16,8.75
1982-09-17,8.75
1982-09-20,8.625
1982-09-21,8.625
1982-09-22,8.75
1982-09-23,9.0
1982-09-24,9.0
1982-09-27,8.875
1982-09-28,8.875
1982-09-29,8.625
1982-09-30,8.625
1982-10-01,8.625
1982-10-04,8.625
1982-10-05,8.625
1982-10-06,8.625
1982-10-07,8.8125
1982-10-08,8.8125
1982-10-11,8.8125
1982-10-12,8.75
1982-10-13,8.75
1982-10-14,8.75
1982-10-15,8.75
1982-10-18,8.75
1982-10-19,8.75
1982-10-20,8.75
1982-10-21,8.75
1982-10-22,8.75
1982-10-25,8.75
1982-10-26,8.75
1982-10-27,8.75
1982-10-28,8.75
1982-10-29,8.75
1982-11-01,8.625
1982-11-02,8.625
1982-11-03,8.75
1982-11-04,8.625
1982-11-05,8.625
1982-11-08,8.625
1982-11-09,8.5
1982-11-10,8.125
1982-11-11,8.125
1982-11-12,8.125
1982-11-15,8.125
1982-11-16,8.0
1982-11-17,8.875
1982-11-18,9.125
1982-11-19,9.125
1982-11-22,9.125
1982-11-23,9.125
1982-11-24,9.0
1982-11-26,9.0
1982-11-29,9.0
1982-11-30,9.0
1982-12-01,9.125
1982-12-02,9.0
1982-12-03,9.75
1982-12-06,9.625
1982-12-07,9.375
1982-12-08,9.375
1982-12-09,9.25
1982-12-10,9.25
1982-12-13,9.375
1982-12-14,9.375
1982-12-15,9.125
1982-12-16,9.125
1982-12-17,9.25
1982-12-20,9.5
1982-12-21,9.5
1982-12-22,9.5
1982-12-23,9.5
