,SOI
2021-02-19,11.640000343322754
2021-02-22,11.880000114440918
2021-02-23,12.130000114440918
2021-02-24,12.069999694824219
2021-02-25,11.479999542236328
2021-02-26,11.8100004196167
2021-03-01,12.050000190734863
2021-03-02,11.630000114440918
2021-03-03,11.479999542236328
2021-03-04,11.829999923706055
2021-03-05,12.760000228881836
2021-03-08,13.279999732971191
2021-03-09,13.289999961853027
2021-03-10,14.020000457763672
2021-03-11,14.4399995803833
2021-03-12,14.619999885559082
2021-03-15,14.760000228881836
2021-03-16,14.5
2021-03-17,14.789999961853027
2021-03-18,14.5
2021-03-19,13.029999732971191
2021-03-22,12.5600004196167
2021-03-23,12.680000305175781
2021-03-24,12.819999694824219
2021-03-25,12.880000114440918
2021-03-26,13.069999694824219
2021-03-29,12.449999809265137
2021-03-30,12.260000228881836
2021-03-31,12.270000457763672
2021-04-01,12.819999694824219
2021-04-05,12.359999656677246
2021-04-06,12.279999732971191
2021-04-07,12.149999618530273
2021-04-08,12.3100004196167
2021-04-09,11.739999771118164
2021-04-12,11.5
2021-04-13,11.25
2021-04-14,11.720000267028809
2021-04-15,11.5
2021-04-16,11.199999809265137
2021-04-19,11.170000076293945
2021-04-20,10.739999771118164
2021-04-21,10.3100004196167
2021-04-22,10.15999984741211
2021-04-23,10.270000457763672
2021-04-26,10.399999618530273
2021-04-27,10.40999984741211
2021-04-28,11.0
2021-04-29,11.170000076293945
2021-04-30,10.9399995803833
2021-05-03,11.630000114440918
2021-05-04,10.609999656677246
2021-05-05,10.210000038146973
2021-05-06,10.140000343322754
2021-05-07,10.760000228881836
2021-05-10,10.319999694824219
2021-05-11,10.0
2021-05-12,10.170000076293945
2021-05-13,10.0
2021-05-14,10.329999923706055
