,CABA
2020-04-02,6.820000171661377
2020-04-03,6.730000019073486
2020-04-06,7.300000190734863
2020-04-07,6.650000095367432
2020-04-08,7.179999828338623
2020-04-09,7.480000019073486
2020-04-13,7.28000020980835
2020-04-14,7.380000114440918
2020-04-15,6.940000057220459
2020-04-16,6.690000057220459
2020-04-17,6.849999904632568
2020-04-20,6.650000095367432
2020-04-21,6.460000038146973
2020-04-22,6.75
2020-04-23,6.449999809265137
2020-04-24,6.389999866485596
2020-04-27,7.099999904632568
2020-04-28,7.179999828338623
2020-04-29,8.0600004196167
2020-04-30,7.25
2020-05-01,7.199999809265137
2020-05-04,6.900000095367432
2020-05-05,7.210000038146973
2020-05-06,7.429999828338623
2020-05-07,7.429999828338623
2020-05-08,7.659999847412109
2020-05-11,7.659999847412109
2020-05-12,6.909999847412109
2020-05-13,6.949999809265137
2020-05-14,6.960000038146973
2020-05-15,7.050000190734863
2020-05-18,7.119999885559082
2020-05-19,7.079999923706055
2020-05-20,7.46999979019165
2020-05-21,7.460000038146973
2020-05-22,7.380000114440918
2020-05-26,7.510000228881836
2020-05-27,8.180000305175781
2020-05-28,8.319999694824219
2020-05-29,8.550000190734863
2020-06-01,8.609999656677246
2020-06-02,8.399999618530273
2020-06-03,7.900000095367432
2020-06-04,8.130000114440918
2020-06-05,8.470000267028809
2020-06-08,8.75
2020-06-09,8.460000038146973
2020-06-10,8.5600004196167
2020-06-11,7.050000190734863
2020-06-12,7.809999942779541
2020-06-15,7.480000019073486
2020-06-16,7.610000133514404
2020-06-17,7.320000171661377
2020-06-18,7.309999942779541
2020-06-19,8.569999694824219
2020-06-22,7.869999885559082
2020-06-23,8.069999694824219
2020-06-24,8.1899995803833
2020-06-25,9.779999732971191
2020-06-26,10.920000076293945
2020-06-29,11.279999732971191
2020-06-30,11.140000343322754
2020-07-01,11.279999732971191
2020-07-02,11.3100004196167
2020-07-06,11.350000381469727
2020-07-07,11.210000038146973
2020-07-08,11.229999542236328
2020-07-09,11.449999809265137
2020-07-10,11.329999923706055
2020-07-13,10.920000076293945
2020-07-14,10.970000267028809
2020-07-15,11.899999618530273
2020-07-16,11.949999809265137
2020-07-17,13.239999771118164
2020-07-20,14.40999984741211
2020-07-21,12.970000267028809
2020-07-22,12.819999694824219
2020-07-23,12.890000343322754
2020-07-24,12.34000015258789
2020-07-27,12.600000381469727
2020-07-28,13.029999732971191
2020-07-29,12.135000228881836
2020-07-30,11.399999618530273
2020-07-31,11.430000305175781
2020-08-03,12.130000114440918
2020-08-04,12.270000457763672
2020-08-05,11.770000457763672
2020-08-06,12.550000190734863
2020-08-07,12.520000457763672
2020-08-10,13.09000015258789
2020-08-11,12.3100004196167
2020-08-12,11.670000076293945
2020-08-13,11.479999542236328
2020-08-14,11.460000038146973
2020-08-17,12.149999618530273
2020-08-18,12.09000015258789
2020-08-19,11.649999618530273
2020-08-20,11.6899995803833
2020-08-21,11.989999771118164
2020-08-24,11.239999771118164
2020-08-25,11.350000381469727
2020-08-26,11.0600004196167
2020-08-27,10.789999961853027
2020-08-28,11.0
2020-08-31,10.550000190734863
2020-09-01,9.800000190734863
2020-09-02,10.149999618530273
2020-09-03,10.069999694824219
2020-09-04,9.90999984741211
2020-09-08,10.6899995803833
2020-09-09,10.649999618530273
2020-09-10,10.329999923706055
2020-09-11,10.649999618530273
2020-09-14,12.010000228881836
2020-09-15,11.600000381469727
2020-09-16,12.010000228881836
2020-09-17,11.770000457763672
2020-09-18,11.680000305175781
2020-09-21,10.779999732971191
2020-09-22,10.869999885559082
2020-09-23,9.75
2020-09-24,9.710000038146973
2020-09-25,10.4399995803833
2020-09-28,10.4399995803833
2020-09-29,10.470000267028809
2020-09-30,10.84000015258789
2020-10-01,10.039999961853027
2020-10-02,9.8100004196167
2020-10-05,11.199999809265137
2020-10-06,10.90999984741211
2020-10-07,10.989999771118164
2020-10-08,11.0
2020-10-09,10.8100004196167
2020-10-12,11.279999732971191
2020-10-13,11.699999809265137
2020-10-14,10.970000267028809
2020-10-15,11.109999656677246
2020-10-16,12.149999618530273
2020-10-19,12.050000190734863
2020-10-20,11.970000267028809
2020-10-21,11.550000190734863
2020-10-22,11.59000015258789
2020-10-23,12.0600004196167
2020-10-26,11.949999809265137
2020-10-27,11.84000015258789
2020-10-28,11.819999694824219
2020-10-29,12.220000267028809
2020-10-30,11.569999694824219
2020-11-02,11.449999809265137
2020-11-03,12.319999694824219
2020-11-04,12.140000343322754
2020-11-05,12.539999961853027
2020-11-06,13.289999961853027
2020-11-09,13.079999923706055
2020-11-10,13.489999771118164
2020-11-11,13.949999809265137
2020-11-12,13.75
2020-11-13,14.010000228881836
2020-11-16,14.020000457763672
2020-11-17,13.529999732971191
2020-11-18,12.640000343322754
2020-11-19,13.430000305175781
2020-11-20,14.109999656677246
2020-11-23,14.350000381469727
2020-11-24,14.399999618530273
2020-11-25,14.09000015258789
2020-11-27,15.029999732971191
2020-11-30,14.880000114440918
2020-12-01,14.869999885559082
2020-12-02,15.380000114440918
2020-12-03,14.949999809265137
2020-12-04,15.529999732971191
2020-12-07,15.800000190734863
2020-12-08,15.65999984741211
2020-12-09,15.460000038146973
2020-12-10,15.600000381469727
2020-12-11,14.970000267028809
2020-12-14,14.850000381469727
2020-12-15,14.920000076293945
2020-12-16,13.699999809265137
2020-12-17,14.180000305175781
2020-12-18,12.989999771118164
2020-12-21,12.5
2020-12-22,12.829999923706055
2020-12-23,12.729999542236328
2020-12-24,12.329999923706055
2020-12-28,12.5600004196167
2020-12-29,12.470000267028809
2020-12-30,12.25
2020-12-31,12.479999542236328
2021-01-04,12.880000114440918
2021-01-05,12.720000267028809
2021-01-06,12.930000305175781
2021-01-07,13.069999694824219
2021-01-08,13.300000190734863
2021-01-11,13.550000190734863
2021-01-12,14.529999732971191
2021-01-13,13.75
2021-01-14,13.619999885559082
2021-01-15,13.039999961853027
2021-01-19,14.329999923706055
2021-01-20,13.479999542236328
2021-01-21,12.760000228881836
2021-01-22,14.220000267028809
2021-01-25,14.039999961853027
2021-01-26,12.779999732971191
2021-01-27,12.380000114440918
2021-01-28,12.550000190734863
2021-01-29,13.029999732971191
2021-02-01,12.75
2021-02-02,12.970000267028809
2021-02-03,13.0
2021-02-04,12.930000305175781
2021-02-05,12.779999732971191
2021-02-08,13.029999732971191
2021-02-09,12.859999656677246
2021-02-10,12.40999984741211
2021-02-11,12.5
2021-02-12,12.199999809265137
2021-02-16,11.710000038146973
2021-02-17,11.760000228881836
2021-02-18,11.369999885559082
2021-02-19,11.770000457763672
2021-02-22,11.199999809265137
2021-02-23,11.359999656677246
2021-02-24,11.779999732971191
2021-02-25,11.149999618530273
2021-02-26,10.869999885559082
2021-03-01,11.470000267028809
2021-03-02,11.229999542236328
2021-03-03,11.5600004196167
2021-03-04,10.390000343322754
2021-03-05,10.800000190734863
2021-03-08,11.260000228881836
2021-03-09,12.09000015258789
2021-03-10,12.050000190734863
2021-03-11,12.380000114440918
2021-03-12,11.90999984741211
2021-03-15,11.779999732971191
2021-03-16,11.84000015258789
2021-03-17,11.979999542236328
2021-03-18,11.479999542236328
2021-03-19,11.3100004196167
2021-03-22,12.0600004196167
2021-03-23,11.109999656677246
2021-03-24,10.84000015258789
2021-03-25,10.9399995803833
2021-03-26,10.829999923706055
2021-03-29,10.75
2021-03-30,10.529999732971191
2021-03-31,11.100000381469727
2021-04-01,11.729999542236328
2021-04-05,11.600000381469727
2021-04-06,11.210000038146973
2021-04-07,10.550000190734863
2021-04-08,10.84000015258789
2021-04-09,10.760000228881836
2021-04-12,10.579999923706055
2021-04-13,10.850000381469727
2021-04-14,11.25
2021-04-15,10.75
2021-04-16,10.699999809265137
2021-04-19,10.75
2021-04-20,10.789999961853027
2021-04-21,11.140000343322754
2021-04-22,11.319999694824219
2021-04-23,10.229999542236328
2021-04-26,11.0600004196167
2021-04-27,11.220000267028809
2021-04-28,11.3100004196167
2021-04-29,11.399999618530273
2021-04-30,11.130000114440918
2021-05-03,10.720000267028809
2021-05-04,10.390000343322754
2021-05-05,9.699999809265137
2021-05-06,9.1899995803833
2021-05-07,9.569999694824219
2021-05-10,9.140000343322754
2021-05-11,9.390000343322754
2021-05-12,9.479999542236328
2021-05-13,8.779999732971191
2021-05-14,9.25
