,RIO
2014-11-12,47.68000030517578
2014-11-13,47.68000030517578
2014-11-14,48.06999969482422
2014-11-17,48.20000076293945
2014-11-18,47.2599983215332
2014-11-19,46.16999816894531
2014-11-20,45.310001373291016
2014-11-21,47.5099983215332
2014-11-24,47.0
2014-11-25,47.029998779296875
2014-11-26,47.43000030517578
2014-11-28,46.599998474121094
2014-12-01,46.560001373291016
2014-12-02,46.209999084472656
2014-12-03,47.25
2014-12-04,45.95000076293945
2014-12-05,45.290000915527344
2014-12-08,44.91999816894531
2014-12-09,44.959999084472656
2014-12-10,43.7599983215332
2014-12-11,42.900001525878906
2014-12-12,41.779998779296875
2014-12-15,40.70000076293945
2014-12-16,42.060001373291016
2014-12-17,44.06999969482422
2014-12-18,44.31999969482422
2014-12-19,45.380001068115234
2014-12-22,44.54999923706055
2014-12-23,44.88999938964844
2014-12-24,45.02000045776367
2014-12-26,45.84000015258789
2014-12-29,45.790000915527344
2014-12-30,46.56999969482422
2014-12-31,46.060001373291016
2015-01-02,45.720001220703125
2015-01-05,44.43000030517578
2015-01-06,44.959999084472656
2015-01-07,45.380001068115234
2015-01-08,45.689998626708984
2015-01-09,45.529998779296875
2015-01-12,44.56999969482422
2015-01-13,43.880001068115234
2015-01-14,42.95000076293945
2015-01-15,43.099998474121094
2015-01-16,44.20000076293945
2015-01-20,43.970001220703125
2015-01-21,44.560001373291016
2015-01-22,44.900001525878906
2015-01-23,43.08000183105469
2015-01-26,43.66999816894531
2015-01-27,43.7599983215332
2015-01-28,43.27000045776367
2015-01-29,44.290000915527344
2015-01-30,44.130001068115234
2015-02-02,45.18000030517578
2015-02-03,47.33000183105469
2015-02-04,46.27000045776367
2015-02-05,47.439998626708984
2015-02-06,46.2400016784668
2015-02-09,47.0
2015-02-10,45.790000915527344
2015-02-11,45.79999923706055
2015-02-12,47.150001525878906
2015-02-13,49.369998931884766
2015-02-17,49.369998931884766
2015-02-18,49.349998474121094
2015-02-19,49.61000061035156
2015-02-20,49.939998626708984
2015-02-23,48.56999969482422
2015-02-24,49.41999816894531
2015-02-25,49.16999816894531
2015-02-26,49.29999923706055
2015-02-27,49.33000183105469
2015-03-02,48.470001220703125
2015-03-03,48.25
2015-03-04,46.119998931884766
2015-03-05,45.470001220703125
2015-03-06,44.22999954223633
2015-03-09,44.119998931884766
2015-03-10,42.90999984741211
2015-03-11,42.529998779296875
2015-03-12,42.68000030517578
2015-03-13,41.900001525878906
2015-03-16,42.5099983215332
2015-03-17,42.54999923706055
2015-03-18,42.939998626708984
2015-03-19,42.08000183105469
2015-03-20,43.58000183105469
2015-03-23,44.189998626708984
2015-03-24,43.040000915527344
2015-03-25,43.29999923706055
2015-03-26,42.720001220703125
2015-03-27,41.880001068115234
2015-03-30,42.369998931884766
2015-03-31,41.400001525878906
2015-04-01,41.099998474121094
2015-04-02,41.20000076293945
2015-04-06,41.68000030517578
2015-04-07,42.47999954223633
2015-04-08,42.54999923706055
2015-04-09,42.130001068115234
2015-04-10,41.45000076293945
2015-04-13,40.959999084472656
2015-04-14,42.81999969482422
2015-04-15,42.59000015258789
2015-04-16,42.45000076293945
2015-04-17,42.02000045776367
2015-04-20,42.599998474121094
2015-04-21,41.709999084472656
2015-04-22,43.38999938964844
2015-04-23,44.869998931884766
2015-04-24,45.720001220703125
2015-04-27,45.630001068115234
2015-04-28,45.68000030517578
2015-04-29,45.15999984741211
2015-04-30,44.790000915527344
2015-05-01,45.869998931884766
2015-05-04,45.790000915527344
2015-05-05,45.90999984741211
2015-05-06,45.66999816894531
2015-05-07,45.619998931884766
2015-05-08,46.11000061035156
2015-05-11,46.880001068115234
2015-05-12,46.77000045776367
2015-05-13,46.47999954223633
2015-05-14,46.36000061035156
2015-05-15,46.130001068115234
2015-05-18,45.63999938964844
2015-05-19,44.25
2015-05-20,44.630001068115234
2015-05-21,44.970001220703125
2015-05-22,44.880001068115234
2015-05-26,44.29999923706055
2015-05-27,44.43000030517578
2015-05-28,44.13999938964844
2015-05-29,43.77000045776367
2015-06-01,43.16999816894531
2015-06-02,44.689998626708984
2015-06-03,44.099998474121094
2015-06-04,43.84000015258789
2015-06-05,43.630001068115234
2015-06-08,43.25
2015-06-09,42.41999816894531
2015-06-10,43.900001525878906
2015-06-11,44.16999816894531
2015-06-12,44.040000915527344
2015-06-15,43.61000061035156
2015-06-16,43.0099983215332
2015-06-17,43.27000045776367
2015-06-18,43.68000030517578
2015-06-19,43.15999984741211
2015-06-22,43.529998779296875
2015-06-23,43.79999923706055
2015-06-24,43.59000015258789
2015-06-25,42.900001525878906
2015-06-26,42.84000015258789
2015-06-29,42.040000915527344
2015-06-30,41.209999084472656
2015-07-01,40.72999954223633
2015-07-02,41.040000915527344
2015-07-06,40.13999938964844
2015-07-07,39.720001220703125
2015-07-08,38.16999816894531
2015-07-09,38.529998779296875
2015-07-10,39.13999938964844
2015-07-13,40.66999816894531
2015-07-14,40.5099983215332
2015-07-15,40.470001220703125
2015-07-16,40.810001373291016
2015-07-17,40.349998474121094
2015-07-20,40.0099983215332
2015-07-21,39.9900016784668
2015-07-22,39.029998779296875
2015-07-23,38.529998779296875
2015-07-24,37.38999938964844
2015-07-27,36.970001220703125
2015-07-28,37.779998779296875
2015-07-29,38.4900016784668
2015-07-30,38.20000076293945
2015-07-31,38.619998931884766
2015-08-03,37.77000045776367
2015-08-04,38.5
2015-08-05,39.470001220703125
2015-08-06,40.27000045776367
2015-08-07,39.79999923706055
2015-08-10,41.599998474121094
2015-08-11,40.06999969482422
2015-08-12,39.290000915527344
2015-08-13,38.439998626708984
2015-08-14,38.59000015258789
2015-08-17,38.2400016784668
2015-08-18,37.77000045776367
2015-08-19,36.56999969482422
2015-08-20,36.7400016784668
2015-08-21,35.9900016784668
2015-08-24,34.13999938964844
2015-08-25,34.29999923706055
2015-08-26,34.709999084472656
2015-08-27,36.560001373291016
2015-08-28,36.599998474121094
2015-08-31,36.720001220703125
2015-09-01,34.31999969482422
2015-09-02,35.20000076293945
2015-09-03,35.59000015258789
2015-09-04,34.22999954223633
2015-09-08,35.93000030517578
2015-09-09,35.9900016784668
2015-09-10,36.380001068115234
2015-09-11,37.209999084472656
2015-09-14,37.439998626708984
2015-09-15,36.900001525878906
2015-09-16,37.209999084472656
2015-09-17,36.7599983215332
2015-09-18,35.52000045776367
2015-09-21,35.31999969482422
2015-09-22,34.040000915527344
2015-09-23,33.540000915527344
2015-09-24,34.02000045776367
2015-09-25,33.599998474121094
2015-09-28,32.060001373291016
2015-09-29,32.650001525878906
2015-09-30,33.81999969482422
2015-10-01,33.7599983215332
2015-10-02,34.779998779296875
2015-10-05,35.27000045776367
2015-10-06,35.41999816894531
2015-10-07,38.189998626708984
2015-10-08,38.810001373291016
2015-10-09,39.7400016784668
2015-10-12,38.95000076293945
2015-10-13,38.16999816894531
2015-10-14,39.2400016784668
2015-10-15,39.209999084472656
2015-10-16,38.36000061035156
2015-10-19,37.7599983215332
2015-10-20,37.5
2015-10-21,37.18000030517578
2015-10-22,37.959999084472656
2015-10-23,38.290000915527344
2015-10-26,37.79999923706055
2015-10-27,37.0099983215332
2015-10-28,36.70000076293945
2015-10-29,35.86000061035156
2015-10-30,36.5099983215332
2015-11-02,36.150001525878906
2015-11-03,36.40999984741211
2015-11-04,36.400001525878906
2015-11-05,34.939998626708984
2015-11-06,34.720001220703125
2015-11-09,34.7599983215332
2015-11-10,35.2599983215332
2015-11-11,34.95000076293945
2015-11-12,33.9900016784668
2015-11-13,34.2400016784668
2015-11-16,34.189998626708984
2015-11-17,33.43000030517578
2015-11-18,34.630001068115234
2015-11-19,34.95000076293945
2015-11-20,34.68000030517578
2015-11-23,34.220001220703125
2015-11-24,34.33000183105469
2015-11-25,33.66999816894531
2015-11-27,33.11000061035156
2015-11-30,33.08000183105469
2015-12-01,33.400001525878906
2015-12-02,32.47999954223633
2015-12-03,31.799999237060547
2015-12-04,31.75
2015-12-07,31.010000228881836
2015-12-08,28.5
2015-12-09,29.40999984741211
2015-12-10,29.899999618530273
2015-12-11,28.530000686645508
2015-12-14,28.149999618530273
2015-12-15,28.18000030517578
2015-12-16,28.959999084472656
2015-12-17,27.520000457763672
2015-12-18,27.3799991607666
2015-12-21,27.639999389648438
2015-12-22,28.260000228881836
2015-12-23,29.860000610351562
2015-12-24,29.719999313354492
2015-12-28,29.399999618530273
2015-12-29,29.270000457763672
2015-12-30,29.09000015258789
2015-12-31,29.1200008392334
2016-01-04,28.40999984741211
2016-01-05,28.649999618530273
2016-01-06,27.030000686645508
2016-01-07,25.809999465942383
2016-01-08,25.06999969482422
2016-01-11,24.739999771118164
2016-01-12,24.020000457763672
2016-01-13,23.809999465942383
2016-01-14,25.200000762939453
2016-01-15,23.6200008392334
2016-01-19,23.31999969482422
2016-01-20,22.700000762939453
2016-01-21,23.8700008392334
2016-01-22,23.770000457763672
2016-01-25,22.829999923706055
2016-01-26,24.389999389648438
2016-01-27,24.100000381469727
2016-01-28,24.459999084472656
2016-01-29,24.649999618530273
2016-02-01,24.5
2016-02-02,23.25
2016-02-03,25.049999237060547
2016-02-04,26.959999084472656
2016-02-05,26.209999084472656
2016-02-08,26.43000030517578
2016-02-09,25.360000610351562
2016-02-10,25.25
2016-02-11,24.59000015258789
2016-02-12,26.520000457763672
2016-02-16,26.84000015258789
2016-02-17,27.6299991607666
2016-02-18,27.15999984741211
2016-02-19,27.3700008392334
2016-02-22,29.110000610351562
2016-02-23,27.989999771118164
2016-02-24,25.950000762939453
2016-02-25,25.65999984741211
2016-02-26,25.520000457763672
2016-02-29,26.100000381469727
2016-03-01,26.959999084472656
2016-03-02,28.559999465942383
2016-03-03,28.889999389648438
2016-03-04,30.31999969482422
2016-03-07,31.950000762939453
2016-03-08,28.979999542236328
2016-03-09,29.059999465942383
2016-03-10,28.59000015258789
2016-03-11,29.110000610351562
2016-03-14,28.739999771118164
2016-03-15,27.290000915527344
2016-03-16,28.389999389648438
2016-03-17,29.459999084472656
2016-03-18,29.1299991607666
2016-03-21,28.90999984741211
2016-03-22,28.350000381469727
2016-03-23,27.670000076293945
2016-03-24,27.709999084472656
2016-03-28,27.739999771118164
2016-03-29,27.600000381469727
2016-03-30,28.530000686645508
2016-03-31,28.270000457763672
2016-04-01,28.170000076293945
2016-04-04,27.790000915527344
2016-04-05,27.31999969482422
2016-04-06,27.56999969482422
2016-04-07,26.93000030517578
2016-04-08,27.989999771118164
2016-04-11,28.899999618530273
2016-04-12,29.940000534057617
2016-04-13,31.8799991607666
2016-04-14,31.899999618530273
2016-04-15,31.670000076293945
2016-04-18,32.459999084472656
2016-04-19,33.79999923706055
2016-04-20,35.41999816894531
2016-04-21,34.04999923706055
2016-04-22,33.560001373291016
2016-04-25,32.38999938964844
2016-04-26,32.709999084472656
2016-04-27,32.880001068115234
2016-04-28,33.380001068115234
2016-04-29,33.65999984741211
2016-05-02,33.5
2016-05-03,31.420000076293945
2016-05-04,30.549999237060547
2016-05-05,30.5
2016-05-06,30.899999618530273
2016-05-09,28.469999313354492
2016-05-10,29.59000015258789
2016-05-11,29.399999618530273
2016-05-12,28.700000762939453
2016-05-13,28.290000915527344
2016-05-16,29.020000457763672
2016-05-17,29.440000534057617
2016-05-18,28.459999084472656
2016-05-19,28.790000915527344
2016-05-20,28.309999465942383
2016-05-23,28.34000015258789
2016-05-24,28.639999389648438
2016-05-25,29.5
2016-05-26,28.920000076293945
2016-05-27,28.729999542236328
2016-05-31,28.040000915527344
2016-06-01,27.520000457763672
2016-06-02,27.579999923706055
2016-06-03,28.34000015258789
2016-06-06,29.829999923706055
2016-06-07,29.389999389648438
2016-06-08,29.93000030517578
2016-06-09,28.75
2016-06-10,27.940000534057617
2016-06-13,28.06999969482422
2016-06-14,27.31999969482422
2016-06-15,28.309999465942383
2016-06-16,28.450000762939453
2016-06-17,29.190000534057617
2016-06-20,30.049999237060547
2016-06-21,30.170000076293945
2016-06-22,30.34000015258789
2016-06-23,31.09000015258789
2016-06-24,28.760000228881836
2016-06-27,28.010000228881836
2016-06-28,28.959999084472656
2016-06-29,29.950000762939453
2016-06-30,31.299999237060547
2016-07-01,31.56999969482422
2016-07-05,30.5
2016-07-06,30.889999389648438
2016-07-07,30.280000686645508
2016-07-08,31.59000015258789
2016-07-11,32.130001068115234
2016-07-12,33.189998626708984
2016-07-13,33.13999938964844
2016-07-14,33.470001220703125
2016-07-15,32.86000061035156
2016-07-18,32.9900016784668
2016-07-19,31.190000534057617
2016-07-20,30.799999237060547
2016-07-21,31.56999969482422
2016-07-22,31.350000381469727
2016-07-25,31.06999969482422
2016-07-26,32.38999938964844
2016-07-27,32.81999969482422
2016-07-28,32.84000015258789
2016-07-29,32.81999969482422
2016-08-01,32.68000030517578
2016-08-02,32.790000915527344
2016-08-03,33.02000045776367
2016-08-04,32.459999084472656
2016-08-05,32.7400016784668
2016-08-08,33.27000045776367
2016-08-09,32.869998931884766
2016-08-10,32.06999969482422
2016-08-11,32.459999084472656
2016-08-12,31.079999923706055
2016-08-15,31.729999542236328
2016-08-16,32.400001525878906
2016-08-17,32.220001220703125
2016-08-18,32.630001068115234
2016-08-19,32.060001373291016
2016-08-22,31.610000610351562
2016-08-23,32.130001068115234
2016-08-24,31.5
2016-08-25,31.81999969482422
2016-08-26,31.540000915527344
2016-08-29,31.690000534057617
2016-08-30,30.600000381469727
2016-08-31,30.170000076293945
2016-09-01,30.780000686645508
2016-09-02,31.1299991607666
2016-09-06,31.579999923706055
2016-09-07,31.040000915527344
2016-09-08,31.469999313354492
2016-09-09,30.739999771118164
2016-09-12,31.1200008392334
2016-09-13,29.799999237060547
2016-09-14,30.31999969482422
2016-09-15,30.489999771118164
2016-09-16,29.899999618530273
2016-09-19,30.799999237060547
2016-09-20,30.90999984741211
2016-09-21,32.040000915527344
2016-09-22,32.52000045776367
2016-09-23,32.40999984741211
2016-09-26,32.16999816894531
2016-09-27,32.22999954223633
2016-09-28,33.7400016784668
2016-09-29,33.70000076293945
2016-09-30,33.400001525878906
2016-10-03,33.560001373291016
2016-10-04,33.099998474121094
2016-10-05,33.720001220703125
2016-10-06,33.18000030517578
2016-10-07,33.15999984741211
2016-10-10,33.709999084472656
2016-10-11,32.58000183105469
2016-10-12,32.810001373291016
2016-10-13,31.809999465942383
2016-10-14,31.770000457763672
2016-10-17,31.809999465942383
2016-10-18,32.54999923706055
2016-10-19,32.619998931884766
2016-10-20,32.41999816894531
2016-10-21,32.869998931884766
2016-10-24,33.119998931884766
2016-10-25,34.119998931884766
2016-10-26,34.209999084472656
2016-10-27,34.2400016784668
2016-10-28,34.529998779296875
2016-10-31,34.849998474121094
2016-11-01,34.68000030517578
2016-11-02,34.45000076293945
2016-11-03,34.560001373291016
2016-11-04,33.93000030517578
2016-11-07,35.279998779296875
2016-11-08,35.720001220703125
2016-11-09,38.2400016784668
2016-11-10,39.290000915527344
2016-11-11,39.08000183105469
2016-11-14,39.650001525878906
2016-11-15,38.130001068115234
2016-11-16,37.36000061035156
2016-11-17,37.560001373291016
2016-11-18,36.54999923706055
2016-11-21,37.5099983215332
2016-11-22,39.0
2016-11-23,39.38999938964844
2016-11-25,39.349998474121094
2016-11-28,39.45000076293945
2016-11-29,38.34000015258789
2016-11-30,37.90999984741211
2016-12-01,38.349998474121094
2016-12-02,39.02000045776367
2016-12-05,39.4900016784668
2016-12-06,39.25
2016-12-07,41.529998779296875
2016-12-08,42.119998931884766
2016-12-09,41.150001525878906
2016-12-12,41.5
2016-12-13,40.83000183105469
2016-12-14,40.040000915527344
2016-12-15,39.25
2016-12-16,38.7599983215332
2016-12-19,38.18000030517578
2016-12-20,39.08000183105469
2016-12-21,38.880001068115234
2016-12-22,38.18000030517578
2016-12-23,38.119998931884766
2016-12-27,38.349998474121094
2016-12-28,38.869998931884766
2016-12-29,38.900001525878906
2016-12-30,38.459999084472656
2017-01-03,38.959999084472656
2017-01-04,39.209999084472656
2017-01-05,39.31999969482422
2017-01-06,38.38999938964844
2017-01-09,38.36000061035156
2017-01-10,41.0
2017-01-11,41.70000076293945
2017-01-12,42.130001068115234
2017-01-13,42.040000915527344
2017-01-17,42.459999084472656
2017-01-18,43.33000183105469
2017-01-19,43.0099983215332
2017-01-20,42.93000030517578
2017-01-23,43.810001373291016
2017-01-24,45.70000076293945
2017-01-25,45.959999084472656
2017-01-26,44.86000061035156
2017-01-27,45.349998474121094
2017-01-30,44.38999938964844
2017-01-31,44.790000915527344
2017-02-01,45.439998626708984
2017-02-02,44.61000061035156
2017-02-03,42.66999816894531
2017-02-06,42.779998779296875
2017-02-07,43.02000045776367
2017-02-08,42.939998626708984
2017-02-09,43.13999938964844
2017-02-10,45.40999984741211
2017-02-13,46.650001525878906
2017-02-14,46.25
2017-02-15,45.93000030517578
2017-02-16,46.130001068115234
2017-02-17,45.5
2017-02-21,46.150001525878906
2017-02-22,44.34000015258789
2017-02-23,42.5099983215332
2017-02-24,41.689998626708984
2017-02-27,41.83000183105469
2017-02-28,41.52000045776367
2017-03-01,42.90999984741211
2017-03-02,41.22999954223633
2017-03-03,41.790000915527344
2017-03-06,40.68000030517578
2017-03-07,40.619998931884766
2017-03-08,39.900001525878906
2017-03-09,39.40999984741211
2017-03-10,39.38999938964844
2017-03-13,40.849998474121094
2017-03-14,40.54999923706055
2017-03-15,43.060001373291016
2017-03-16,42.93000030517578
2017-03-17,43.029998779296875
2017-03-20,43.2599983215332
2017-03-21,41.0099983215332
2017-03-22,41.560001373291016
2017-03-23,41.33000183105469
2017-03-24,40.84000015258789
2017-03-27,40.22999954223633
2017-03-28,40.86000061035156
2017-03-29,40.880001068115234
2017-03-30,41.08000183105469
2017-03-31,40.68000030517578
2017-04-03,40.470001220703125
2017-04-04,41.029998779296875
2017-04-05,40.75
2017-04-06,40.97999954223633
2017-04-07,40.61000061035156
2017-04-10,40.869998931884766
2017-04-11,41.439998626708984
2017-04-12,39.279998779296875
2017-04-13,38.939998626708984
2017-04-17,39.0099983215332
2017-04-18,38.619998931884766
2017-04-19,38.52000045776367
2017-04-20,39.56999969482422
2017-04-21,39.529998779296875
2017-04-24,40.11000061035156
2017-04-25,40.34000015258789
2017-04-26,40.08000183105469
2017-04-27,39.529998779296875
2017-04-28,39.81999969482422
2017-05-01,40.06999969482422
2017-05-02,39.84000015258789
2017-05-03,38.369998931884766
2017-05-04,38.06999969482422
2017-05-05,38.900001525878906
2017-05-08,38.470001220703125
2017-05-09,38.47999954223633
2017-05-10,38.810001373291016
2017-05-11,38.77000045776367
2017-05-12,38.689998626708984
2017-05-15,39.189998626708984
2017-05-16,40.45000076293945
2017-05-17,40.099998474121094
2017-05-18,40.40999984741211
2017-05-19,41.380001068115234
2017-05-22,42.130001068115234
2017-05-23,41.86000061035156
2017-05-24,41.5
2017-05-25,41.38999938964844
2017-05-26,40.97999954223633
2017-05-30,41.29999923706055
2017-05-31,40.310001373291016
2017-06-01,40.650001525878906
2017-06-02,40.79999923706055
2017-06-05,40.40999984741211
2017-06-06,40.959999084472656
2017-06-07,41.2400016784668
2017-06-08,42.11000061035156
2017-06-09,41.72999954223633
2017-06-12,41.040000915527344
2017-06-13,41.15999984741211
2017-06-14,39.88999938964844
2017-06-15,39.349998474121094
2017-06-16,39.29999923706055
2017-06-19,39.25
2017-06-20,38.0
2017-06-21,38.31999969482422
2017-06-22,38.709999084472656
2017-06-23,39.16999816894531
2017-06-26,39.279998779296875
2017-06-27,40.189998626708984
2017-06-28,41.16999816894531
2017-06-29,41.84000015258789
2017-06-30,42.310001373291016
2017-07-03,43.599998474121094
2017-07-05,43.290000915527344
2017-07-06,43.13999938964844
2017-07-07,43.5
2017-07-10,44.220001220703125
2017-07-11,44.720001220703125
2017-07-12,44.689998626708984
2017-07-13,44.560001373291016
2017-07-14,45.16999816894531
2017-07-17,45.45000076293945
2017-07-18,45.47999954223633
2017-07-19,45.36000061035156
2017-07-20,44.540000915527344
2017-07-21,44.13999938964844
2017-07-24,43.900001525878906
2017-07-25,45.93000030517578
2017-07-26,46.02000045776367
2017-07-27,45.869998931884766
2017-07-28,46.61000061035156
2017-07-31,47.380001068115234
2017-08-01,47.130001068115234
2017-08-02,46.0099983215332
2017-08-03,46.18000030517578
2017-08-04,46.83000183105469
2017-08-07,47.849998474121094
2017-08-08,47.290000915527344
2017-08-09,46.15999984741211
2017-08-10,45.369998931884766
2017-08-11,44.61000061035156
2017-08-14,44.7599983215332
2017-08-15,44.209999084472656
2017-08-16,45.2400016784668
2017-08-17,44.31999969482422
2017-08-18,44.63999938964844
2017-08-21,45.20000076293945
2017-08-22,46.150001525878906
2017-08-23,47.310001373291016
2017-08-24,47.59000015258789
2017-08-25,47.689998626708984
2017-08-28,48.029998779296875
2017-08-29,48.11000061035156
2017-08-30,47.90999984741211
2017-08-31,49.08000183105469
2017-09-01,49.529998779296875
2017-09-05,48.84000015258789
2017-09-06,49.150001525878906
2017-09-07,49.529998779296875
2017-09-08,48.27000045776367
2017-09-11,49.2400016784668
2017-09-12,49.65999984741211
2017-09-13,48.84000015258789
2017-09-14,47.959999084472656
2017-09-15,47.630001068115234
2017-09-18,48.2400016784668
2017-09-19,48.45000076293945
2017-09-20,47.81999969482422
2017-09-21,47.849998474121094
2017-09-22,47.81999969482422
2017-09-25,47.08000183105469
2017-09-26,46.61000061035156
2017-09-27,46.95000076293945
2017-09-28,46.95000076293945
2017-09-29,47.189998626708984
2017-10-02,47.93000030517578
2017-10-03,48.38999938964844
2017-10-04,48.52000045776367
2017-10-05,48.72999954223633
2017-10-06,49.08000183105469
2017-10-09,48.06999969482422
2017-10-10,48.2599983215332
2017-10-11,47.75
2017-10-12,48.08000183105469
2017-10-13,50.0099983215332
2017-10-16,50.02000045776367
2017-10-17,49.790000915527344
2017-10-18,48.02000045776367
2017-10-19,48.130001068115234
2017-10-20,48.369998931884766
2017-10-23,47.959999084472656
2017-10-24,47.97999954223633
2017-10-25,47.099998474121094
2017-10-26,47.209999084472656
2017-10-27,47.45000076293945
2017-10-30,47.33000183105469
2017-10-31,47.93000030517578
2017-11-01,49.029998779296875
2017-11-02,49.47999954223633
2017-11-03,49.2400016784668
2017-11-06,50.38999938964844
2017-11-07,49.88999938964844
2017-11-08,50.5
2017-11-09,49.119998931884766
2017-11-10,49.5099983215332
2017-11-13,49.20000076293945
2017-11-14,48.0
2017-11-15,47.560001373291016
2017-11-16,47.630001068115234
2017-11-17,47.59000015258789
2017-11-20,47.81999969482422
2017-11-21,48.04999923706055
2017-11-22,49.0099983215332
2017-11-24,49.43000030517578
2017-11-27,48.880001068115234
2017-11-28,48.709999084472656
2017-11-29,47.88999938964844
2017-11-30,47.900001525878906
2017-12-01,48.29999923706055
2017-12-04,48.290000915527344
2017-12-05,47.20000076293945
2017-12-06,47.45000076293945
2017-12-07,47.060001373291016
2017-12-08,47.16999816894531
2017-12-11,47.95000076293945
2017-12-12,47.70000076293945
2017-12-13,48.599998474121094
2017-12-14,48.060001373291016
2017-12-15,49.119998931884766
2017-12-18,49.880001068115234
2017-12-19,49.4900016784668
2017-12-20,50.56999969482422
2017-12-21,51.40999984741211
2017-12-22,51.09000015258789
2017-12-26,51.41999816894531
2017-12-27,51.75
2017-12-28,52.7599983215332
2017-12-29,52.93000030517578
2018-01-02,54.75
2018-01-03,54.95000076293945
2018-01-04,54.70000076293945
2018-01-05,54.540000915527344
2018-01-08,55.650001525878906
2018-01-09,55.7400016784668
2018-01-10,56.08000183105469
2018-01-11,57.2400016784668
2018-01-12,57.66999816894531
2018-01-16,55.779998779296875
2018-01-17,56.27000045776367
2018-01-18,56.2400016784668
2018-01-19,56.04999923706055
2018-01-22,56.45000076293945
2018-01-23,55.65999984741211
2018-01-24,56.150001525878906
2018-01-25,55.7599983215332
2018-01-26,56.310001373291016
2018-01-29,56.650001525878906
2018-01-30,56.16999816894531
2018-01-31,56.11000061035156
2018-02-01,56.52000045776367
2018-02-02,54.33000183105469
2018-02-05,53.290000915527344
2018-02-06,55.189998626708984
2018-02-07,53.900001525878906
2018-02-08,52.27000045776367
2018-02-09,53.720001220703125
2018-02-12,55.189998626708984
2018-02-13,55.709999084472656
2018-02-14,58.040000915527344
2018-02-15,58.900001525878906
2018-02-16,57.81999969482422
2018-02-20,56.27000045776367
2018-02-21,55.970001220703125
2018-02-22,56.61000061035156
2018-02-23,57.06999969482422
2018-02-26,58.0099983215332
2018-02-27,56.54999923706055
2018-02-28,54.709999084472656
2018-03-01,52.63999938964844
2018-03-02,51.47999954223633
2018-03-05,52.25
2018-03-06,53.220001220703125
2018-03-07,52.61000061035156
2018-03-08,51.90999984741211
2018-03-09,52.06999969482422
2018-03-12,52.220001220703125
2018-03-13,52.040000915527344
2018-03-14,52.20000076293945
2018-03-15,52.599998474121094
2018-03-16,52.58000183105469
2018-03-19,51.619998931884766
2018-03-20,51.70000076293945
2018-03-21,53.2599983215332
2018-03-22,50.790000915527344
2018-03-23,50.5099983215332
2018-03-26,51.45000076293945
2018-03-27,50.689998626708984
2018-03-28,50.20000076293945
2018-03-29,51.529998779296875
2018-04-02,51.310001373291016
2018-04-03,51.290000915527344
2018-04-04,50.97999954223633
2018-04-05,51.52000045776367
2018-04-06,50.54999923706055
2018-04-09,50.93000030517578
2018-04-10,53.13999938964844
2018-04-11,53.13999938964844
2018-04-12,53.810001373291016
2018-04-13,54.2599983215332
2018-04-16,54.22999954223633
2018-04-17,54.7400016784668
2018-04-18,56.849998474121094
2018-04-19,56.560001373291016
2018-04-20,56.599998474121094
2018-04-23,55.52000045776367
2018-04-24,55.68000030517578
2018-04-25,55.22999954223633
2018-04-26,55.68000030517578
2018-04-27,55.13999938964844
2018-04-30,54.95000076293945
2018-05-01,54.560001373291016
2018-05-02,55.02000045776367
2018-05-03,55.459999084472656
2018-05-04,55.619998931884766
2018-05-07,55.47999954223633
2018-05-08,55.40999984741211
2018-05-09,56.560001373291016
2018-05-10,57.349998474121094
2018-05-11,57.38999938964844
2018-05-14,57.849998474121094
2018-05-15,57.52000045776367
2018-05-16,58.93000030517578
2018-05-17,58.97999954223633
2018-05-18,58.40999984741211
2018-05-21,59.15999984741211
2018-05-22,58.959999084472656
2018-05-23,57.7599983215332
2018-05-24,57.599998474121094
2018-05-25,56.97999954223633
2018-05-29,55.81999969482422
2018-05-30,56.709999084472656
2018-05-31,56.70000076293945
2018-06-01,57.540000915527344
2018-06-04,57.65999984741211
2018-06-05,58.529998779296875
2018-06-06,60.66999816894531
2018-06-07,59.63999938964844
2018-06-08,59.220001220703125
2018-06-11,59.099998474121094
2018-06-12,58.77000045776367
2018-06-13,58.72999954223633
2018-06-14,58.5
2018-06-15,56.790000915527344
2018-06-18,57.060001373291016
2018-06-19,54.95000076293945
2018-06-20,55.06999969482422
2018-06-21,54.720001220703125
2018-06-22,55.459999084472656
2018-06-25,54.119998931884766
2018-06-26,55.11000061035156
2018-06-27,54.939998626708984
2018-06-28,55.52000045776367
2018-06-29,55.47999954223633
2018-07-02,53.959999084472656
2018-07-03,53.79999923706055
2018-07-05,54.08000183105469
2018-07-06,54.650001525878906
2018-07-09,55.970001220703125
2018-07-10,56.209999084472656
2018-07-11,53.380001068115234
2018-07-12,54.04999923706055
2018-07-13,54.0
2018-07-16,53.63999938964844
2018-07-17,54.2400016784668
2018-07-18,54.939998626708984
2018-07-19,53.630001068115234
2018-07-20,53.84000015258789
2018-07-23,53.79999923706055
2018-07-24,55.880001068115234
2018-07-25,56.310001373291016
2018-07-26,55.09000015258789
2018-07-27,55.060001373291016
2018-07-30,54.84000015258789
2018-07-31,55.5
2018-08-01,53.790000915527344
2018-08-02,51.849998474121094
2018-08-03,52.70000076293945
2018-08-06,51.34000015258789
2018-08-07,51.5099983215332
2018-08-08,51.970001220703125
2018-08-09,50.34000015258789
2018-08-10,49.529998779296875
