,CHNGU
2020-09-08,52.016998291015625
2020-09-09,54.17499923706055
2020-09-10,52.97999954223633
2020-09-11,53.369998931884766
2020-09-14,53.369998931884766
2020-09-15,53.189998626708984
2020-09-16,54.380001068115234
2020-09-17,54.27000045776367
2020-09-18,54.27000045776367
2020-09-21,51.40999984741211
2020-09-22,51.709999084472656
2020-09-23,50.790000915527344
2020-09-24,50.0099983215332
2020-09-25,51.52000045776367
2020-09-28,52.65999984741211
2020-09-29,52.310001373291016
2020-09-30,53.41999816894531
2020-10-01,53.68000030517578
2020-10-02,53.779998779296875
2020-10-05,54.43000030517578
2020-10-06,54.08000183105469
2020-10-07,53.5
2020-10-08,54.38999938964844
2020-10-09,54.45000076293945
2020-10-12,54.81999969482422
2020-10-13,54.22999954223633
2020-10-14,54.41299819946289
2020-10-15,54.86000061035156
2020-10-16,55.70000076293945
2020-10-19,54.64699935913086
2020-10-20,54.290000915527344
2020-10-21,53.290000915527344
2020-10-22,54.22999954223633
2020-10-23,55.86000061035156
2020-10-26,55.86000061035156
2020-10-27,54.08000183105469
2020-10-28,51.880001068115234
2020-10-29,51.81700134277344
2020-10-30,52.06999969482422
2020-11-02,52.604000091552734
2020-11-03,53.720001220703125
2020-11-04,55.150001525878906
2020-11-05,56.650001525878906
2020-11-06,56.1150016784668
2020-11-09,59.630001068115234
2020-11-10,60.380001068115234
2020-11-11,59.29999923706055
2020-11-12,57.630001068115234
2020-11-13,58.810001373291016
2020-11-16,59.810001373291016
2020-11-17,60.53499984741211
2020-11-18,60.560001373291016
2020-11-19,60.16999816894531
2020-11-20,60.81999969482422
2020-11-23,60.400001525878906
2020-11-24,61.54999923706055
2020-11-25,61.41999816894531
2020-11-27,62.790000915527344
2020-11-30,61.400001525878906
2020-12-01,61.040000915527344
2020-12-02,61.20000076293945
2020-12-03,62.0
2020-12-04,63.400001525878906
2020-12-07,62.75
2020-12-08,62.529998779296875
2020-12-09,63.2599983215332
2020-12-10,64.54399871826172
2020-12-11,64.45999908447266
2020-12-14,63.18000030517578
2020-12-15,64.69999694824219
2020-12-16,63.90999984741211
2020-12-17,64.29000091552734
2020-12-18,64.08999633789062
2020-12-21,65.0199966430664
2020-12-22,65.70999908447266
2020-12-23,64.47000122070312
2020-12-24,64.61499786376953
2020-12-28,63.869998931884766
2020-12-29,63.58000183105469
2020-12-30,64.62000274658203
2020-12-31,64.05999755859375
2021-01-04,63.72999954223633
2021-01-05,63.77000045776367
2021-01-06,80.37999725341797
2021-01-07,80.70999908447266
2021-01-08,80.73999786376953
2021-01-11,81.31500244140625
2021-01-12,81.43000030517578
2021-01-13,80.80999755859375
2021-01-14,81.01000213623047
2021-01-15,81.06999969482422
2021-01-19,81.4800033569336
2021-01-20,81.47000122070312
2021-01-21,81.36000061035156
2021-01-22,81.31999969482422
2021-01-25,81.2300033569336
2021-01-26,81.12999725341797
2021-01-27,80.5199966430664
2021-01-28,80.6500015258789
2021-01-29,80.81999969482422
2021-02-01,80.48200225830078
2021-02-02,80.48200225830078
2021-02-03,80.76499938964844
2021-02-04,80.30000305175781
2021-02-05,80.4800033569336
2021-02-08,80.4800033569336
2021-02-09,80.29000091552734
2021-02-10,80.5
2021-02-11,80.26000213623047
2021-02-12,80.41999816894531
2021-02-16,80.33000183105469
2021-02-17,79.87000274658203
2021-02-18,79.87000274658203
2021-02-19,79.13999938964844
2021-02-22,78.16999816894531
2021-02-23,78.4800033569336
2021-02-24,78.44000244140625
2021-02-25,77.88999938964844
2021-02-26,77.61000061035156
2021-03-01,78.0
2021-03-02,77.4000015258789
2021-03-03,76.55000305175781
2021-03-04,76.08999633789062
2021-03-05,76.30999755859375
2021-03-08,76.55999755859375
2021-03-09,77.05999755859375
2021-03-10,77.33999633789062
2021-03-11,77.63999938964844
2021-03-12,76.51000213623047
2021-03-15,76.73999786376953
2021-03-16,77.13999938964844
2021-03-17,77.31999969482422
2021-03-18,76.30999755859375
2021-03-19,76.30999755859375
2021-03-22,76.41999816894531
2021-03-23,76.19000244140625
2021-03-24,76.23999786376953
2021-03-25,75.52999877929688
2021-03-26,75.38999938964844
2021-03-29,74.62000274658203
2021-03-30,74.95999908447266
2021-03-31,74.83000183105469
2021-04-01,75.52999877929688
2021-04-05,74.62000274658203
2021-04-06,74.69999694824219
2021-04-07,74.5
2021-04-08,75.68000030517578
2021-04-09,75.30999755859375
2021-04-12,75.44999694824219
2021-04-13,75.55000305175781
2021-04-14,75.8280029296875
2021-04-15,76.2300033569336
2021-04-16,77.5
2021-04-19,76.79000091552734
2021-04-20,76.79000091552734
2021-04-21,76.94999694824219
2021-04-22,77.44999694824219
2021-04-23,77.44999694824219
2021-04-26,77.94999694824219
2021-04-27,77.94000244140625
2021-04-28,77.58000183105469
2021-04-29,77.0999984741211
2021-04-30,76.54000091552734
2021-05-03,77.0999984741211
2021-05-04,77.05500030517578
2021-05-05,77.16000366210938
2021-05-06,76.75
2021-05-07,77.05999755859375
2021-05-10,76.33000183105469
2021-05-11,76.06999969482422
2021-05-12,75.37999725341797
2021-05-13,76.0
2021-05-14,76.4000015258789
