,EMXC
2021-04-21,60.540000915527344
2021-04-22,60.04999923706055
2021-04-23,60.7400016784668
2021-04-26,61.33000183105469
2021-04-27,61.11000061035156
2021-04-28,61.58000183105469
2021-04-29,61.61000061035156
2021-04-30,60.41699981689453
2021-05-03,60.540000915527344
2021-05-04,59.970001220703125
2021-05-05,60.40999984741211
2021-05-06,61.29999923706055
2021-05-07,62.130001068115234
2021-05-10,61.59000015258789
2021-05-11,61.060001373291016
2021-05-12,58.81999969482422
2021-05-13,59.439998626708984
2021-05-14,60.310001373291016
