,FCEF
2020-06-23,19.0939998626709
2020-06-24,18.774999618530273
2020-06-25,18.770000457763672
2020-06-26,18.481000900268555
2020-06-29,18.59000015258789
2020-06-30,18.81999969482422
2020-07-01,18.989999771118164
2020-07-02,19.062999725341797
2020-07-06,19.184999465942383
2020-07-07,19.149999618530273
2020-07-08,19.166000366210938
2020-07-09,19.014999389648438
2020-07-10,19.079999923706055
2020-07-13,19.020000457763672
2020-07-14,19.0049991607666
2020-07-15,19.200000762939453
2020-07-16,19.115999221801758
2020-07-17,19.190000534057617
2020-07-20,19.275999069213867
2020-07-21,19.329999923706055
2020-07-22,19.350000381469727
2020-07-23,19.229000091552734
2020-07-24,19.18000030517578
2020-07-27,19.274999618530273
2020-07-28,19.31999969482422
2020-07-29,19.520000457763672
2020-07-30,19.469999313354492
2020-07-31,19.45199966430664
2020-08-03,19.65999984741211
2020-08-04,19.702999114990234
2020-08-05,19.825000762939453
2020-08-06,19.864999771118164
2020-08-07,19.860000610351562
2020-08-10,19.95800018310547
2020-08-11,19.780000686645508
2020-08-12,19.934999465942383
2020-08-13,19.959999084472656
2020-08-14,19.915000915527344
2020-08-17,19.9950008392334
2020-08-18,20.000999450683594
2020-08-19,20.0
2020-08-20,19.899999618530273
2020-08-21,19.86400032043457
2020-08-24,19.899999618530273
2020-08-25,19.920000076293945
2020-08-26,19.920000076293945
2020-08-27,19.992000579833984
2020-08-28,20.084999084472656
2020-08-31,20.094999313354492
2020-09-01,20.1299991607666
2020-09-02,20.350000381469727
2020-09-03,19.864999771118164
2020-09-04,19.790000915527344
2020-09-08,19.485000610351562
2020-09-09,19.770999908447266
2020-09-10,19.59000015258789
2020-09-11,19.56999969482422
2020-09-14,19.80500030517578
2020-09-15,19.969999313354492
2020-09-16,19.950000762939453
2020-09-17,19.850000381469727
2020-09-18,19.690000534057617
2020-09-21,19.3700008392334
2020-09-22,19.489999771118164
2020-09-23,19.256000518798828
2020-09-24,19.174999237060547
2020-09-25,19.219999313354492
2020-09-28,19.489999771118164
2020-09-29,19.469999313354492
2020-09-30,19.652999877929688
2020-10-01,19.770000457763672
2020-10-02,19.69499969482422
2020-10-05,20.0
2020-10-06,20.009000778198242
2020-10-07,20.165000915527344
2020-10-08,20.268999099731445
2020-10-09,20.344999313354492
2020-10-12,20.46500015258789
2020-10-13,20.43000030517578
2020-10-14,20.280000686645508
2020-10-15,20.104999542236328
2020-10-16,20.09000015258789
2020-10-19,19.864999771118164
2020-10-20,19.989999771118164
2020-10-21,19.96500015258789
2020-10-22,19.96500015258789
2020-10-23,19.969999313354492
2020-10-26,19.6200008392334
2020-10-27,19.6200008392334
2020-10-28,19.190000534057617
2020-10-29,19.30500030517578
2020-10-30,19.049999237060547
2020-11-02,19.190000534057617
2020-11-03,19.520000457763672
2020-11-04,19.8799991607666
2020-11-05,20.334999084472656
2020-11-06,20.385000228881836
2020-11-09,20.639999389648438
2020-11-10,20.65999984741211
2020-11-11,20.885000228881836
2020-11-12,20.665000915527344
2020-11-13,20.84000015258789
2020-11-16,21.128999710083008
2020-11-17,21.149999618530273
2020-11-18,21.25
2020-11-19,21.1200008392334
2020-11-20,21.200000762939453
2020-11-23,21.299999237060547
2020-11-24,21.55500030517578
2020-11-25,21.520000457763672
2020-11-27,21.680999755859375
2020-11-30,21.665000915527344
2020-12-01,21.834999084472656
2020-12-02,21.809999465942383
2020-12-03,21.889999389648438
2020-12-04,22.045000076293945
2020-12-07,22.020000457763672
2020-12-08,22.06599998474121
2020-12-09,22.020000457763672
2020-12-10,22.086000442504883
2020-12-11,22.010000228881836
2020-12-14,22.079999923706055
2020-12-15,22.19499969482422
2020-12-16,22.299999237060547
2020-12-17,22.402999877929688
2020-12-18,22.3700008392334
2020-12-21,22.34000015258789
2020-12-22,22.304000854492188
2020-12-23,22.388999938964844
2020-12-24,22.3700008392334
2020-12-28,22.44099998474121
2020-12-29,22.375
2020-12-30,22.520000457763672
2020-12-31,22.530000686645508
2021-01-04,22.325000762939453
2021-01-05,22.375999450683594
2021-01-06,22.399999618530273
2021-01-07,22.670000076293945
2021-01-08,22.760000228881836
2021-01-11,22.809999465942383
2021-01-12,22.70199966430664
2021-01-13,22.78499984741211
2021-01-14,22.90999984741211
2021-01-15,22.719999313354492
2021-01-19,22.825000762939453
2021-01-20,23.01099967956543
2021-01-21,23.0310001373291
2021-01-22,22.93000030517578
2021-01-25,22.959999084472656
2021-01-26,22.985000610351562
2021-01-27,22.604999542236328
2021-01-28,22.761999130249023
2021-01-29,22.56999969482422
2021-02-01,22.8799991607666
2021-02-02,23.033000946044922
2021-02-03,23.059999465942383
2021-02-04,23.253000259399414
2021-02-05,23.371999740600586
2021-02-08,23.459999084472656
2021-02-09,23.635000228881836
2021-02-10,23.666000366210938
2021-02-11,23.600000381469727
2021-02-12,23.672000885009766
2021-02-16,23.59000015258789
2021-02-17,23.635000228881836
2021-02-18,23.56999969482422
2021-02-19,23.642000198364258
2021-02-22,23.434999465942383
2021-02-23,23.364999771118164
2021-02-24,23.520000457763672
2021-02-25,23.020000457763672
2021-02-26,23.148000717163086
2021-03-01,23.545000076293945
2021-03-02,23.552000045776367
2021-03-03,23.309999465942383
2021-03-04,22.965999603271484
2021-03-05,22.908000946044922
2021-03-08,22.950000762939453
2021-03-09,23.350000381469727
2021-03-10,23.434999465942383
2021-03-11,23.520000457763672
2021-03-12,23.5
2021-03-15,23.614999771118164
2021-03-16,23.604999542236328
2021-03-17,23.674999237060547
2021-03-18,23.385000228881836
2021-03-19,23.485000610351562
2021-03-22,23.558000564575195
2021-03-23,23.395000457763672
2021-03-24,23.34000015258789
2021-03-25,23.33099937438965
2021-03-26,23.483999252319336
2021-03-29,23.576000213623047
2021-03-30,23.600000381469727
2021-03-31,23.850000381469727
2021-04-01,24.040000915527344
2021-04-05,24.1299991607666
2021-04-06,24.15999984741211
2021-04-07,24.225000381469727
2021-04-08,24.360000610351562
2021-04-09,24.3700008392334
2021-04-12,24.405000686645508
2021-04-13,24.3799991607666
2021-04-14,24.464000701904297
2021-04-15,24.540000915527344
2021-04-16,24.594999313354492
2021-04-19,24.549999237060547
2021-04-20,24.364999771118164
2021-04-21,24.545000076293945
2021-04-22,24.468000411987305
2021-04-23,24.635000228881836
2021-04-26,24.684999465942383
2021-04-27,24.725000381469727
2021-04-28,24.780000686645508
2021-04-29,24.790000915527344
2021-04-30,24.790000915527344
2021-05-03,24.889999389648438
2021-05-04,24.722999572753906
2021-05-05,24.760000228881836
2021-05-06,24.709999084472656
2021-05-07,24.875
2021-05-10,24.829999923706055
2021-05-11,24.459999084472656
2021-05-12,24.079999923706055
2021-05-13,24.170000076293945
2021-05-14,24.43000030517578
