,DCOMP
2021-02-04,25.469999313354492
2021-02-05,25.459999084472656
2021-02-08,25.506999969482422
2021-02-09,25.40999984741211
2021-02-10,25.3700008392334
2021-02-11,25.350000381469727
2021-02-12,25.350000381469727
2021-02-16,25.15999984741211
2021-02-17,25.200000762939453
2021-02-18,25.190000534057617
2021-02-19,25.149999618530273
2021-02-22,25.020000457763672
2021-02-23,24.969999313354492
2021-02-24,25.34000015258789
2021-02-25,25.610000610351562
2021-02-26,24.399999618530273
2021-03-01,24.850000381469727
2021-03-02,24.979999542236328
2021-03-03,24.950000762939453
2021-03-04,24.75
2021-03-05,24.75
2021-03-08,24.729999542236328
2021-03-09,24.719999313354492
2021-03-10,24.719999313354492
2021-03-11,24.700000762939453
2021-03-12,24.920000076293945
2021-03-15,25.1200008392334
2021-03-16,25.010000228881836
2021-03-17,25.010000228881836
2021-03-18,24.940000534057617
2021-03-19,25.079999923706055
2021-03-22,25.149999618530273
2021-03-23,25.149999618530273
2021-03-24,25.100000381469727
2021-03-25,25.25
2021-03-26,25.25
2021-03-29,25.09000015258789
2021-03-30,25.099000930786133
2021-03-31,25.079999923706055
2021-04-01,25.259000778198242
2021-04-05,25.219999313354492
2021-04-06,25.31999969482422
2021-04-07,25.299999237060547
2021-04-08,25.34000015258789
2021-04-09,25.334999084472656
2021-04-12,25.385000228881836
2021-04-13,25.309999465942383
2021-04-14,25.3799991607666
2021-04-15,25.454999923706055
2021-04-16,25.18000030517578
2021-04-19,25.450000762939453
2021-04-20,25.440000534057617
2021-04-21,25.280000686645508
2021-04-22,25.25
2021-04-23,25.389999389648438
2021-04-26,25.510000228881836
2021-04-27,25.57699966430664
2021-04-28,25.628999710083008
2021-04-29,25.450000762939453
2021-04-30,25.530000686645508
2021-05-03,25.420000076293945
2021-05-04,25.520000457763672
2021-05-05,25.520000457763672
2021-05-06,25.219999313354492
2021-05-07,25.520000457763672
2021-05-10,25.6200008392334
2021-05-11,25.545000076293945
2021-05-12,25.43600082397461
2021-05-13,25.600000381469727
2021-05-14,25.562000274658203
