,SYNT
1998-05-14,12.843999862670898
1998-05-15,12.375
1998-05-18,12.0
1998-05-19,12.3125
1998-05-20,12.031499862670898
1998-05-21,12.343999862670898
1998-05-22,12.125
1998-05-26,11.9375
1998-05-27,11.75
1998-05-28,11.781499862670898
1998-05-29,11.843999862670898
1998-06-01,11.3125
1998-06-02,11.48449993133545
1998-06-03,12.125
1998-06-04,11.875
1998-06-05,12.375
1998-06-08,12.3125
1998-06-09,12.25
1998-06-10,11.9375
1998-06-11,11.5
1998-06-12,11.468999862670898
1998-06-15,10.6875
1998-06-16,11.5
1998-06-17,12.218999862670898
1998-06-18,11.875
1998-06-19,11.406499862670898
1998-06-22,12.3125
1998-06-23,14.125
1998-06-24,16.5
1998-06-25,16.375
1998-06-26,16.0
1998-06-29,16.5939998626709
1998-06-30,15.625
1998-07-01,15.375
1998-07-02,15.5
1998-07-06,15.75
1998-07-07,15.375
1998-07-08,14.5625
1998-07-09,15.031499862670898
1998-07-10,14.968999862670898
1998-07-13,14.4375
1998-07-14,14.531499862670898
1998-07-15,14.375
1998-07-16,14.406499862670898
1998-07-17,14.3125
1998-07-20,13.875
1998-07-21,13.0625
1998-07-22,12.8125
1998-07-23,13.718999862670898
1998-07-24,13.5625
1998-07-27,13.1875
1998-07-28,13.4375
1998-07-29,13.0625
1998-07-30,12.75
1998-07-31,12.25
1998-08-03,11.5
1998-08-04,10.9375
1998-08-05,10.25
1998-08-06,10.625
1998-08-07,11.5
1998-08-10,11.156499862670898
1998-08-11,10.5
1998-08-12,11.0
1998-08-13,10.875
1998-08-14,10.656499862670898
1998-08-17,10.875
1998-08-18,11.406499862670898
1998-08-19,10.6875
1998-08-20,10.5
1998-08-21,10.25
1998-08-24,10.125
1998-08-25,10.0625
1998-08-26,9.125
1998-08-27,8.5625
1998-08-28,7.75
1998-08-31,5.75
1998-09-01,7.75
1998-09-02,8.375
1998-09-03,7.6875
1998-09-04,7.5
1998-09-08,9.25
1998-09-09,8.4375
1998-09-10,8.5
1998-09-11,8.6875
1998-09-14,9.0625
1998-09-15,9.4375
1998-09-16,9.75
1998-09-17,9.1875
1998-09-18,9.5
1998-09-21,9.8125
1998-09-22,9.875
1998-09-23,10.5
1998-09-24,9.9375
1998-09-25,10.8125
1998-09-28,11.375
1998-09-29,11.5
1998-09-30,11.125
1998-10-01,10.3125
1998-10-02,9.25
1998-10-05,8.1875
1998-10-06,8.625
1998-10-07,8.0
1998-10-08,8.718999862670898
1998-10-09,8.9375
1998-10-12,8.5
1998-10-13,7.6875
1998-10-14,7.9375
1998-10-15,8.4375
1998-10-16,8.593999862670898
1998-10-19,8.75
1998-10-20,8.875
1998-10-21,8.468999862670898
1998-10-22,8.6875
1998-10-23,8.4375
1998-10-26,9.75
1998-10-27,9.75
1998-10-28,7.90625
1998-10-29,6.906499862670898
1998-10-30,7.0
1998-11-02,6.875
1998-11-03,6.781499862670898
1998-11-04,6.468999862670898
1998-11-05,6.5
1998-11-06,7.03125
1998-11-09,7.25
1998-11-10,7.218999862670898
1998-11-11,6.875
1998-11-12,7.218999862670898
1998-11-13,6.5625
1998-11-16,6.218999862670898
1998-11-17,6.718999862670898
1998-11-18,6.71875
1998-11-19,6.5
1998-11-20,6.531499862670898
1998-11-23,6.75
1998-11-24,6.531499862670898
1998-11-25,6.531499862670898
1998-11-27,7.0625
1998-11-30,6.75
1998-12-01,6.6875
1998-12-02,6.843999862670898
1998-12-03,6.71875
1998-12-04,6.593999862670898
1998-12-07,6.5625
1998-12-08,6.343999862670898
1998-12-09,6.25
1998-12-10,6.375
1998-12-11,6.281499862670898
1998-12-14,6.0625
1998-12-15,5.875
1998-12-16,5.406499862670898
1998-12-17,5.218999862670898
1998-12-18,5.718999862670898
1998-12-21,5.343999862670898
1998-12-22,5.468999862670898
1998-12-23,5.25
1998-12-24,5.343999862670898
1998-12-28,5.375
1998-12-29,5.3125
1998-12-30,5.281499862670898
1998-12-31,5.656499862670898
1999-01-04,6.375
1999-01-05,6.75
1999-01-06,6.125
1999-01-07,6.4375
1999-01-08,6.375
1999-01-11,6.5
1999-01-12,6.25
1999-01-13,6.0
1999-01-14,5.8125
1999-01-15,5.875
1999-01-19,6.218999862670898
1999-01-20,6.093999862670898
1999-01-21,6.0
1999-01-22,5.9375
1999-01-25,5.8125
1999-01-26,6.0625
1999-01-27,5.9375
1999-01-28,6.125
1999-01-29,6.03125
1999-02-01,5.9375
1999-02-02,5.875
1999-02-03,5.875
1999-02-04,5.75
1999-02-05,5.781499862670898
1999-02-08,5.625
1999-02-09,5.625
1999-02-10,5.531499862670898
1999-02-11,5.406499862670898
1999-02-12,5.468999862670898
1999-02-16,5.25
1999-02-17,5.0625
1999-02-18,5.125
1999-02-19,5.1875
1999-02-22,5.1875
1999-02-23,4.65625
1999-02-24,4.6875
1999-02-25,4.75
1999-02-26,4.8125
1999-03-01,4.6875
1999-03-02,4.718999862670898
1999-03-03,4.8125
1999-03-04,4.75
1999-03-05,4.718999862670898
1999-03-08,4.5625
1999-03-09,4.468999862670898
1999-03-10,4.5
1999-03-11,4.406499862670898
1999-03-12,4.375
1999-03-15,4.125
1999-03-16,4.0
1999-03-17,4.156499862670898
1999-03-18,4.343999862670898
1999-03-19,4.3125
1999-03-22,4.375
1999-03-23,4.0625
1999-03-24,4.218999862670898
1999-03-25,4.25
1999-03-26,4.218999862670898
1999-03-29,4.25
1999-03-30,4.093999862670898
1999-03-31,4.0625
1999-04-01,4.0625
1999-04-05,4.09375
1999-04-06,3.84375
1999-04-07,3.5625
1999-04-08,3.5625
1999-04-09,3.5940001010894775
1999-04-12,3.875
1999-04-13,4.0625
1999-04-14,4.156499862670898
1999-04-15,3.875
1999-04-16,4.0625
1999-04-19,3.90625
1999-04-20,4.031499862670898
1999-04-21,3.9375
1999-04-22,3.9375
1999-04-23,4.0
1999-04-26,3.8125
1999-04-27,3.875
1999-04-28,4.125
1999-04-29,4.0625
1999-04-30,4.0625
1999-05-03,3.9375
1999-05-04,4.0625
1999-05-05,3.9690001010894775
1999-05-06,4.156499862670898
1999-05-07,4.1875
1999-05-10,4.531499862670898
1999-05-11,4.4375
1999-05-12,4.406499862670898
1999-05-13,4.28125
1999-05-14,4.375
1999-05-17,4.343999862670898
1999-05-18,4.3125
1999-05-19,4.359499931335449
1999-05-20,4.5
1999-05-21,5.0
1999-05-24,6.031499862670898
1999-05-25,5.968999862670898
1999-05-26,6.0
1999-05-27,5.625
1999-05-28,5.406499862670898
1999-06-01,5.25
1999-06-02,5.031499862670898
1999-06-03,5.0
1999-06-04,5.031499862670898
1999-06-07,4.9375
1999-06-08,4.9375
1999-06-09,4.875
1999-06-10,4.75
1999-06-11,4.843999862670898
1999-06-14,4.6875
1999-06-15,4.593999862670898
1999-06-16,4.59375
1999-06-17,4.625
1999-06-18,4.593999862670898
1999-06-21,4.781499862670898
1999-06-22,4.718999862670898
1999-06-23,4.8125
1999-06-24,4.593999862670898
1999-06-25,4.703000068664551
1999-06-28,4.718999862670898
1999-06-29,4.718999862670898
1999-06-30,4.5
1999-07-01,4.406499862670898
1999-07-02,4.5
1999-07-06,4.5
1999-07-07,4.4375
1999-07-08,4.531499862670898
1999-07-09,4.5625
1999-07-12,4.8125
1999-07-13,5.625
1999-07-14,5.5
1999-07-15,5.968999862670898
1999-07-16,6.25
1999-07-19,6.125
1999-07-20,5.9375
1999-07-21,5.9375
1999-07-22,5.8125
1999-07-23,5.75
1999-07-26,5.5
1999-07-27,5.4375
1999-07-28,5.4375
1999-07-29,5.0625
1999-07-30,5.375
1999-08-02,5.343999862670898
1999-08-03,5.125
1999-08-04,4.9375
1999-08-05,4.9375
1999-08-06,4.656499862670898
1999-08-09,4.781499862670898
1999-08-10,4.781499862670898
1999-08-11,4.9375
1999-08-12,4.9375
1999-08-13,5.0
1999-08-16,5.0
1999-08-17,5.156499862670898
1999-08-18,5.1875
1999-08-19,5.375
1999-08-20,4.9375
1999-08-23,5.25
1999-08-24,5.0625
1999-08-25,4.875
1999-08-26,4.906499862670898
1999-08-27,4.843999862670898
1999-08-30,4.765500068664551
1999-08-31,4.671999931335449
1999-09-01,4.6875
1999-09-02,4.531499862670898
1999-09-03,4.4375
1999-09-07,4.375
1999-09-08,4.375
1999-09-09,4.343999862670898
1999-09-10,4.343999862670898
1999-09-13,4.343999862670898
1999-09-14,4.25
1999-09-15,4.34375
1999-09-16,4.468999862670898
1999-09-17,4.843999862670898
1999-09-20,4.875
1999-09-21,4.625
1999-09-22,4.781499862670898
1999-09-23,4.75
1999-09-24,4.9375
1999-09-27,4.6875
1999-09-28,4.625
1999-09-29,4.531499862670898
1999-09-30,4.4375
1999-10-01,4.593999862670898
1999-10-04,4.593999862670898
1999-10-05,4.593999862670898
1999-10-06,4.4375
1999-10-07,4.4375
1999-10-08,4.343999862670898
1999-10-11,4.406499862670898
1999-10-12,4.375
1999-10-13,4.25
1999-10-14,4.1875
1999-10-15,4.093999862670898
1999-10-18,4.031499862670898
1999-10-19,4.156499862670898
1999-10-20,4.218999862670898
1999-10-21,4.156499862670898
1999-10-22,4.125
1999-10-25,4.25
1999-10-26,4.0625
1999-10-27,4.125
1999-10-28,4.1875
1999-10-29,4.125
1999-11-01,4.171999931335449
1999-11-02,5.3125
1999-11-03,5.875
1999-11-04,5.218999862670898
1999-11-05,5.5
1999-11-08,5.843999862670898
1999-11-09,5.8125
1999-11-10,5.6875
1999-11-11,5.8125
1999-11-12,5.875
1999-11-15,5.875
1999-11-16,6.281499862670898
1999-11-17,5.9375
1999-11-18,6.125
1999-11-19,6.1875
1999-11-22,6.1875
1999-11-23,5.968999862670898
1999-11-24,6.031499862670898
1999-11-26,6.031499862670898
1999-11-29,6.25
1999-11-30,6.25
1999-12-01,6.468999862670898
1999-12-02,6.9375
1999-12-03,6.5625
1999-12-06,6.90625
1999-12-07,7.4375
1999-12-08,7.5625
1999-12-09,7.8125
1999-12-10,7.9375
1999-12-13,8.375
1999-12-14,7.75
1999-12-15,7.718999862670898
1999-12-16,7.5625
1999-12-17,8.218999862670898
1999-12-20,8.54699993133545
1999-12-21,9.0
1999-12-22,9.26550006866455
1999-12-23,9.25
1999-12-27,9.125
1999-12-28,8.625
1999-12-29,8.4375
1999-12-30,8.1875
1999-12-31,8.093999862670898
2000-01-03,8.281499862670898
2000-01-04,8.125
2000-01-05,8.281499862670898
2000-01-06,8.6875
2000-01-07,8.843999862670898
2000-01-10,8.75
2000-01-11,9.5
2000-01-12,9.125
2000-01-13,8.843999862670898
2000-01-14,8.8125
2000-01-18,8.75
2000-01-19,8.8125
2000-01-20,8.843999862670898
2000-01-21,8.6875
2000-01-24,8.4375
2000-01-25,8.125
2000-01-26,9.25
2000-01-27,8.718999862670898
2000-01-28,8.0
2000-01-31,8.125
2000-02-01,7.593999862670898
2000-02-02,8.0625
2000-02-03,8.1875
2000-02-04,8.5
2000-02-07,8.375
2000-02-08,8.5625
2000-02-09,8.25
2000-02-10,8.15625
2000-02-11,8.0
2000-02-14,7.843999862670898
2000-02-15,8.031499862670898
2000-02-16,7.625
2000-02-17,6.968999862670898
2000-02-18,6.0
2000-02-22,6.6875
2000-02-23,6.5625
2000-02-24,6.5625
2000-02-25,6.4375
2000-02-28,6.375
2000-02-29,8.1875
2000-03-01,8.031499862670898
2000-03-02,6.75
2000-03-03,7.531499862670898
2000-03-06,7.6875
2000-03-07,7.5
2000-03-08,8.125
2000-03-09,10.0
2000-03-10,9.468999862670898
2000-03-13,8.75
2000-03-14,8.156499862670898
2000-03-15,7.75
2000-03-16,7.46875
2000-03-17,7.468999862670898
2000-03-20,7.0625
2000-03-21,8.0
2000-03-22,8.1875
2000-03-23,8.125
2000-03-24,7.8125
2000-03-27,8.406499862670898
2000-03-28,7.906499862670898
2000-03-29,7.4375
2000-03-30,7.5625
2000-03-31,7.4375
2000-04-03,7.031499862670898
2000-04-04,6.625
2000-04-05,6.6875
2000-04-06,6.8125
2000-04-07,6.625
2000-04-10,6.718999862670898
2000-04-11,6.125
2000-04-12,5.6875
2000-04-13,5.375
2000-04-14,4.6875
2000-04-17,5.125
2000-04-18,5.4375
2000-04-19,5.468999862670898
2000-04-20,5.375
2000-04-24,5.0625
2000-04-25,5.09375
2000-04-26,5.3125
2000-04-27,5.34375
2000-04-28,5.5625
2000-05-01,5.781499862670898
2000-05-02,5.875
2000-05-03,5.906499862670898
2000-05-04,6.218999862670898
2000-05-05,6.0
2000-05-08,5.75
2000-05-09,5.8125
2000-05-10,5.843999862670898
2000-05-11,5.531499862670898
2000-05-12,5.843999862670898
2000-05-15,5.75
2000-05-16,6.0
2000-05-17,5.875
2000-05-18,6.0
2000-05-19,5.96875
2000-05-22,5.625
2000-05-23,5.8125
2000-05-24,5.625
2000-05-25,5.8125
2000-05-26,6.0625
2000-05-30,6.125
2000-05-31,6.0625
2000-06-01,5.968999862670898
2000-06-02,6.0
2000-06-05,6.093999862670898
2000-06-06,6.125
2000-06-07,5.781499862670898
2000-06-08,5.8125
2000-06-09,5.875
2000-06-12,5.8125
2000-06-13,5.906499862670898
2000-06-14,5.781499862670898
2000-06-15,5.625
2000-06-16,5.25
2000-06-19,4.875
2000-06-20,5.0
2000-06-21,5.1875
2000-06-22,5.3125
2000-06-23,5.281499862670898
2000-06-26,5.218999862670898
2000-06-27,5.156499862670898
2000-06-28,5.0625
2000-06-29,5.125
2000-06-30,5.0
2000-07-03,4.875
2000-07-05,5.0
2000-07-06,4.96875
2000-07-07,4.968999862670898
2000-07-10,4.75
2000-07-11,4.890500068664551
2000-07-12,4.718999862670898
2000-07-13,4.875
2000-07-14,4.796999931335449
2000-07-17,4.9375
2000-07-18,4.75
2000-07-19,4.8125
2000-07-20,5.0
2000-07-21,4.875
2000-07-24,4.875
2000-07-25,5.125
2000-07-26,4.9375
2000-07-27,4.59375
2000-07-28,4.6875
2000-07-31,4.6875
2000-08-01,4.9375
2000-08-02,4.656499862670898
2000-08-03,4.5625
2000-08-04,4.75
2000-08-07,4.718999862670898
2000-08-08,4.625
2000-08-09,4.656499862670898
2000-08-10,4.625
2000-08-11,4.9375
2000-08-14,5.468999862670898
2000-08-15,5.078000068664551
2000-08-16,4.656499862670898
2000-08-17,4.75
2000-08-18,4.6875
2000-08-21,4.75
2000-08-22,4.6875
2000-08-23,4.6875
2000-08-24,4.718999862670898
2000-08-25,4.75
2000-08-28,4.781499862670898
2000-08-29,4.781499862670898
2000-08-30,4.75
2000-08-31,4.6875
2000-09-01,4.703000068664551
2000-09-05,4.75
2000-09-06,4.75
2000-09-07,4.656499862670898
2000-09-08,4.5625
2000-09-11,4.781499862670898
2000-09-12,4.875
2000-09-13,5.531499862670898
2000-09-14,5.3125
2000-09-15,5.781499862670898
2000-09-18,5.0
2000-09-19,5.03125
2000-09-20,5.0
2000-09-21,5.0
2000-09-22,4.5625
2000-09-25,4.125
2000-09-26,4.0625
2000-09-27,3.875
2000-09-28,4.0
2000-09-29,3.9065001010894775
2000-10-02,4.031499862670898
2000-10-03,3.625
2000-10-04,3.5940001010894775
2000-10-05,3.46875
2000-10-06,3.375
2000-10-09,3.4375
2000-10-10,3.4375
2000-10-11,3.375
2000-10-12,3.6875
2000-10-13,3.375
2000-10-16,3.125
2000-10-17,3.2815001010894775
2000-10-18,3.5
2000-10-19,3.1875
2000-10-20,3.3440001010894775
2000-10-23,3.75
2000-10-24,3.9375
2000-10-25,3.5940001010894775
2000-10-26,3.6565001010894775
2000-10-27,4.0
2000-10-30,4.218999862670898
2000-10-31,4.718999862670898
2000-11-01,4.828000068664551
2000-11-02,4.843999862670898
2000-11-03,4.796999931335449
2000-11-06,4.531499862670898
2000-11-07,4.625
2000-11-08,4.640500068664551
2000-11-09,4.640500068664551
2000-11-10,4.625
2000-11-13,4.3125
2000-11-14,4.4375
2000-11-15,4.593999862670898
2000-11-16,4.5625
2000-11-17,4.531499862670898
2000-11-20,4.3125
2000-11-21,4.375
2000-11-22,4.031499862670898
2000-11-24,4.0
2000-11-27,4.0
2000-11-28,3.9375
2000-11-29,3.9065001010894775
2000-11-30,4.0
2000-12-01,4.046999931335449
2000-12-04,3.875
2000-12-05,4.093999862670898
2000-12-06,4.093999862670898
2000-12-07,3.8440001010894775
2000-12-08,3.9375
2000-12-11,4.046999931335449
2000-12-12,3.9375
2000-12-13,3.7815001010894775
2000-12-14,3.7815001010894775
2000-12-15,3.625
2000-12-18,3.6875
2000-12-19,3.5940001010894775
2000-12-20,3.5
2000-12-21,3.1565001010894775
2000-12-22,3.1565001010894775
2000-12-26,3.0940001010894775
2000-12-27,3.3125
2000-12-28,3.125
2000-12-29,2.875
2001-01-02,3.1875
2001-01-03,3.0625
2001-01-04,3.53125
2001-01-05,3.1875
2001-01-08,2.9375
2001-01-09,2.9690001010894775
2001-01-10,3.015500068664551
2001-01-11,3.1875
2001-01-12,3.375
2001-01-16,2.5625
2001-01-17,2.5
2001-01-18,2.625
2001-01-19,2.7815001010894775
2001-01-22,2.90625
2001-01-23,3.234375
2001-01-24,3.46875
2001-01-25,3.4375
2001-01-26,3.5
2001-01-29,3.4375
2001-01-30,3.5
2001-01-31,3.46875
2001-02-01,3.4375
2001-02-02,3.625
2001-02-05,3.648435115814209
2001-02-06,3.625
2001-02-07,3.5
2001-02-08,3.375
2001-02-09,3.21875
2001-02-12,3.375
2001-02-13,3.3125
2001-02-14,3.25
2001-02-15,3.3125
2001-02-16,3.4375
2001-02-20,3.25
2001-02-21,3.25
2001-02-22,3.1875
2001-02-23,3.1565001010894775
2001-02-26,3.1875
2001-02-27,3.1875
2001-02-28,3.0940001010894775
2001-03-01,3.0625
2001-03-02,3.0625
2001-03-05,3.078000068664551
2001-03-06,3.25
2001-03-07,3.4375
2001-03-08,3.7190001010894775
2001-03-09,3.875
2001-03-12,3.75
2001-03-13,3.6875
2001-03-14,3.6875
2001-03-15,3.75
2001-03-16,3.75
2001-03-19,3.695499897003174
2001-03-20,3.6565001010894775
2001-03-21,3.7815001010894775
2001-03-22,3.7815001010894775
2001-03-23,3.90625
2001-03-26,3.875
2001-03-27,3.875
2001-03-28,3.8440001010894775
2001-03-29,3.7815001010894775
2001-03-30,3.75
2001-04-02,3.648435115814209
2001-04-03,3.4375
2001-04-04,3.4375
2001-04-05,3.375
2001-04-06,3.5
2001-04-09,3.445499897003174
2001-04-10,3.5999999046325684
2001-04-11,3.625
2001-04-12,3.625
2001-04-16,3.6449999809265137
2001-04-17,3.6500000953674316
2001-04-18,3.804500102996826
2001-04-19,3.924999952316284
2001-04-20,3.7200000286102295
2001-04-23,3.940500020980835
2001-04-24,3.825000047683716
2001-04-25,3.700000047683716
2001-04-26,3.875
2001-04-27,4.3495001792907715
2001-04-30,4.025000095367432
2001-05-01,4.125
2001-05-02,4.050000190734863
2001-05-03,4.175000190734863
2001-05-04,4.070000171661377
2001-05-07,4.074999809265137
2001-05-08,4.25
2001-05-09,4.5254998207092285
2001-05-10,4.525000095367432
2001-05-11,4.525000095367432
2001-05-14,4.5254998207092285
2001-05-15,4.494999885559082
2001-05-16,4.494999885559082
2001-05-17,4.375
2001-05-18,4.5254998207092285
2001-05-21,4.525000095367432
2001-05-22,4.5
2001-05-23,4.590000152587891
2001-05-24,4.429500102996826
2001-05-25,4.46999979019165
2001-05-29,4.570499897003174
2001-05-30,4.5254998207092285
2001-05-31,4.514999866485596
2001-06-01,4.514500141143799
2001-06-04,4.650000095367432
2001-06-05,4.724999904632568
2001-06-06,4.730500221252441
2001-06-07,4.739999771118164
2001-06-08,4.525000095367432
2001-06-11,4.690000057220459
2001-06-12,4.550000190734863
2001-06-13,4.5995001792907715
2001-06-14,4.420000076293945
2001-06-15,4.474999904632568
2001-06-18,4.25
2001-06-19,4.300000190734863
2001-06-20,4.46999979019165
2001-06-21,4.449999809265137
2001-06-22,4.25
2001-06-25,4.300000190734863
2001-06-26,4.5
2001-06-27,4.574999809265137
2001-06-28,4.675000190734863
2001-06-29,3.8499999046325684
2001-07-02,4.474999904632568
2001-07-03,4.684500217437744
2001-07-05,4.590000152587891
2001-07-06,4.565000057220459
2001-07-09,4.480000019073486
2001-07-10,4.474999904632568
2001-07-11,4.59499979019165
2001-07-12,4.775000095367432
2001-07-13,4.610000133514404
2001-07-16,4.675000190734863
2001-07-17,4.599999904632568
2001-07-18,4.6504998207092285
2001-07-19,4.5
2001-07-20,4.5
2001-07-23,4.5
2001-07-24,4.425000190734863
2001-07-25,4.574999809265137
2001-07-26,4.389999866485596
2001-07-27,4.400000095367432
2001-07-30,4.539999961853027
2001-07-31,4.449999809265137
2001-08-01,4.5254998207092285
2001-08-02,4.4745001792907715
2001-08-03,4.5
2001-08-06,4.4745001792907715
2001-08-07,4.451000213623047
2001-08-08,4.875
2001-08-09,4.760000228881836
2001-08-10,5.0
2001-08-13,5.125
2001-08-14,5.195499897003174
2001-08-15,5.1504998207092285
2001-08-16,5.25
2001-08-17,5.25
2001-08-20,5.375
2001-08-21,5.300000190734863
2001-08-22,5.275000095367432
2001-08-23,5.300000190734863
2001-08-24,5.489999771118164
2001-08-27,5.5945000648498535
2001-08-28,5.5
2001-08-29,5.449999809265137
2001-08-30,5.514500141143799
2001-08-31,5.547999858856201
2001-09-04,5.5
2001-09-05,5.425000190734863
2001-09-06,5.324999809265137
2001-09-07,5.434999942779541
2001-09-10,5.427499771118164
2001-09-17,5.199999809265137
2001-09-18,5.0
2001-09-19,4.264999866485596
2001-09-20,4.400000095367432
2001-09-21,4.599999904632568
2001-09-24,4.550000190734863
2001-09-25,4.525000095367432
2001-09-26,4.485000133514404
2001-09-27,4.699999809265137
2001-09-28,4.099999904632568
2001-10-01,4.449999809265137
2001-10-02,4.355000019073486
2001-10-03,4.605500221252441
2001-10-04,5.0254998207092285
2001-10-05,4.804999828338623
2001-10-08,4.800000190734863
2001-10-09,4.335000038146973
2001-10-10,4.34499979019165
2001-10-11,4.474999904632568
2001-10-12,4.47599983215332
2001-10-15,4.519999980926514
2001-10-16,4.59499979019165
2001-10-17,4.664999961853027
2001-10-18,4.699999809265137
2001-10-19,4.829999923706055
2001-10-22,4.914999961853027
2001-10-23,4.815000057220459
2001-10-24,4.704999923706055
2001-10-25,4.684999942779541
2001-10-26,4.534999847412109
2001-10-29,4.525000095367432
2001-10-30,4.525000095367432
2001-10-31,4.630000114440918
2001-11-01,4.925000190734863
2001-11-02,4.849999904632568
2001-11-05,4.800000190734863
2001-11-06,5.494999885559082
2001-11-07,5.119999885559082
2001-11-08,5.105000019073486
2001-11-09,5.025000095367432
2001-11-12,4.96999979019165
2001-11-13,5.050000190734863
2001-11-14,5.269999980926514
2001-11-15,5.079999923706055
2001-11-16,5.085000038146973
2001-11-19,5.179999828338623
2001-11-20,5.190000057220459
2001-11-21,5.28000020980835
