,FDUSZ
2019-11-19,25.922000885009766
2019-11-20,25.972000122070312
2019-11-21,25.969999313354492
2019-11-22,26.049999237060547
2019-11-25,26.0
2019-11-26,25.969999313354492
2019-11-27,26.128000259399414
2019-11-29,26.107999801635742
2019-12-02,25.989999771118164
2019-12-03,26.05699920654297
2019-12-04,26.079999923706055
2019-12-05,25.979999542236328
2019-12-06,26.440000534057617
2019-12-09,26.049999237060547
2019-12-10,26.454999923706055
2019-12-11,26.003999710083008
2019-12-12,26.18000030517578
2019-12-13,26.1299991607666
2019-12-16,25.920000076293945
2019-12-17,26.100000381469727
2019-12-18,25.959999084472656
2019-12-19,26.17099952697754
2019-12-20,25.950000762939453
2019-12-23,25.959999084472656
2019-12-24,26.030000686645508
2019-12-26,26.054000854492188
2019-12-27,26.139999389648438
2019-12-30,26.030000686645508
2019-12-31,26.239999771118164
2020-01-02,26.1200008392334
2020-01-03,26.211000442504883
2020-01-06,26.266000747680664
2020-01-07,26.249000549316406
2020-01-08,26.150999069213867
2020-01-09,26.191999435424805
2020-01-10,26.200000762939453
2020-01-13,26.190000534057617
2020-01-14,26.13599967956543
2020-01-15,26.239999771118164
2020-01-16,26.18000030517578
2020-01-17,26.149999618530273
2020-01-21,26.049999237060547
2020-01-22,26.100000381469727
2020-01-23,26.049999237060547
2020-01-24,26.190000534057617
2020-01-27,26.179000854492188
2020-01-28,26.089000701904297
2020-01-29,26.190000534057617
2020-01-30,25.780000686645508
2020-01-31,25.75
2020-02-03,25.719999313354492
2020-02-04,25.80699920654297
2020-02-05,25.84000015258789
2020-02-06,25.860000610351562
2020-02-07,25.700000762939453
2020-02-10,25.690000534057617
2020-02-11,25.81999969482422
2020-02-12,25.711000442504883
2020-02-13,25.690000534057617
2020-02-14,25.90999984741211
2020-02-18,25.760000228881836
2020-02-19,25.774999618530273
2020-02-20,25.83099937438965
2020-02-21,25.850000381469727
2020-02-24,25.770000457763672
2020-02-25,25.5
2020-02-26,25.770000457763672
2020-02-27,25.62299919128418
2020-02-28,25.649999618530273
2020-03-02,25.5
2020-03-03,25.299999237060547
2020-03-04,25.610000610351562
2020-03-05,25.5
2020-03-06,25.760000228881836
2020-03-09,25.200000762939453
2020-03-10,25.049999237060547
2020-03-11,25.0
2020-03-12,22.5
2020-03-13,24.0
2020-03-16,21.989999771118164
2020-03-17,21.989999771118164
2020-03-18,15.0
2020-03-19,15.59000015258789
2020-03-20,18.549999237060547
2020-03-23,15.920999526977539
2020-03-24,17.25
2020-03-25,17.204999923706055
2020-03-26,20.5049991607666
2020-03-27,19.25
2020-03-30,19.5
2020-03-31,23.510000228881836
2020-04-01,20.25
2020-04-02,20.25
2020-04-03,20.049999237060547
2020-04-06,20.0
2020-04-07,20.187000274658203
2020-04-08,20.510000228881836
2020-04-09,21.399999618530273
2020-04-13,20.549999237060547
2020-04-14,21.350000381469727
2020-04-15,21.5
2020-04-16,21.155000686645508
2020-04-17,21.5
2020-04-20,22.420000076293945
2020-04-21,22.0
2020-04-22,21.93000030517578
2020-04-23,22.0
2020-04-24,21.950000762939453
2020-04-27,22.049999237060547
2020-04-28,22.649999618530273
2020-04-29,23.15999984741211
2020-04-30,22.736000061035156
2020-05-01,22.55699920654297
2020-05-04,22.107999801635742
2020-05-05,22.200000762939453
2020-05-06,21.924999237060547
2020-05-07,21.75
2020-05-08,21.440000534057617
2020-05-11,20.829999923706055
2020-05-12,20.489999771118164
2020-05-13,20.469999313354492
2020-05-14,20.799999237060547
2020-05-15,20.940000534057617
2020-05-18,21.100000381469727
2020-05-19,21.75
2020-05-20,22.0
2020-05-21,22.18000030517578
2020-05-22,21.90999984741211
2020-05-26,22.18000030517578
2020-05-27,22.780000686645508
2020-05-28,22.350000381469727
2020-05-29,22.709999084472656
2020-06-01,23.329999923706055
2020-06-02,23.0
2020-06-03,23.12700080871582
2020-06-04,23.149999618530273
2020-06-05,23.389999389648438
2020-06-08,23.5
2020-06-09,23.549999237060547
2020-06-10,23.729999542236328
2020-06-11,23.690000534057617
2020-06-12,23.850000381469727
2020-06-15,23.81999969482422
2020-06-16,23.5
2020-06-17,23.549999237060547
2020-06-18,23.69499969482422
2020-06-19,23.5
2020-06-22,23.6299991607666
2020-06-23,23.850000381469727
2020-06-24,23.530000686645508
2020-06-25,23.969999313354492
2020-06-26,23.309999465942383
2020-06-29,23.440000534057617
2020-06-30,23.25
2020-07-01,23.5
2020-07-02,23.829999923706055
2020-07-06,23.600000381469727
2020-07-07,23.520000457763672
2020-07-08,23.549999237060547
2020-07-09,23.733999252319336
2020-07-10,23.6200008392334
2020-07-13,23.700000762939453
2020-07-14,23.770000457763672
2020-07-15,23.950000762939453
2020-07-16,23.950000762939453
2020-07-17,23.950000762939453
2020-07-20,23.75
2020-07-21,24.350000381469727
2020-07-22,24.219999313354492
2020-07-23,24.200000762939453
2020-07-24,24.0
2020-07-27,24.0
2020-07-28,24.110000610351562
2020-07-29,24.190000534057617
2020-07-30,23.969999313354492
2020-07-31,24.139999389648438
2020-08-03,24.049999237060547
2020-08-04,24.115999221801758
2020-08-05,24.25
2020-08-06,24.280000686645508
2020-08-07,24.739999771118164
2020-08-10,24.799999237060547
2020-08-11,24.5
2020-08-12,24.44499969482422
2020-08-13,24.577999114990234
2020-08-14,24.299999237060547
2020-08-17,24.700000762939453
2020-08-18,24.545000076293945
2020-08-19,25.0
2020-08-20,24.72800064086914
2020-08-21,24.700000762939453
2020-08-24,24.75
2020-08-25,24.559999465942383
2020-08-26,24.89699935913086
2020-08-27,25.139999389648438
2020-08-28,25.09000015258789
2020-08-31,25.0
2020-09-01,24.95400047302246
2020-09-02,24.799999237060547
2020-09-03,24.559999465942383
2020-09-04,24.834999084472656
2020-09-08,25.040000915527344
2020-09-09,24.878999710083008
2020-09-10,24.93000030517578
2020-09-11,25.09000015258789
2020-09-14,25.059999465942383
2020-09-15,24.979999542236328
2020-09-16,24.799999237060547
2020-09-17,24.989999771118164
2020-09-18,24.67300033569336
2020-09-21,24.510000228881836
2020-09-22,24.540000915527344
2020-09-23,24.5
2020-09-24,24.6299991607666
2020-09-25,24.559999465942383
2020-09-28,24.780000686645508
2020-09-29,24.700000762939453
2020-09-30,24.75
2020-10-01,24.75
2020-10-02,24.780000686645508
2020-10-05,24.834999084472656
2020-10-06,24.739999771118164
2020-10-07,25.010000228881836
2020-10-08,25.389999389648438
2020-10-09,24.899999618530273
2020-10-12,25.149999618530273
2020-10-13,25.149999618530273
2020-10-14,25.100000381469727
2020-10-15,25.06999969482422
2020-10-16,25.149999618530273
2020-10-19,25.389999389648438
2020-10-20,25.34000015258789
2020-10-21,25.280000686645508
2020-10-22,25.299999237060547
2020-10-23,25.299999237060547
2020-10-26,25.110000610351562
2020-10-27,25.229999542236328
2020-10-28,24.969999313354492
2020-10-29,24.90999984741211
2020-10-30,24.93000030517578
2020-11-02,25.0
2020-11-03,25.0
2020-11-04,24.950000762939453
2020-11-05,24.899999618530273
2020-11-06,24.799999237060547
2020-11-09,24.79599952697754
2020-11-10,24.959999084472656
2020-11-11,25.149999618530273
2020-11-12,25.25
2020-11-13,25.100000381469727
2020-11-16,25.149999618530273
2020-11-17,25.200000762939453
2020-11-18,25.190000534057617
2020-11-19,25.170000076293945
2020-11-20,25.170000076293945
2020-11-23,25.1200008392334
2020-11-24,25.187000274658203
2020-11-25,25.190000534057617
2020-11-27,25.350000381469727
2020-11-30,25.350000381469727
2020-12-01,25.299999237060547
2020-12-02,25.399999618530273
2020-12-03,25.18000030517578
2020-12-04,25.200000762939453
2020-12-07,25.14699935913086
2020-12-08,25.100000381469727
2020-12-09,25.149999618530273
2020-12-10,25.100000381469727
2020-12-11,25.56999969482422
2020-12-14,25.399999618530273
2020-12-15,25.549999237060547
2020-12-16,25.290000915527344
2020-12-17,25.34000015258789
2020-12-18,25.2549991607666
2020-12-21,25.2450008392334
2020-12-22,25.200000762939453
2020-12-23,25.190000534057617
2020-12-24,25.200000762939453
2020-12-28,25.200000762939453
2020-12-29,25.309999465942383
2020-12-30,25.280000686645508
2020-12-31,25.270000457763672
2021-01-04,25.420000076293945
2021-01-05,25.389999389648438
2021-01-06,25.43000030517578
2021-01-07,25.329999923706055
2021-01-08,25.3799991607666
2021-01-11,25.440000534057617
2021-01-12,25.350000381469727
2021-01-13,25.399999618530273
2021-01-14,25.420000076293945
2021-01-15,25.489999771118164
2021-01-19,25.489999771118164
2021-01-20,25.489999771118164
2021-01-21,25.52199935913086
2021-01-22,25.579999923706055
2021-01-25,25.790000915527344
2021-01-26,25.899999618530273
2021-01-27,25.700000762939453
2021-01-28,26.889999389648438
2021-01-29,26.0
2021-02-01,25.5
2021-02-02,25.549999237060547
2021-02-03,25.49799919128418
2021-02-04,25.579999923706055
2021-02-05,25.93000030517578
2021-02-08,25.889999389648438
2021-02-09,25.889999389648438
2021-02-10,25.950000762939453
2021-02-11,25.75
2021-02-12,25.690000534057617
2021-02-16,25.600000381469727
2021-02-17,25.8799991607666
2021-02-18,25.469999313354492
2021-02-19,25.90999984741211
2021-02-22,25.75
2021-02-23,25.54599952697754
2021-02-24,25.559999465942383
2021-02-25,25.40999984741211
2021-02-26,25.420000076293945
2021-03-01,25.299999237060547
2021-03-02,25.520000457763672
2021-03-03,25.559999465942383
2021-03-04,25.850000381469727
2021-03-05,25.610000610351562
2021-03-08,25.6200008392334
2021-03-09,25.600000381469727
2021-03-10,25.600000381469727
2021-03-11,25.600000381469727
2021-03-12,25.613000869750977
2021-03-15,25.674999237060547
2021-03-16,25.628000259399414
2021-03-17,25.549999237060547
2021-03-18,25.549999237060547
2021-03-19,25.549999237060547
2021-03-22,25.540000915527344
2021-03-23,25.540000915527344
2021-03-24,25.540000915527344
2021-03-25,25.540000915527344
2021-03-26,25.540000915527344
2021-03-29,25.459999084472656
2021-03-30,25.399999618530273
2021-03-31,25.40999984741211
2021-04-01,25.489999771118164
2021-04-05,25.559999465942383
2021-04-06,25.655000686645508
2021-04-07,25.969999313354492
2021-04-08,25.969999313354492
2021-04-09,25.893999099731445
2021-04-12,25.6299991607666
2021-04-13,25.600000381469727
2021-04-14,25.889999389648438
2021-04-15,25.8799991607666
2021-04-16,25.649999618530273
2021-04-19,25.829999923706055
2021-04-20,25.829999923706055
2021-04-21,25.663999557495117
2021-04-22,25.690000534057617
2021-04-23,26.1200008392334
2021-04-26,25.780000686645508
2021-04-27,25.780000686645508
2021-04-28,25.780000686645508
2021-04-29,26.1200008392334
2021-04-30,25.610000610351562
2021-05-03,25.450000762939453
2021-05-04,25.360000610351562
2021-05-05,25.399999618530273
2021-05-06,25.33799934387207
2021-05-07,25.389999389648438
2021-05-10,25.450000762939453
2021-05-11,25.31999969482422
2021-05-12,25.25
2021-05-13,25.649999618530273
2021-05-14,25.579999923706055
