,CRMD
2012-04-19,1.9500000476837158
2012-04-20,1.7999999523162842
2012-04-23,1.850000023841858
2012-04-24,1.899999976158142
2012-04-25,1.850000023841858
2012-04-26,1.9500000476837158
2012-04-27,1.9500000476837158
2012-04-30,1.850000023841858
2012-05-01,1.9500000476837158
2012-05-02,1.9500000476837158
2012-05-03,1.5
2012-05-04,1.75
2012-05-07,1.649999976158142
2012-05-08,1.5499999523162842
2012-05-09,1.399999976158142
2012-05-10,1.4500000476837158
2012-05-11,1.4500000476837158
2012-05-14,1.4500000476837158
2012-05-15,1.399999976158142
2012-05-16,1.2999999523162842
2012-05-17,1.149999976158142
2012-05-18,1.2000000476837158
2012-05-21,1.25
2012-05-22,1.2000000476837158
2012-05-23,1.2000000476837158
2012-05-24,1.399999976158142
2012-05-25,1.350000023841858
2012-05-29,1.2000000476837158
2012-05-30,1.2000000476837158
2012-05-31,1.0
2012-06-01,0.949999988079071
2012-06-04,0.8999999761581421
2012-06-05,0.8999999761581421
2012-06-06,1.0
2012-06-07,1.2999999523162842
2012-06-08,1.25
2012-06-11,1.100000023841858
2012-06-12,1.2000000476837158
2012-06-13,1.149999976158142
2012-06-14,1.100000023841858
2012-06-15,0.8999999761581421
2012-06-18,1.0499999523162842
2012-06-19,1.0499999523162842
2012-06-20,1.149999976158142
2012-06-21,1.2000000476837158
2012-06-22,1.25
2012-06-25,1.2000000476837158
2012-06-26,1.100000023841858
2012-06-27,1.149999976158142
2012-06-28,1.149999976158142
2012-06-29,1.0499999523162842
2012-07-02,1.0
2012-07-03,1.0
2012-07-05,0.8999999761581421
2012-07-06,1.0499999523162842
2012-07-09,1.0499999523162842
2012-07-10,1.0
2012-07-11,1.0
2012-07-12,1.0499999523162842
2012-07-13,1.25
2012-07-16,1.100000023841858
2012-07-17,1.0499999523162842
2012-07-18,1.25
2012-07-19,1.25
2012-07-20,1.2000000476837158
2012-07-23,1.25
2012-07-24,1.149999976158142
2012-07-25,1.2999999523162842
2012-07-26,1.399999976158142
2012-07-27,1.2999999523162842
2012-07-30,1.2000000476837158
2012-07-31,1.149999976158142
2012-08-01,1.2000000476837158
2012-08-02,1.2000000476837158
2012-08-03,1.0
2012-08-06,1.0
2012-08-07,1.0
2012-08-08,1.0
2012-08-09,1.2000000476837158
2012-08-10,1.0499999523162842
2012-08-13,1.0
2012-08-14,1.149999976158142
2012-08-15,1.0
2012-08-16,0.8999999761581421
2012-08-17,0.8500000238418579
2012-08-20,1.0
2012-08-21,1.0499999523162842
2012-08-22,1.0499999523162842
2012-08-23,1.0499999523162842
2012-08-24,1.0
2012-08-27,0.8999999761581421
2012-08-28,0.8999999761581421
2012-08-29,0.8999999761581421
2012-08-30,0.8999999761581421
2012-08-31,0.8999999761581421
2012-09-04,0.8999999761581421
2012-09-05,0.8999999761581421
2012-09-06,0.8500000238418579
2012-09-07,0.8500000238418579
2012-09-10,0.8999999761581421
2012-09-11,0.8999999761581421
2012-09-12,0.8999999761581421
2012-09-13,0.8999999761581421
2012-09-14,0.8999999761581421
2012-09-17,0.949999988079071
2012-09-18,1.2000000476837158
2012-09-19,1.399999976158142
2012-09-20,1.75
2012-09-21,1.600000023841858
2012-09-24,1.4500000476837158
2012-09-25,1.5
2012-09-26,1.5
2012-09-27,1.2999999523162842
2012-09-28,1.2999999523162842
2012-10-01,1.2999999523162842
2012-10-02,1.2999999523162842
2012-10-03,1.2000000476837158
2012-10-04,1.2000000476837158
2012-10-05,1.2000000476837158
2012-10-08,1.2000000476837158
2012-10-09,1.5
2012-10-10,1.5
2012-10-11,2.0
2012-10-12,2.200000047683716
2012-10-15,3.299999952316284
2012-10-16,3.5
2012-10-17,3.25
2012-10-18,3.200000047683716
2012-10-19,3.3499999046325684
2012-10-22,3.8499999046325684
2012-10-23,3.5
2012-10-24,3.5
2012-10-25,2.950000047683716
2012-10-26,2.8499999046325684
2012-10-31,2.9000000953674316
2012-11-01,2.6500000953674316
2012-11-02,2.6500000953674316
2012-11-05,2.700000047683716
2012-11-06,2.700000047683716
2012-11-07,2.6500000953674316
2012-11-08,2.4000000953674316
2012-11-09,2.200000047683716
2012-11-12,2.25
2012-11-13,2.3499999046325684
2012-11-14,2.200000047683716
2012-11-15,2.0
2012-11-16,2.1500000953674316
2012-11-19,2.0
2012-11-20,1.899999976158142
2012-11-21,2.049999952316284
2012-11-23,2.0999999046325684
2012-11-26,2.5
2012-11-27,2.8499999046325684
2012-11-28,2.8499999046325684
2012-11-29,2.8499999046325684
2012-11-30,3.5999999046325684
2012-12-03,3.5999999046325684
2012-12-04,3.549999952316284
2012-12-05,3.4000000953674316
2012-12-06,3.200000047683716
2012-12-07,3.5
2012-12-10,3.0
2012-12-11,3.0
2012-12-12,2.950000047683716
2012-12-13,2.8499999046325684
2012-12-14,2.9000000953674316
2012-12-17,3.549999952316284
2012-12-18,3.5
2012-12-19,3.0
2012-12-20,3.0
2012-12-21,3.0
2012-12-24,3.0
2012-12-26,3.200000047683716
2012-12-27,3.5999999046325684
2012-12-28,3.5
2012-12-31,3.5999999046325684
2013-01-02,3.75
2013-01-03,4.300000190734863
2013-01-04,4.5
2013-01-07,4.650000095367432
2013-01-08,5.0
2013-01-09,4.900000095367432
2013-01-10,4.75
2013-01-11,4.5
2013-01-14,4.199999809265137
2013-01-15,4.699999809265137
2013-01-16,4.550000190734863
2013-01-17,4.599999904632568
2013-01-18,4.550000190734863
2013-01-22,4.800000190734863
2013-01-23,4.800000190734863
2013-01-24,4.550000190734863
2013-01-25,4.449999809265137
2013-01-28,4.0
2013-01-29,4.900000095367432
2013-01-30,4.849999904632568
2013-01-31,4.650000095367432
2013-02-01,4.550000190734863
2013-02-04,4.550000190734863
2013-02-05,4.699999809265137
2013-02-06,4.75
2013-02-07,4.699999809265137
2013-02-08,4.550000190734863
2013-02-11,4.099999904632568
2013-02-12,4.349999904632568
2013-02-13,4.449999809265137
2013-02-14,4.25
2013-02-15,4.349999904632568
2013-02-19,4.349999904632568
2013-02-20,4.900000095367432
2013-02-21,4.699999809265137
2013-02-22,4.75
2013-02-25,4.550000190734863
2013-02-26,4.349999904632568
2013-02-27,4.349999904632568
2013-02-28,4.25
2013-03-01,3.950000047683716
2013-03-04,4.099999904632568
2013-03-05,4.050000190734863
2013-03-06,4.0
2013-03-07,4.25
2013-03-08,4.400000095367432
2013-03-11,4.449999809265137
2013-03-12,4.150000095367432
2013-03-13,4.199999809265137
2013-03-14,4.150000095367432
2013-03-15,4.199999809265137
2013-03-18,4.599999904632568
2013-03-19,4.5
2013-03-20,4.5
2013-03-21,4.400000095367432
2013-03-22,4.349999904632568
2013-03-25,4.400000095367432
2013-03-26,4.099999904632568
2013-03-27,4.050000190734863
2013-03-28,4.050000190734863
2013-04-01,4.199999809265137
2013-04-02,4.199999809265137
2013-04-03,4.349999904632568
2013-04-04,4.5
2013-04-05,4.199999809265137
2013-04-08,4.0
2013-04-09,3.8499999046325684
2013-04-10,3.799999952316284
2013-04-11,4.0
2013-04-12,3.950000047683716
2013-04-15,4.0
2013-04-16,3.9000000953674316
2013-04-17,3.75
2013-04-18,3.8499999046325684
2013-04-19,3.9000000953674316
2013-04-22,3.9000000953674316
2013-04-23,3.9000000953674316
2013-04-24,3.75
2013-04-25,3.75
2013-04-26,3.700000047683716
2013-04-29,3.5999999046325684
2013-04-30,3.0
2013-05-01,2.8499999046325684
2013-05-02,2.950000047683716
2013-05-03,2.8499999046325684
2013-05-06,2.9000000953674316
2013-05-07,2.799999952316284
2013-05-08,2.450000047683716
2013-05-09,2.799999952316284
2013-05-10,2.9000000953674316
2013-05-13,2.799999952316284
2013-05-14,2.799999952316284
2013-05-15,2.75
2013-05-16,3.049999952316284
2013-05-17,3.200000047683716
2013-05-20,3.0
2013-05-21,3.450000047683716
2013-05-22,3.25
2013-05-23,2.950000047683716
2013-05-24,2.950000047683716
2013-05-28,2.9000000953674316
2013-05-29,2.700000047683716
2013-05-30,2.6500000953674316
2013-05-31,2.6500000953674316
2013-06-03,2.799999952316284
2013-06-04,2.8499999046325684
2013-06-05,2.799999952316284
2013-06-06,2.9000000953674316
2013-06-07,2.9000000953674316
2013-06-10,3.5999999046325684
2013-06-11,4.099999904632568
2013-06-12,4.150000095367432
2013-06-13,4.0
2013-06-14,4.400000095367432
2013-06-17,4.25
2013-06-18,4.650000095367432
2013-06-19,4.599999904632568
2013-06-20,4.75
2013-06-21,4.699999809265137
2013-06-24,5.0
2013-06-25,4.900000095367432
2013-06-26,5.0
2013-06-27,4.5
2013-06-28,4.75
2013-07-01,4.75
2013-07-02,5.0
2013-07-03,6.25
2013-07-05,5.900000095367432
2013-07-08,6.050000190734863
2013-07-09,5.349999904632568
2013-07-10,4.949999809265137
2013-07-11,4.699999809265137
2013-07-12,4.449999809265137
2013-07-15,4.849999904632568
2013-07-16,4.650000095367432
2013-07-17,4.5
2013-07-18,4.75
2013-07-19,4.5
2013-07-22,4.5
2013-07-23,4.150000095367432
2013-07-24,4.75
2013-07-25,4.75
2013-07-26,4.550000190734863
2013-07-29,4.900000095367432
2013-07-30,4.699999809265137
2013-07-31,4.75
2013-08-01,4.650000095367432
2013-08-02,4.5
2013-08-05,4.400000095367432
2013-08-06,4.400000095367432
2013-08-07,4.349999904632568
2013-08-08,4.25
2013-08-09,4.150000095367432
2013-08-12,4.050000190734863
2013-08-13,3.9000000953674316
2013-08-14,3.799999952316284
2013-08-15,4.849999904632568
2013-08-16,5.199999809265137
2013-08-19,4.75
2013-08-20,4.949999809265137
2013-08-21,5.0
2013-08-22,4.800000190734863
2013-08-23,4.800000190734863
2013-08-26,5.0
2013-08-27,4.800000190734863
2013-08-28,4.949999809265137
2013-08-29,4.949999809265137
2013-08-30,5.050000190734863
2013-09-03,4.900000095367432
2013-09-04,5.099999904632568
2013-09-05,4.75
2013-09-06,4.800000190734863
2013-09-09,5.0
2013-09-10,4.900000095367432
2013-09-11,4.849999904632568
2013-09-12,4.900000095367432
2013-09-13,4.849999904632568
2013-09-16,4.849999904632568
2013-09-17,4.800000190734863
2013-09-18,4.75
2013-09-19,4.650000095367432
2013-09-20,4.150000095367432
2013-09-23,4.550000190734863
2013-09-24,4.400000095367432
2013-09-25,4.449999809265137
2013-09-26,4.5
2013-09-27,4.449999809265137
2013-09-30,4.599999904632568
2013-10-01,4.650000095367432
2013-10-02,4.5
2013-10-03,4.699999809265137
2013-10-04,4.75
2013-10-07,4.849999904632568
2013-10-08,4.75
2013-10-09,4.550000190734863
2013-10-10,4.75
2013-10-11,4.5
2013-10-14,4.800000190734863
2013-10-15,4.949999809265137
2013-10-16,4.849999904632568
2013-10-17,4.949999809265137
2013-10-18,4.699999809265137
2013-10-21,4.5
2013-10-22,4.349999904632568
2013-10-23,4.5
2013-10-24,4.349999904632568
2013-10-25,4.25
2013-10-28,4.199999809265137
2013-10-29,4.25
2013-10-30,4.0
2013-10-31,4.099999904632568
2013-11-01,4.050000190734863
2013-11-04,4.25
2013-11-05,4.25
2013-11-06,4.099999904632568
2013-11-07,4.0
2013-11-08,4.0
2013-11-11,4.25
2013-11-12,3.950000047683716
2013-11-13,4.099999904632568
2013-11-14,4.099999904632568
2013-11-15,4.300000190734863
2013-11-18,4.099999904632568
2013-11-19,4.0
2013-11-20,3.5
2013-11-21,3.799999952316284
2013-11-22,4.199999809265137
2013-11-25,4.150000095367432
2013-11-26,4.099999904632568
2013-11-27,4.099999904632568
2013-11-29,4.0
2013-12-02,3.950000047683716
2013-12-03,3.799999952316284
2013-12-04,3.8499999046325684
2013-12-05,3.5
2013-12-06,3.9000000953674316
2013-12-09,3.75
2013-12-10,3.700000047683716
2013-12-11,3.5
2013-12-12,4.0
2013-12-13,3.9000000953674316
2013-12-16,3.8499999046325684
2013-12-17,4.199999809265137
2013-12-18,4.150000095367432
2013-12-19,4.449999809265137
2013-12-20,4.300000190734863
2013-12-23,5.75
2013-12-24,5.449999809265137
2013-12-26,5.5
2013-12-27,5.949999809265137
2013-12-30,5.849999904632568
2013-12-31,6.199999809265137
2014-01-02,6.800000190734863
2014-01-03,7.449999809265137
2014-01-06,7.300000190734863
2014-01-07,7.5
2014-01-08,8.0
2014-01-09,8.850000381469727
2014-01-10,10.100000381469727
2014-01-13,10.350000381469727
2014-01-14,11.25
2014-01-15,12.600000381469727
2014-01-16,13.75
2014-01-17,12.25
2014-01-21,11.100000381469727
2014-01-22,11.899999618530273
2014-01-23,11.399999618530273
2014-01-24,11.149999618530273
2014-01-27,11.149999618530273
2014-01-28,12.0
2014-01-29,11.850000381469727
2014-01-30,11.800000190734863
2014-01-31,11.350000381469727
2014-02-03,11.199999809265137
2014-02-04,11.0
2014-02-05,10.75
2014-02-06,11.199999809265137
2014-02-07,11.050000190734863
2014-02-10,11.050000190734863
2014-02-11,10.949999809265137
2014-02-12,10.850000381469727
2014-02-13,11.149999618530273
2014-02-14,11.0
2014-02-18,10.899999618530273
2014-02-19,10.399999618530273
2014-02-20,11.0
2014-02-21,10.699999809265137
2014-02-24,11.350000381469727
2014-02-25,11.25
2014-02-26,12.850000381469727
2014-02-27,12.600000381469727
2014-02-28,13.949999809265137
2014-03-03,14.5
2014-03-04,14.449999809265137
2014-03-05,14.050000190734863
2014-03-06,14.0
2014-03-07,14.050000190734863
2014-03-10,13.600000381469727
2014-03-11,13.5
2014-03-12,13.550000190734863
2014-03-13,13.050000190734863
2014-03-14,13.649999618530273
2014-03-17,13.350000381469727
2014-03-18,13.350000381469727
2014-03-19,13.25
2014-03-20,13.100000381469727
2014-03-21,12.75
2014-03-24,12.800000190734863
2014-03-25,13.149999618530273
2014-03-26,13.100000381469727
2014-03-27,12.75
2014-03-28,13.300000190734863
2014-03-31,12.550000190734863
2014-04-01,11.899999618530273
2014-04-02,11.350000381469727
2014-04-03,11.199999809265137
2014-04-04,10.25
2014-04-07,10.550000190734863
2014-04-08,9.899999618530273
2014-04-09,10.399999618530273
2014-04-10,9.600000381469727
2014-04-11,9.600000381469727
2014-04-14,9.300000190734863
2014-04-15,8.199999809265137
2014-04-16,8.75
2014-04-17,9.149999618530273
2014-04-21,9.25
2014-04-22,9.449999809265137
2014-04-23,10.199999809265137
2014-04-24,9.850000381469727
2014-04-25,9.300000190734863
2014-04-28,9.0
2014-04-29,8.949999809265137
2014-04-30,9.199999809265137
2014-05-01,8.949999809265137
2014-05-02,8.949999809265137
2014-05-05,9.350000381469727
2014-05-06,9.0
2014-05-07,8.550000190734863
2014-05-08,8.600000381469727
