,EYPT
2013-04-29,22.700000762939453
2013-04-30,22.700000762939453
2013-05-01,23.5
2013-05-02,25.700000762939453
2013-05-03,27.700000762939453
2013-05-06,27.100000381469727
2013-05-07,27.399999618530273
2013-05-08,28.200000762939453
2013-05-09,27.299999237060547
2013-05-10,28.200000762939453
2013-05-13,28.899999618530273
2013-05-14,28.200000762939453
2013-05-15,28.5
2013-05-16,27.899999618530273
2013-05-17,28.299999237060547
2013-05-20,30.0
2013-05-21,29.700000762939453
2013-05-22,30.0
2013-05-23,30.799999237060547
2013-05-24,32.0
2013-05-28,31.600000381469727
2013-05-29,33.5
2013-05-30,34.400001525878906
2013-05-31,32.5
2013-06-03,33.599998474121094
2013-06-04,33.0
2013-06-05,33.0
2013-06-06,33.70000076293945
2013-06-07,34.0
2013-06-10,35.400001525878906
2013-06-11,35.79999923706055
2013-06-12,34.70000076293945
2013-06-13,33.70000076293945
2013-06-14,34.29999923706055
2013-06-17,37.20000076293945
2013-06-18,38.400001525878906
2013-06-19,39.400001525878906
2013-06-20,39.099998474121094
2013-06-21,37.70000076293945
2013-06-24,36.29999923706055
2013-06-25,37.70000076293945
2013-06-26,38.20000076293945
2013-06-27,38.400001525878906
2013-06-28,38.70000076293945
2013-07-01,38.099998474121094
2013-07-02,38.599998474121094
2013-07-03,38.099998474121094
2013-07-05,38.599998474121094
2013-07-08,38.70000076293945
2013-07-09,38.29999923706055
2013-07-10,38.099998474121094
2013-07-11,36.599998474121094
2013-07-12,33.79999923706055
2013-07-15,35.20000076293945
2013-07-16,35.900001525878906
2013-07-17,37.20000076293945
2013-07-18,34.20000076293945
2013-07-19,34.5
2013-07-22,34.400001525878906
2013-07-23,35.099998474121094
2013-07-24,35.70000076293945
2013-07-25,35.599998474121094
2013-07-26,35.20000076293945
2013-07-29,36.900001525878906
2013-07-30,37.20000076293945
2013-07-31,37.70000076293945
2013-08-01,37.599998474121094
2013-08-02,36.79999923706055
2013-08-05,36.70000076293945
2013-08-06,36.0
2013-08-07,35.20000076293945
2013-08-08,35.0
2013-08-09,34.599998474121094
2013-08-12,34.5
2013-08-13,34.0
2013-08-14,32.79999923706055
2013-08-15,34.5
2013-08-16,34.29999923706055
2013-08-19,33.29999923706055
2013-08-20,33.29999923706055
2013-08-21,32.79999923706055
2013-08-22,34.400001525878906
2013-08-23,34.29999923706055
2013-08-26,35.599998474121094
2013-08-27,34.70000076293945
2013-08-28,36.099998474121094
2013-08-29,36.5
2013-08-30,36.20000076293945
2013-09-03,36.0
2013-09-04,35.79999923706055
2013-09-05,36.70000076293945
2013-09-06,37.900001525878906
2013-09-09,37.900001525878906
2013-09-10,37.5
2013-09-11,37.900001525878906
2013-09-12,40.400001525878906
2013-09-13,39.0
2013-09-16,39.599998474121094
2013-09-17,40.400001525878906
2013-09-18,40.5
2013-09-19,42.5
2013-09-20,41.099998474121094
2013-09-23,40.29999923706055
2013-09-24,40.5
2013-09-25,41.400001525878906
2013-09-26,41.400001525878906
2013-09-27,42.0
2013-09-30,41.099998474121094
2013-10-01,53.79999923706055
2013-10-02,51.5
2013-10-03,46.70000076293945
2013-10-04,47.79999923706055
2013-10-07,50.70000076293945
2013-10-08,50.70000076293945
2013-10-09,47.20000076293945
2013-10-10,47.79999923706055
2013-10-11,46.099998474121094
2013-10-14,43.20000076293945
2013-10-15,45.099998474121094
2013-10-16,45.70000076293945
2013-10-17,38.0
2013-10-18,28.700000762939453
2013-10-21,26.5
2013-10-22,26.5
2013-10-23,26.399999618530273
2013-10-24,26.5
2013-10-25,25.600000381469727
2013-10-28,25.200000762939453
2013-10-29,26.0
2013-10-30,24.299999237060547
2013-10-31,24.5
2013-11-01,25.399999618530273
2013-11-04,25.5
2013-11-05,25.299999237060547
2013-11-06,24.600000381469727
2013-11-07,23.799999237060547
2013-11-08,24.700000762939453
2013-11-11,25.100000381469727
2013-11-12,24.299999237060547
2013-11-13,25.0
2013-11-14,25.0
2013-11-15,24.799999237060547
2013-11-18,26.0
2013-11-19,26.600000381469727
2013-11-20,26.100000381469727
2013-11-21,26.100000381469727
2013-11-22,26.200000762939453
2013-11-25,26.799999237060547
2013-11-26,30.0
2013-11-27,29.299999237060547
2013-11-29,29.200000762939453
2013-12-02,29.5
2013-12-03,28.200000762939453
2013-12-04,28.399999618530273
2013-12-05,28.0
2013-12-06,27.399999618530273
2013-12-09,27.0
2013-12-10,26.899999618530273
2013-12-11,26.200000762939453
2013-12-12,26.700000762939453
2013-12-13,27.600000381469727
2013-12-16,28.200000762939453
2013-12-17,29.700000762939453
2013-12-18,29.700000762939453
2013-12-19,40.099998474121094
2013-12-20,39.20000076293945
2013-12-23,39.900001525878906
2013-12-24,40.099998474121094
2013-12-26,40.0
2013-12-27,39.5
2013-12-30,40.099998474121094
2013-12-31,39.70000076293945
2014-01-02,39.099998474121094
2014-01-03,39.79999923706055
2014-01-06,39.20000076293945
2014-01-07,39.0
2014-01-08,39.79999923706055
2014-01-09,39.900001525878906
2014-01-10,41.20000076293945
2014-01-13,41.29999923706055
2014-01-14,42.099998474121094
2014-01-15,43.0
2014-01-16,45.70000076293945
2014-01-17,49.099998474121094
2014-01-21,50.20000076293945
2014-01-22,50.0
2014-01-23,49.70000076293945
2014-01-24,46.29999923706055
2014-01-27,45.79999923706055
2014-01-28,49.599998474121094
2014-01-29,48.20000076293945
2014-01-30,46.29999923706055
2014-01-31,47.0
2014-02-03,44.79999923706055
2014-02-04,44.0
2014-02-05,43.79999923706055
2014-02-06,43.20000076293945
2014-02-07,45.0
2014-02-10,45.20000076293945
2014-02-11,45.0
2014-02-12,46.20000076293945
2014-02-13,45.099998474121094
2014-02-14,43.599998474121094
2014-02-18,43.79999923706055
2014-02-19,44.900001525878906
2014-02-20,45.5
2014-02-21,46.099998474121094
2014-02-24,44.79999923706055
2014-02-25,45.20000076293945
2014-02-26,44.400001525878906
2014-02-27,44.0
2014-02-28,43.79999923706055
2014-03-03,42.79999923706055
2014-03-04,43.70000076293945
2014-03-05,43.70000076293945
2014-03-06,43.599998474121094
2014-03-07,42.5
2014-03-10,43.900001525878906
2014-03-11,43.79999923706055
2014-03-12,44.20000076293945
2014-03-13,43.20000076293945
2014-03-14,43.70000076293945
2014-03-17,43.5
2014-03-18,44.20000076293945
2014-03-19,43.70000076293945
2014-03-20,44.29999923706055
2014-03-21,44.400001525878906
2014-03-24,43.099998474121094
2014-03-25,42.20000076293945
2014-03-26,42.29999923706055
2014-03-27,40.099998474121094
2014-03-28,38.900001525878906
2014-03-31,41.0
2014-04-01,41.20000076293945
2014-04-02,42.099998474121094
2014-04-03,40.599998474121094
2014-04-04,38.29999923706055
2014-04-07,37.099998474121094
2014-04-08,36.20000076293945
2014-04-09,38.20000076293945
2014-04-10,34.900001525878906
2014-04-11,34.29999923706055
2014-04-14,34.099998474121094
2014-04-15,35.099998474121094
2014-04-16,35.599998474121094
2014-04-17,34.5
2014-04-21,34.79999923706055
2014-04-22,36.79999923706055
2014-04-23,36.70000076293945
2014-04-24,36.70000076293945
2014-04-25,35.20000076293945
2014-04-28,36.20000076293945
2014-04-29,36.900001525878906
2014-04-30,36.400001525878906
2014-05-01,36.29999923706055
2014-05-02,36.5
2014-05-05,39.5
2014-05-06,37.0
2014-05-07,36.29999923706055
2014-05-08,34.5
2014-05-09,34.900001525878906
2014-05-12,35.900001525878906
2014-05-13,34.0
2014-05-14,36.70000076293945
2014-05-15,36.70000076293945
2014-05-16,36.5
2014-05-19,37.400001525878906
2014-05-20,36.900001525878906
2014-05-21,36.900001525878906
2014-05-22,37.20000076293945
2014-05-23,36.599998474121094
2014-05-27,36.79999923706055
2014-05-28,37.099998474121094
2014-05-29,38.70000076293945
2014-05-30,38.5
2014-06-02,37.900001525878906
2014-06-03,37.20000076293945
2014-06-04,36.099998474121094
2014-06-05,36.400001525878906
2014-06-06,37.70000076293945
2014-06-09,38.20000076293945
2014-06-10,38.79999923706055
2014-06-11,39.79999923706055
2014-06-12,39.900001525878906
2014-06-13,40.400001525878906
2014-06-16,40.099998474121094
2014-06-17,40.099998474121094
2014-06-18,39.79999923706055
2014-06-19,40.400001525878906
2014-06-20,39.900001525878906
2014-06-23,40.0
2014-06-24,41.599998474121094
2014-06-25,41.29999923706055
2014-06-26,40.70000076293945
2014-06-27,41.5
2014-06-30,43.400001525878906
2014-07-01,43.29999923706055
2014-07-02,46.900001525878906
2014-07-03,46.5
2014-07-07,46.900001525878906
2014-07-08,45.20000076293945
2014-07-09,45.5
2014-07-10,45.20000076293945
2014-07-11,46.400001525878906
2014-07-14,46.20000076293945
2014-07-15,44.70000076293945
2014-07-16,44.5
2014-07-17,42.29999923706055
2014-07-18,44.099998474121094
2014-07-21,43.099998474121094
2014-07-22,43.79999923706055
2014-07-23,44.400001525878906
2014-07-24,44.29999923706055
2014-07-25,43.79999923706055
2014-07-28,43.599998474121094
2014-07-29,45.400001525878906
2014-07-30,45.29999923706055
2014-07-31,44.599998474121094
2014-08-01,43.79999923706055
2014-08-04,43.29999923706055
2014-08-05,44.0
2014-08-06,43.900001525878906
2014-08-07,43.5
2014-08-08,43.900001525878906
2014-08-11,44.900001525878906
2014-08-12,43.79999923706055
2014-08-13,45.79999923706055
2014-08-14,47.099998474121094
2014-08-15,47.900001525878906
2014-08-18,47.900001525878906
2014-08-19,48.099998474121094
2014-08-20,46.599998474121094
2014-08-21,46.099998474121094
2014-08-22,47.29999923706055
2014-08-25,47.70000076293945
2014-08-26,47.599998474121094
2014-08-27,48.0
2014-08-28,48.0
2014-08-29,48.20000076293945
2014-09-02,47.79999923706055
2014-09-03,47.900001525878906
2014-09-04,47.900001525878906
2014-09-05,47.79999923706055
2014-09-08,47.70000076293945
2014-09-09,47.099998474121094
2014-09-10,47.0
2014-09-11,45.400001525878906
2014-09-12,44.400001525878906
2014-09-15,42.099998474121094
2014-09-16,40.400001525878906
2014-09-17,40.599998474121094
2014-09-18,42.900001525878906
2014-09-19,42.400001525878906
2014-09-22,41.79999923706055
2014-09-23,41.70000076293945
2014-09-24,42.099998474121094
2014-09-25,42.79999923706055
2014-09-26,42.900001525878906
2014-09-29,43.0
2014-09-30,44.20000076293945
2014-10-01,40.5
2014-10-02,42.599998474121094
2014-10-03,42.70000076293945
2014-10-06,41.5
2014-10-07,39.5
2014-10-08,39.79999923706055
2014-10-09,37.5
2014-10-10,36.79999923706055
2014-10-13,36.599998474121094
2014-10-14,36.5
2014-10-15,36.29999923706055
2014-10-16,37.099998474121094
2014-10-17,36.79999923706055
2014-10-20,37.20000076293945
2014-10-21,37.0
2014-10-22,37.400001525878906
2014-10-23,40.70000076293945
2014-10-24,42.29999923706055
2014-10-27,41.5
2014-10-28,40.900001525878906
2014-10-29,41.099998474121094
2014-10-30,40.900001525878906
2014-10-31,39.400001525878906
2014-11-03,37.900001525878906
2014-11-04,37.5
2014-11-05,36.599998474121094
2014-11-06,36.79999923706055
2014-11-07,35.20000076293945
2014-11-10,37.20000076293945
2014-11-11,36.099998474121094
2014-11-12,37.400001525878906
2014-11-13,35.70000076293945
2014-11-14,36.70000076293945
2014-11-17,35.900001525878906
2014-11-18,36.0
2014-11-19,35.79999923706055
2014-11-20,39.0
2014-11-21,39.0
2014-11-24,40.5
2014-11-25,42.599998474121094
2014-11-26,43.900001525878906
2014-11-28,43.099998474121094
2014-12-01,42.599998474121094
2014-12-02,44.0
2014-12-03,44.0
2014-12-04,43.20000076293945
2014-12-05,44.599998474121094
2014-12-08,43.70000076293945
2014-12-09,45.400001525878906
2014-12-10,45.20000076293945
2014-12-11,43.900001525878906
2014-12-12,44.0
2014-12-15,42.099998474121094
2014-12-16,40.900001525878906
2014-12-17,41.0
2014-12-18,42.20000076293945
2014-12-19,42.70000076293945
2014-12-22,42.20000076293945
2014-12-23,40.29999923706055
2014-12-24,40.0
2014-12-26,40.20000076293945
2014-12-29,41.20000076293945
2014-12-30,41.20000076293945
2014-12-31,41.099998474121094
2015-01-02,41.599998474121094
2015-01-05,41.0
2015-01-06,40.20000076293945
2015-01-07,40.400001525878906
2015-01-08,40.79999923706055
2015-01-09,40.70000076293945
2015-01-12,40.20000076293945
2015-01-13,39.70000076293945
2015-01-14,40.70000076293945
2015-01-15,39.900001525878906
2015-01-16,40.599998474121094
2015-01-20,41.099998474121094
2015-01-21,40.599998474121094
2015-01-22,40.599998474121094
2015-01-23,40.900001525878906
2015-01-26,40.70000076293945
2015-01-27,40.900001525878906
2015-01-28,39.400001525878906
2015-01-29,39.20000076293945
2015-01-30,38.70000076293945
2015-02-02,38.099998474121094
2015-02-03,38.79999923706055
2015-02-04,39.29999923706055
2015-02-05,38.79999923706055
2015-02-06,40.20000076293945
2015-02-09,40.599998474121094
2015-02-10,40.599998474121094
2015-02-11,40.599998474121094
2015-02-12,40.70000076293945
2015-02-13,41.900001525878906
2015-02-17,43.900001525878906
2015-02-18,44.400001525878906
2015-02-19,45.79999923706055
2015-02-20,45.0
2015-02-23,44.599998474121094
2015-02-24,44.599998474121094
2015-02-25,44.5
2015-02-26,44.70000076293945
2015-02-27,44.0
2015-03-02,45.0
2015-03-03,45.20000076293945
2015-03-04,45.70000076293945
2015-03-05,45.0
2015-03-06,44.70000076293945
2015-03-09,44.70000076293945
2015-03-10,43.79999923706055
2015-03-11,44.0
2015-03-12,43.900001525878906
2015-03-13,43.0
2015-03-16,43.20000076293945
2015-03-17,43.599998474121094
2015-03-18,43.29999923706055
2015-03-19,43.5
2015-03-20,43.0
2015-03-23,43.5
2015-03-24,43.599998474121094
2015-03-25,41.5
2015-03-26,40.70000076293945
2015-03-27,40.29999923706055
2015-03-30,39.70000076293945
2015-03-31,39.5
2015-04-01,38.5
2015-04-02,38.5
2015-04-06,39.79999923706055
2015-04-07,40.20000076293945
2015-04-08,40.20000076293945
2015-04-09,41.0
2015-04-10,41.400001525878906
2015-04-13,42.0
2015-04-14,40.900001525878906
2015-04-15,40.70000076293945
2015-04-16,40.599998474121094
2015-04-17,39.900001525878906
2015-04-20,40.599998474121094
2015-04-21,40.79999923706055
2015-04-22,40.400001525878906
2015-04-23,40.79999923706055
2015-04-24,41.599998474121094
2015-04-27,40.5
2015-04-28,40.70000076293945
2015-04-29,40.400001525878906
2015-04-30,39.599998474121094
2015-05-01,39.70000076293945
2015-05-04,40.599998474121094
2015-05-05,40.70000076293945
2015-05-06,43.900001525878906
2015-05-07,44.0
2015-05-08,39.29999923706055
2015-05-11,38.599998474121094
2015-05-12,39.5
2015-05-13,39.0
2015-05-14,40.400001525878906
2015-05-15,40.20000076293945
2015-05-18,39.900001525878906
2015-05-19,41.0
2015-05-20,40.29999923706055
2015-05-21,40.29999923706055
2015-05-22,40.099998474121094
2015-05-26,39.400001525878906
2015-05-27,38.79999923706055
2015-05-28,39.099998474121094
2015-05-29,39.29999923706055
2015-06-01,38.599998474121094
2015-06-02,38.5
2015-06-03,39.0
2015-06-04,38.70000076293945
2015-06-05,39.29999923706055
2015-06-08,39.29999923706055
2015-06-09,38.5
2015-06-10,38.5
2015-06-11,38.400001525878906
2015-06-12,38.29999923706055
2015-06-15,37.599998474121094
2015-06-16,37.599998474121094
2015-06-17,37.70000076293945
2015-06-18,40.20000076293945
2015-06-19,40.5
2015-06-22,40.29999923706055
2015-06-23,40.0
2015-06-24,40.0
2015-06-25,38.599998474121094
2015-06-26,38.099998474121094
2015-06-29,36.70000076293945
2015-06-30,37.70000076293945
2015-07-01,38.0
2015-07-02,37.900001525878906
2015-07-06,37.70000076293945
2015-07-07,36.900001525878906
2015-07-08,34.900001525878906
2015-07-09,39.20000076293945
2015-07-10,40.79999923706055
2015-07-13,43.0
2015-07-14,44.70000076293945
2015-07-15,43.20000076293945
2015-07-16,42.79999923706055
2015-07-17,40.5
2015-07-20,40.5
2015-07-21,41.400001525878906
2015-07-22,41.099998474121094
2015-07-23,40.900001525878906
2015-07-24,40.70000076293945
2015-07-27,41.0
2015-07-28,41.20000076293945
2015-07-29,41.79999923706055
2015-07-30,40.599998474121094
2015-07-31,40.599998474121094
2015-08-03,40.5
2015-08-04,40.70000076293945
2015-08-05,40.5
2015-08-06,40.400001525878906
2015-08-07,40.29999923706055
2015-08-10,40.5
2015-08-11,40.70000076293945
2015-08-12,41.0
2015-08-13,41.0
2015-08-14,40.5
2015-08-17,40.599998474121094
2015-08-18,40.5
2015-08-19,40.79999923706055
2015-08-20,40.20000076293945
2015-08-21,39.900001525878906
2015-08-24,38.0
2015-08-25,37.29999923706055
2015-08-26,37.900001525878906
2015-08-27,37.70000076293945
2015-08-28,39.400001525878906
2015-08-31,37.5
2015-09-01,36.900001525878906
2015-09-02,36.900001525878906
2015-09-03,37.099998474121094
2015-09-04,37.099998474121094
2015-09-08,38.0
2015-09-09,38.20000076293945
2015-09-10,37.5
2015-09-11,38.29999923706055
2015-09-14,38.29999923706055
2015-09-15,39.70000076293945
2015-09-16,37.599998474121094
2015-09-17,39.20000076293945
2015-09-18,38.70000076293945
2015-09-21,37.5
2015-09-22,37.0
2015-09-23,36.79999923706055
2015-09-24,36.099998474121094
2015-09-25,35.099998474121094
2015-09-28,37.900001525878906
2015-09-29,35.599998474121094
2015-09-30,36.5
2015-10-01,35.900001525878906
2015-10-02,36.79999923706055
2015-10-05,38.20000076293945
2015-10-06,38.0
2015-10-07,37.20000076293945
2015-10-08,37.20000076293945
2015-10-09,37.900001525878906
2015-10-12,38.0
2015-10-13,37.400001525878906
2015-10-14,36.70000076293945
2015-10-15,38.29999923706055
2015-10-16,39.70000076293945
2015-10-19,39.400001525878906
2015-10-20,40.0
2015-10-21,38.79999923706055
2015-10-22,39.20000076293945
2015-10-23,38.70000076293945
2015-10-26,38.599998474121094
2015-10-27,37.5
2015-10-28,38.5
2015-10-29,38.29999923706055
2015-10-30,38.400001525878906
2015-11-02,38.599998474121094
2015-11-03,38.400001525878906
2015-11-04,38.900001525878906
2015-11-05,39.29999923706055
2015-11-06,38.0
2015-11-09,38.70000076293945
2015-11-10,37.79999923706055
2015-11-11,37.70000076293945
2015-11-12,37.5
2015-11-13,37.5
2015-11-16,37.79999923706055
2015-11-17,37.5
2015-11-18,38.599998474121094
2015-11-19,38.099998474121094
2015-11-20,38.20000076293945
2015-11-23,37.5
2015-11-24,37.900001525878906
2015-11-25,39.0
2015-11-27,39.20000076293945
2015-11-30,38.79999923706055
2015-12-01,39.70000076293945
2015-12-02,39.0
2015-12-03,38.70000076293945
2015-12-04,39.0
2015-12-07,37.900001525878906
2015-12-08,38.900001525878906
2015-12-09,37.5
2015-12-10,37.20000076293945
2015-12-11,36.599998474121094
2015-12-14,35.099998474121094
2015-12-15,35.099998474121094
2015-12-16,37.79999923706055
2015-12-17,39.5
2015-12-18,36.900001525878906
2015-12-21,37.0
2015-12-22,44.900001525878906
2015-12-23,45.400001525878906
2015-12-24,43.70000076293945
2015-12-28,47.400001525878906
2015-12-29,46.70000076293945
2015-12-30,47.29999923706055
2015-12-31,48.20000076293945
2016-01-04,48.0
2016-01-05,44.79999923706055
2016-01-06,41.29999923706055
2016-01-07,43.29999923706055
2016-01-08,39.599998474121094
2016-01-11,39.099998474121094
2016-01-12,37.400001525878906
2016-01-13,35.5
2016-01-14,35.0
2016-01-15,34.599998474121094
2016-01-19,34.900001525878906
2016-01-20,36.5
2016-01-21,34.79999923706055
2016-01-22,35.70000076293945
2016-01-25,35.79999923706055
2016-01-26,37.20000076293945
2016-01-27,35.099998474121094
2016-01-28,34.5
2016-01-29,34.099998474121094
2016-02-01,35.099998474121094
2016-02-02,34.0
2016-02-03,33.400001525878906
2016-02-04,34.400001525878906
2016-02-05,33.79999923706055
2016-02-08,32.0
2016-02-09,30.399999618530273
2016-02-10,29.600000381469727
2016-02-11,28.200000762939453
2016-02-12,28.600000381469727
2016-02-16,28.100000381469727
2016-02-17,28.0
2016-02-18,29.0
2016-02-19,29.600000381469727
2016-02-22,28.0
2016-02-23,28.0
2016-02-24,27.799999237060547
2016-02-25,27.399999618530273
2016-02-26,27.700000762939453
2016-02-29,27.100000381469727
2016-03-01,27.5
2016-03-02,28.700000762939453
2016-03-03,27.899999618530273
2016-03-04,29.299999237060547
2016-03-07,31.299999237060547
2016-03-08,29.0
2016-03-09,28.799999237060547
2016-03-10,28.299999237060547
2016-03-11,29.100000381469727
2016-03-14,28.399999618530273
2016-03-15,27.0
2016-03-16,27.100000381469727
2016-03-17,25.0
2016-03-18,26.100000381469727
2016-03-21,26.600000381469727
2016-03-22,29.5
2016-03-23,26.899999618530273
2016-03-24,27.100000381469727
2016-03-28,26.700000762939453
2016-03-29,27.600000381469727
2016-03-30,26.399999618530273
2016-03-31,26.799999237060547
2016-04-01,27.899999618530273
2016-04-04,29.600000381469727
2016-04-05,30.0
2016-04-06,30.200000762939453
2016-04-07,29.899999618530273
2016-04-08,29.5
2016-04-11,28.100000381469727
2016-04-12,28.899999618530273
2016-04-13,28.700000762939453
2016-04-14,30.200000762939453
2016-04-15,29.600000381469727
2016-04-18,30.600000381469727
2016-04-19,32.5
2016-04-20,31.0
2016-04-21,32.400001525878906
2016-04-22,31.5
2016-04-25,31.700000762939453
2016-04-26,30.200000762939453
2016-04-27,30.200000762939453
2016-04-28,30.200000762939453
2016-04-29,28.700000762939453
2016-05-02,29.399999618530273
2016-05-03,29.899999618530273
2016-05-04,28.5
2016-05-05,28.600000381469727
2016-05-06,28.700000762939453
2016-05-09,29.899999618530273
2016-05-10,29.700000762939453
2016-05-11,29.600000381469727
2016-05-12,27.899999618530273
2016-05-13,27.5
2016-05-16,27.700000762939453
2016-05-17,27.700000762939453
2016-05-18,28.299999237060547
2016-05-19,28.100000381469727
2016-05-20,28.600000381469727
2016-05-23,29.5
2016-05-24,30.399999618530273
2016-05-25,30.0
2016-05-26,31.0
2016-05-27,38.5
2016-05-31,35.0
2016-06-01,35.20000076293945
2016-06-02,36.400001525878906
2016-06-03,35.099998474121094
2016-06-06,34.29999923706055
2016-06-07,34.599998474121094
2016-06-08,35.599998474121094
2016-06-09,34.29999923706055
2016-06-10,34.900001525878906
2016-06-13,34.29999923706055
2016-06-14,32.79999923706055
2016-06-15,32.599998474121094
2016-06-16,30.600000381469727
2016-06-17,30.0
2016-06-20,30.5
2016-06-21,30.100000381469727
2016-06-22,29.399999618530273
2016-06-23,32.0
2016-06-24,30.799999237060547
2016-06-27,28.100000381469727
2016-06-28,28.399999618530273
2016-06-29,28.299999237060547
2016-06-30,28.299999237060547
2016-07-01,29.5
2016-07-05,30.600000381469727
2016-07-06,30.200000762939453
2016-07-07,30.700000762939453
2016-07-08,31.5
2016-07-11,32.0
2016-07-12,33.0
2016-07-13,32.599998474121094
2016-07-14,35.0
2016-07-15,34.29999923706055
2016-07-18,33.099998474121094
2016-07-19,33.29999923706055
2016-07-20,35.0
2016-07-21,34.900001525878906
2016-07-22,34.900001525878906
2016-07-25,33.599998474121094
2016-07-26,37.79999923706055
2016-07-27,37.900001525878906
2016-07-28,38.099998474121094
2016-07-29,38.20000076293945
2016-08-01,39.29999923706055
2016-08-02,39.099998474121094
2016-08-03,39.29999923706055
2016-08-04,39.099998474121094
2016-08-05,39.400001525878906
2016-08-08,39.20000076293945
2016-08-09,40.0
2016-08-10,39.099998474121094
2016-08-11,39.20000076293945
2016-08-12,39.29999923706055
2016-08-15,41.099998474121094
2016-08-16,40.79999923706055
2016-08-17,40.0
2016-08-18,39.900001525878906
2016-08-19,39.599998474121094
2016-08-22,40.20000076293945
2016-08-23,40.0
2016-08-24,39.79999923706055
2016-08-25,39.599998474121094
2016-08-26,39.29999923706055
2016-08-29,39.79999923706055
2016-08-30,39.70000076293945
2016-08-31,38.70000076293945
2016-09-01,37.70000076293945
2016-09-02,37.0
2016-09-06,37.0
2016-09-07,36.79999923706055
2016-09-08,37.099998474121094
2016-09-09,37.0
2016-09-12,38.29999923706055
2016-09-13,37.599998474121094
2016-09-14,37.20000076293945
2016-09-15,36.29999923706055
2016-09-16,35.5
2016-09-19,34.70000076293945
2016-09-20,34.70000076293945
2016-09-21,33.900001525878906
2016-09-22,32.79999923706055
2016-09-23,32.20000076293945
2016-09-26,31.700000762939453
2016-09-27,32.29999923706055
2016-09-28,32.5
2016-09-29,31.799999237060547
2016-09-30,30.100000381469727
2016-10-03,29.399999618530273
2016-10-04,28.299999237060547
2016-10-05,29.399999618530273
2016-10-06,28.0
2016-10-07,26.899999618530273
2016-10-10,23.899999618530273
2016-10-11,24.100000381469727
2016-10-12,23.799999237060547
2016-10-13,23.5
2016-10-14,23.100000381469727
2016-10-17,22.799999237060547
2016-10-18,23.299999237060547
2016-10-19,22.799999237060547
2016-10-20,22.799999237060547
2016-10-21,23.299999237060547
2016-10-24,23.100000381469727
2016-10-25,21.899999618530273
2016-10-26,21.700000762939453
2016-10-27,21.399999618530273
2016-10-28,21.100000381469727
2016-10-31,20.799999237060547
2016-11-01,19.600000381469727
2016-11-02,19.100000381469727
2016-11-03,19.100000381469727
2016-11-04,19.600000381469727
2016-11-07,20.700000762939453
2016-11-08,19.799999237060547
2016-11-09,19.299999237060547
2016-11-10,19.600000381469727
2016-11-11,19.200000762939453
2016-11-14,19.100000381469727
2016-11-15,18.700000762939453
2016-11-16,19.299999237060547
2016-11-17,19.100000381469727
2016-11-18,18.799999237060547
2016-11-21,19.399999618530273
2016-11-22,19.0
2016-11-23,18.5
2016-11-25,18.399999618530273
2016-11-28,18.899999618530273
2016-11-29,19.100000381469727
2016-11-30,18.600000381469727
2016-12-01,17.700000762939453
2016-12-02,18.100000381469727
2016-12-05,17.200000762939453
2016-12-06,17.200000762939453
2016-12-07,17.399999618530273
2016-12-08,16.899999618530273
2016-12-09,17.399999618530273
2016-12-12,17.0
2016-12-13,15.600000381469727
2016-12-14,15.600000381469727
2016-12-15,16.0
2016-12-16,17.299999237060547
2016-12-19,18.100000381469727
2016-12-20,18.799999237060547
2016-12-21,18.5
2016-12-22,18.399999618530273
2016-12-23,19.700000762939453
2016-12-27,19.399999618530273
2016-12-28,18.0
2016-12-29,16.799999237060547
2016-12-30,17.100000381469727
2017-01-03,17.700000762939453
2017-01-04,18.399999618530273
2017-01-05,19.0
2017-01-06,19.0
2017-01-09,18.899999618530273
2017-01-10,20.899999618530273
2017-01-11,19.700000762939453
2017-01-12,19.399999618530273
2017-01-13,19.399999618530273
2017-01-17,19.100000381469727
2017-01-18,18.200000762939453
2017-01-19,18.5
2017-01-20,18.299999237060547
2017-01-23,18.200000762939453
2017-01-24,18.100000381469727
2017-01-25,18.200000762939453
2017-01-26,17.899999618530273
2017-01-27,17.899999618530273
2017-01-30,17.5
2017-01-31,17.600000381469727
2017-02-01,17.600000381469727
2017-02-02,17.5
2017-02-03,17.100000381469727
2017-02-06,16.899999618530273
2017-02-07,16.600000381469727
2017-02-08,17.600000381469727
2017-02-09,18.600000381469727
2017-02-10,17.799999237060547
2017-02-13,17.399999618530273
2017-02-14,17.0
2017-02-15,17.5
2017-02-16,17.600000381469727
2017-02-17,18.0
2017-02-21,18.0
2017-02-22,18.200000762939453
2017-02-23,17.5
2017-02-24,17.799999237060547
2017-02-27,17.799999237060547
2017-02-28,17.5
2017-03-01,17.700000762939453
2017-03-02,17.600000381469727
2017-03-03,17.100000381469727
2017-03-06,17.100000381469727
2017-03-07,17.100000381469727
2017-03-08,17.0
2017-03-09,16.899999618530273
2017-03-10,17.0
2017-03-13,17.0
2017-03-14,16.799999237060547
2017-03-15,17.0
2017-03-16,16.899999618530273
2017-03-17,17.0
2017-03-20,17.100000381469727
2017-03-21,17.0
2017-03-22,16.799999237060547
2017-03-23,17.0
2017-03-24,17.0
2017-03-27,17.200000762939453
2017-03-28,18.0
2017-03-29,18.5
2017-03-30,17.5
2017-03-31,17.200000762939453
2017-04-03,16.899999618530273
2017-04-04,16.899999618530273
2017-04-05,16.299999237060547
