,TLW
2015-12-04,32.88999938964844
2015-12-07,32.88999938964844
2015-12-08,32.88999938964844
2015-12-09,32.88999938964844
2015-12-10,32.88999938964844
2015-12-11,32.88999938964844
2015-12-14,32.88999938964844
2015-12-15,32.88999938964844
2015-12-16,32.88999938964844
2015-12-17,32.88999938964844
2015-12-18,32.88999938964844
2015-12-21,32.88999938964844
2015-12-22,32.88999938964844
2015-12-23,32.88999938964844
2015-12-24,32.88999938964844
2015-12-28,32.88999938964844
2015-12-29,32.88999938964844
2015-12-30,32.88999938964844
2015-12-31,32.88999938964844
2016-01-04,32.88999938964844
2016-01-05,32.88999938964844
2016-01-06,32.88999938964844
2016-01-07,32.88999938964844
2016-01-08,32.88999938964844
2016-01-11,32.88999938964844
2016-01-12,32.88999938964844
2016-01-13,32.88999938964844
2016-01-14,32.88999938964844
2016-01-15,32.88999938964844
2016-01-19,32.88999938964844
2016-01-20,32.88999938964844
2016-01-21,32.88999938964844
2016-01-22,32.88999938964844
2016-01-25,32.88999938964844
2016-01-26,32.88999938964844
2016-01-27,27.989999771118164
2016-01-28,27.989999771118164
2016-01-29,27.989999771118164
2016-02-01,27.989999771118164
2016-02-02,
2016-02-03,27.989999771118164
2016-02-04,27.989999771118164
2016-02-05,27.989999771118164
2016-02-08,27.989999771118164
2016-02-09,27.989999771118164
2016-02-10,27.93000030517578
2016-02-11,27.93000030517578
2016-02-12,27.93000030517578
2016-02-16,27.93000030517578
2016-02-17,27.93000030517578
2016-02-18,27.93000030517578
2016-02-19,27.93000030517578
2016-02-22,27.93000030517578
2016-02-23,27.93000030517578
2016-02-24,27.93000030517578
2016-02-25,
2016-02-26,27.93000030517578
2016-02-29,27.93000030517578
2016-03-01,27.920000076293945
2016-03-02,27.920000076293945
2016-03-03,27.920000076293945
2016-03-04,27.920000076293945
2016-03-07,27.920000076293945
2016-03-08,27.920000076293945
2016-03-09,27.920000076293945
2016-03-10,27.920000076293945
2016-03-11,27.920000076293945
2016-03-14,27.920000076293945
2016-03-15,27.920000076293945
2016-03-16,27.920000076293945
2016-03-17,27.920000076293945
2016-03-18,27.920000076293945
2016-03-21,27.920000076293945
2016-03-22,27.920000076293945
2016-03-23,27.920000076293945
2016-03-24,27.920000076293945
2016-03-28,27.920000076293945
2016-03-29,27.920000076293945
2016-03-30,27.920000076293945
2016-03-31,27.920000076293945
2016-04-01,27.920000076293945
2016-04-04,27.920000076293945
2016-04-05,27.920000076293945
2016-04-06,27.920000076293945
2016-04-07,27.920000076293945
2016-04-08,27.920000076293945
2016-04-11,27.920000076293945
2016-04-12,27.920000076293945
2016-04-13,27.920000076293945
2016-04-14,27.920000076293945
2016-04-15,27.920000076293945
2016-04-18,27.920000076293945
2016-04-19,27.920000076293945
2016-04-20,27.920000076293945
2016-04-21,27.920000076293945
2016-04-22,27.920000076293945
2016-04-25,27.920000076293945
2016-04-26,27.920000076293945
2016-04-27,27.920000076293945
2016-04-28,27.920000076293945
2016-04-29,27.920000076293945
2016-05-02,27.920000076293945
2016-05-03,27.920000076293945
2016-05-04,27.920000076293945
2016-05-05,27.920000076293945
2016-05-06,27.920000076293945
2016-05-09,27.920000076293945
2016-05-10,0.009999999776482582
2016-05-11,27.920000076293945
2016-05-12,27.920000076293945
2016-05-13,27.920000076293945
2016-05-16,27.920000076293945
2016-05-17,27.920000076293945
2016-05-18,27.920000076293945
2016-05-19,27.920000076293945
2016-05-20,27.920000076293945
2016-05-23,27.920000076293945
2016-05-24,27.920000076293945
2016-05-25,27.920000076293945
2016-05-26,27.920000076293945
2016-05-27,27.920000076293945
2016-05-31,27.920000076293945
2016-06-01,27.920000076293945
2016-06-02,27.920000076293945
2016-06-03,27.920000076293945
2016-06-06,27.920000076293945
2016-06-07,27.920000076293945
2016-06-08,27.920000076293945
2016-06-09,27.920000076293945
2016-06-10,27.920000076293945
2016-06-13,27.920000076293945
2016-06-14,27.920000076293945
2016-06-15,27.920000076293945
2016-06-16,27.920000076293945
2016-06-17,27.920000076293945
2016-06-20,27.920000076293945
2016-06-21,27.920000076293945
2016-06-22,27.920000076293945
2016-06-23,27.920000076293945
2016-06-24,27.920000076293945
2016-06-27,27.920000076293945
2016-06-28,27.920000076293945
2016-06-29,27.920000076293945
2016-06-30,27.920000076293945
2016-07-01,27.920000076293945
2016-07-05,27.8799991607666
2016-07-06,27.8799991607666
2016-07-07,27.8799991607666
2016-07-08,27.8799991607666
2016-07-11,27.8799991607666
2016-07-12,27.8799991607666
2016-07-13,27.8799991607666
2016-07-14,27.8799991607666
2016-07-15,27.8799991607666
2016-07-18,27.8799991607666
2016-07-19,27.8799991607666
2016-07-20,27.8799991607666
2016-07-21,27.8799991607666
2016-07-22,27.8799991607666
2016-07-25,27.8799991607666
2016-07-26,27.8799991607666
2016-07-27,27.8799991607666
2016-07-28,27.8799991607666
2016-07-29,27.8799991607666
2016-08-01,27.8799991607666
2016-08-02,27.8799991607666
2016-08-03,27.8799991607666
2016-08-04,27.8799991607666
2016-08-05,27.8799991607666
2016-08-08,27.8799991607666
2016-08-09,27.8799991607666
2016-08-10,27.8799991607666
2016-08-11,27.8799991607666
2016-08-12,27.8799991607666
2016-08-15,27.8799991607666
2016-08-16,27.8799991607666
2016-08-17,27.8799991607666
2016-08-18,27.8799991607666
2016-08-19,27.8799991607666
2016-08-22,27.8799991607666
2016-08-23,27.8799991607666
2016-08-24,27.860000610351562
2016-08-25,27.860000610351562
2016-08-26,27.5
2016-08-29,27.5
2016-08-30,27.5
2016-08-31,27.0
2016-09-01,27.200000762939453
2016-09-02,27.200000762939453
2016-09-06,27.200000762939453
2016-09-07,27.200000762939453
2016-09-08,27.200000762939453
2016-09-09,27.200000762939453
2016-09-12,27.200000762939453
2016-09-13,27.200000762939453
2016-09-14,27.0
2016-09-15,27.0
2016-09-16,27.0
2016-09-19,27.0
2016-09-20,27.0
2016-09-21,27.0
2016-09-22,27.0
2016-09-23,0.009999999776482582
2016-09-26,26.950000762939453
2016-09-27,26.899999618530273
2016-09-28,26.899999618530273
2016-09-29,26.899999618530273
2016-09-30,26.899999618530273
2016-10-03,26.899999618530273
2016-10-04,26.899999618530273
2016-10-05,26.899999618530273
2016-10-06,26.899999618530273
2016-10-07,26.899999618530273
2016-10-10,26.899999618530273
2016-10-11,26.899999618530273
2016-10-12,26.899999618530273
2016-10-13,26.899999618530273
2016-10-14,26.899999618530273
2016-10-17,26.899999618530273
2016-10-18,26.899999618530273
2016-10-19,26.899999618530273
2016-10-20,26.899999618530273
2016-10-21,26.899999618530273
2016-10-24,26.899999618530273
2016-10-25,26.899999618530273
2016-10-26,26.899999618530273
2016-10-27,26.899999618530273
2016-10-28,26.899999618530273
2016-10-31,26.899999618530273
2016-11-01,26.899999618530273
2016-11-02,26.899999618530273
2016-11-03,26.899999618530273
2016-11-04,26.899999618530273
2016-11-07,26.899999618530273
2016-11-08,26.899999618530273
2016-11-09,26.899999618530273
2016-11-10,26.899999618530273
2016-11-11,0.008999999612569809
2016-11-14,26.899999618530273
2016-11-15,26.899999618530273
2016-11-16,26.899999618530273
2016-11-17,26.899999618530273
2016-11-18,26.899999618530273
2016-11-21,26.899999618530273
2016-11-22,26.899999618530273
2016-11-23,26.899999618530273
2016-11-25,26.899999618530273
2016-11-28,26.899999618530273
2016-11-29,26.899999618530273
2016-11-30,26.899999618530273
2016-12-01,0.008999999612569809
2016-12-02,26.899999618530273
2016-12-05,26.899999618530273
2016-12-06,26.899999618530273
2016-12-07,26.899999618530273
2016-12-08,26.899999618530273
2016-12-09,26.899999618530273
2016-12-12,26.899999618530273
2016-12-13,26.899999618530273
2016-12-14,26.899999618530273
2016-12-15,26.899999618530273
2016-12-16,26.899999618530273
2016-12-19,26.899999618530273
2016-12-20,26.899999618530273
2016-12-21,26.899999618530273
2016-12-22,26.8700008392334
2016-12-23,26.8700008392334
2016-12-27,26.8700008392334
2016-12-28,26.8700008392334
2016-12-29,26.8700008392334
2016-12-30,26.8700008392334
2017-01-03,26.8700008392334
2017-01-04,26.8700008392334
2017-01-05,26.8700008392334
2017-01-06,26.8700008392334
2017-01-09,26.8700008392334
2017-01-10,26.8700008392334
2017-01-11,26.8700008392334
2017-01-12,26.8700008392334
2017-01-13,26.8700008392334
2017-01-17,26.8700008392334
2017-01-18,26.8700008392334
2017-01-19,26.8700008392334
2017-01-20,26.8700008392334
2017-01-23,26.8700008392334
2017-01-24,26.8700008392334
2017-01-25,26.8700008392334
2017-01-26,26.8700008392334
2017-01-27,26.8700008392334
2017-01-30,26.8700008392334
2017-01-31,26.8700008392334
2017-02-01,26.8700008392334
2017-02-02,26.8700008392334
2017-02-03,25.0
2017-02-06,25.0
2017-02-07,25.0
2017-02-08,25.0
2017-02-09,25.0
2017-02-10,25.0
2017-02-13,25.0
2017-02-14,25.0
2017-02-15,25.0
2017-02-16,25.0
2017-02-17,25.0
2017-02-21,25.0
2017-02-22,25.0
2017-02-23,25.0
2017-02-24,25.0
2017-02-27,25.0
2017-02-28,25.0
2017-03-01,25.0
2017-03-02,25.0
2017-03-03,25.0
2017-03-06,25.0
2017-03-07,25.0
2017-03-08,25.0
2017-03-09,25.0
2017-03-10,25.0
2017-03-13,25.0
2017-03-14,25.0
2017-03-15,21.0
2017-03-16,21.0
2017-03-17,21.0
2017-03-20,21.0
2017-03-21,21.0
2017-03-22,21.0
2017-03-23,21.0
2017-03-24,20.940000534057617
2017-03-27,20.940000534057617
2017-03-28,20.940000534057617
2017-03-29,20.940000534057617
2017-03-30,20.940000534057617
2017-03-31,20.940000534057617
2017-04-03,20.940000534057617
2017-04-04,20.940000534057617
2017-04-05,20.940000534057617
2017-04-06,20.940000534057617
2017-04-07,20.940000534057617
2017-04-10,20.940000534057617
2017-04-11,20.940000534057617
2017-04-12,20.940000534057617
2017-04-13,20.940000534057617
2017-04-17,20.940000534057617
2017-04-18,20.940000534057617
2017-04-19,20.940000534057617
2017-04-20,20.940000534057617
2017-04-21,20.940000534057617
2017-04-24,20.940000534057617
2017-04-25,20.940000534057617
2017-04-26,20.940000534057617
2017-04-27,20.940000534057617
2017-04-28,20.940000534057617
2017-05-01,20.940000534057617
2017-05-02,20.940000534057617
2017-05-03,20.940000534057617
2017-05-04,20.940000534057617
2017-05-05,20.940000534057617
2017-05-08,20.940000534057617
2017-05-09,20.940000534057617
2017-05-10,20.940000534057617
2017-05-11,20.940000534057617
2017-05-12,20.940000534057617
2017-05-15,20.940000534057617
2017-05-16,20.940000534057617
2017-05-17,20.940000534057617
2017-05-18,20.940000534057617
2017-05-19,20.940000534057617
2017-05-22,20.940000534057617
2017-05-23,20.940000534057617
2017-05-24,20.940000534057617
2017-05-25,20.940000534057617
2017-05-26,20.940000534057617
2017-05-30,20.940000534057617
2017-05-31,20.940000534057617
2017-06-01,20.940000534057617
2017-06-02,20.940000534057617
2017-06-05,20.940000534057617
2017-06-06,20.940000534057617
2017-06-07,20.940000534057617
2017-06-08,20.940000534057617
2017-06-09,20.940000534057617
2017-06-12,20.940000534057617
2017-06-13,20.940000534057617
2017-06-14,20.940000534057617
2017-06-15,20.940000534057617
2017-06-16,20.940000534057617
2017-06-19,20.940000534057617
2017-06-20,20.940000534057617
2017-06-21,20.940000534057617
2017-06-22,20.940000534057617
2017-06-23,20.940000534057617
2017-06-26,
2017-06-27,20.940000534057617
2017-06-28,20.940000534057617
2017-06-29,20.940000534057617
2017-06-30,20.940000534057617
2017-07-03,20.940000534057617
2017-07-05,20.940000534057617
2017-07-06,20.940000534057617
2017-07-07,20.940000534057617
2017-07-10,20.940000534057617
2017-07-11,20.940000534057617
2017-07-12,20.940000534057617
2017-07-13,20.940000534057617
2017-07-14,20.940000534057617
2017-07-17,20.940000534057617
2017-07-18,20.940000534057617
2017-07-19,20.940000534057617
2017-07-20,20.940000534057617
2017-07-21,20.940000534057617
2017-07-24,20.940000534057617
2017-07-25,20.940000534057617
2017-07-26,20.940000534057617
2017-07-27,17.799999237060547
2017-07-28,17.799999237060547
2017-07-31,17.799999237060547
2017-08-01,17.799999237060547
2017-08-02,17.799999237060547
2017-08-03,17.799999237060547
2017-08-04,17.799999237060547
2017-08-07,17.799999237060547
2017-08-08,17.799999237060547
2017-08-09,17.799999237060547
2017-08-10,17.799999237060547
2017-08-11,17.799999237060547
2017-08-14,17.799999237060547
2017-08-15,17.799999237060547
2017-08-16,17.799999237060547
2017-08-17,17.799999237060547
2017-08-18,17.799999237060547
2017-08-21,17.799999237060547
2017-08-22,17.799999237060547
2017-08-23,17.799999237060547
2017-08-24,17.799999237060547
2017-08-25,17.799999237060547
2017-08-28,17.799999237060547
2017-08-29,17.799999237060547
2017-08-30,17.799999237060547
2017-08-31,17.799999237060547
2017-09-01,17.799999237060547
2017-09-05,17.799999237060547
2017-09-06,17.799999237060547
2017-09-07,17.799999237060547
2017-09-08,17.799999237060547
2017-09-11,17.799999237060547
2017-09-12,17.799999237060547
2017-09-13,17.799999237060547
2017-09-14,17.799999237060547
2017-09-15,17.799999237060547
2017-09-18,17.799999237060547
2017-09-19,17.799999237060547
2017-09-20,17.799999237060547
2017-09-21,17.799999237060547
2017-09-22,17.739999771118164
2017-09-25,17.739999771118164
2017-09-26,17.739999771118164
2017-09-27,17.739999771118164
2017-09-28,17.739999771118164
2017-09-29,17.739999771118164
2017-10-02,17.729999542236328
2017-10-03,17.729999542236328
2017-10-04,17.729999542236328
2017-10-05,17.729999542236328
2017-10-06,17.729999542236328
2017-10-09,17.729999542236328
2017-10-10,17.690000534057617
2017-10-11,17.690000534057617
2017-10-12,17.690000534057617
2017-10-13,17.690000534057617
2017-10-16,17.690000534057617
2017-10-17,17.690000534057617
2017-10-18,17.690000534057617
2017-10-19,17.690000534057617
2017-10-20,17.690000534057617
2017-10-23,17.690000534057617
2017-10-24,17.690000534057617
2017-10-25,17.690000534057617
2017-10-26,17.690000534057617
2017-10-27,17.690000534057617
2017-10-30,17.690000534057617
2017-10-31,17.299999237060547
2017-11-01,17.299999237060547
2017-11-02,17.299999237060547
2017-11-03,17.299999237060547
2017-11-06,17.280000686645508
2017-11-07,17.280000686645508
2017-11-08,17.280000686645508
2017-11-09,17.280000686645508
2017-11-10,17.280000686645508
2017-11-13,17.280000686645508
2017-11-14,17.280000686645508
2017-11-15,17.280000686645508
2017-11-16,17.280000686645508
2017-11-17,17.280000686645508
2017-11-20,17.280000686645508
2017-11-21,17.280000686645508
2017-11-22,17.280000686645508
2017-11-24,17.280000686645508
2017-11-27,17.280000686645508
2017-11-28,17.280000686645508
2017-11-29,17.280000686645508
2017-11-30,17.200000762939453
2017-12-01,17.200000762939453
2017-12-04,17.200000762939453
2017-12-05,17.200000762939453
2017-12-06,17.200000762939453
2017-12-07,17.200000762939453
2017-12-08,17.200000762939453
2017-12-11,17.200000762939453
2017-12-12,17.149999618530273
2017-12-13,17.149999618530273
2017-12-14,17.149999618530273
2017-12-15,17.149999618530273
2017-12-18,17.149999618530273
2017-12-19,17.149999618530273
2017-12-20,17.149999618530273
2017-12-21,17.149999618530273
2017-12-22,17.149999618530273
2017-12-26,17.149999618530273
2017-12-27,17.149999618530273
2017-12-28,17.149999618530273
2017-12-29,17.149999618530273
2018-01-02,17.149999618530273
2018-01-03,17.149999618530273
2018-01-04,17.149999618530273
2018-01-05,17.149999618530273
2018-01-08,17.149999618530273
2018-01-09,17.149999618530273
2018-01-10,17.149999618530273
2018-01-11,17.149999618530273
2018-01-12,17.149999618530273
2018-01-16,17.149999618530273
2018-01-17,17.149999618530273
2018-01-18,17.149999618530273
2018-01-19,17.149999618530273
2018-01-22,17.149999618530273
2018-01-23,17.149999618530273
2018-01-24,17.149999618530273
2018-01-25,17.149999618530273
2018-01-26,17.149999618530273
2018-01-29,17.149999618530273
2018-01-30,17.149999618530273
2018-01-31,17.149999618530273
2018-02-01,17.149999618530273
2018-02-02,17.149999618530273
2018-02-05,17.149999618530273
2018-02-06,17.149999618530273
2018-02-07,17.149999618530273
2018-02-08,17.149999618530273
2018-02-09,17.149999618530273
2018-02-12,17.149999618530273
2018-02-13,17.149999618530273
2018-02-14,17.139999389648438
2018-02-15,17.139999389648438
2018-02-16,17.139999389648438
2018-02-20,17.139999389648438
2018-02-21,17.139999389648438
2018-02-22,17.139999389648438
2018-02-23,17.139999389648438
2018-02-26,17.139999389648438
2018-02-27,17.139999389648438
2018-02-28,17.139999389648438
2018-03-01,17.139999389648438
2018-03-02,17.139999389648438
2018-03-05,17.139999389648438
2018-03-06,17.139999389648438
2018-03-07,17.139999389648438
2018-03-08,17.139999389648438
2018-03-09,17.139999389648438
2018-03-12,17.139999389648438
2018-03-13,17.139999389648438
2018-03-14,17.139999389648438
2018-03-15,17.139999389648438
2018-03-16,17.139999389648438
2018-03-19,17.139999389648438
2018-03-20,17.139999389648438
2018-03-21,17.139999389648438
2018-03-22,17.139999389648438
2018-03-23,17.139999389648438
2018-03-26,17.139999389648438
2018-03-27,17.139999389648438
2018-03-28,17.139999389648438
2018-03-29,17.139999389648438
2018-04-02,17.139999389648438
2018-04-03,17.139999389648438
2018-04-04,17.139999389648438
2018-04-05,17.139999389648438
2018-04-06,17.139999389648438
2018-04-09,17.139999389648438
2018-04-10,17.139999389648438
2018-04-11,17.139999389648438
2018-04-12,17.139999389648438
2018-04-13,17.139999389648438
2018-04-16,17.139999389648438
2018-04-17,17.139999389648438
2018-04-18,17.139999389648438
2018-04-19,17.139999389648438
2018-04-20,17.139999389648438
2018-04-23,17.139999389648438
2018-04-24,17.139999389648438
2018-04-25,17.139999389648438
2018-04-26,17.139999389648438
2018-04-27,17.139999389648438
2018-04-30,17.139999389648438
2018-05-01,17.139999389648438
2018-05-02,17.139999389648438
2018-05-03,17.139999389648438
2018-05-04,17.139999389648438
2018-05-07,17.139999389648438
2018-05-08,17.139999389648438
2018-05-09,17.139999389648438
2018-05-10,17.139999389648438
2018-05-11,17.139999389648438
2018-05-14,17.139999389648438
2018-05-15,17.139999389648438
2018-05-16,17.139999389648438
2018-05-17,17.139999389648438
2018-05-18,17.139999389648438
2018-05-21,17.139999389648438
2018-05-22,17.139999389648438
2018-05-23,17.139999389648438
2018-05-24,17.139999389648438
2018-05-25,17.139999389648438
2018-05-29,17.139999389648438
2018-05-30,17.139999389648438
2018-05-31,17.139999389648438
2018-06-01,17.139999389648438
2018-06-04,17.139999389648438
2018-06-05,17.139999389648438
2018-06-06,17.139999389648438
2018-06-07,17.139999389648438
2018-06-08,17.139999389648438
2018-06-11,17.1299991607666
2018-06-12,17.1299991607666
2018-06-13,17.1299991607666
2018-06-14,17.1299991607666
2018-06-15,17.1299991607666
2018-06-18,17.1299991607666
2018-06-19,17.1299991607666
2018-06-20,17.1299991607666
2018-06-21,14.5600004196167
2018-06-22,14.5600004196167
2018-06-25,14.5600004196167
2018-06-26,14.5600004196167
2018-06-27,14.5600004196167
2018-06-28,14.5600004196167
2018-06-29,12.380000114440918
2018-07-02,12.380000114440918
2018-07-03,12.380000114440918
2018-07-05,12.380000114440918
2018-07-06,12.380000114440918
2018-07-09,12.380000114440918
2018-07-10,12.380000114440918
2018-07-11,12.380000114440918
2018-07-12,12.380000114440918
2018-07-13,12.380000114440918
2018-07-16,12.380000114440918
2018-07-17,12.380000114440918
2018-07-18,12.380000114440918
2018-07-19,12.380000114440918
2018-07-20,12.380000114440918
2018-07-23,12.380000114440918
2018-07-24,12.0
2018-07-25,12.0
2018-07-26,12.0
2018-07-27,12.0
2018-07-30,12.0
2018-07-31,12.0
2018-08-01,12.0
2018-08-02,12.0
2018-08-03,12.0
2018-08-06,12.0
2018-08-07,12.0
2018-08-08,12.0
2018-08-09,12.0
2018-08-10,12.0
2018-08-13,12.0
2018-08-14,12.0
2018-08-15,12.0
2018-08-16,12.0
2018-08-17,12.0
2018-08-20,12.0
2018-08-21,12.0
2018-08-22,12.0
2018-08-23,12.0
2018-08-24,12.0
2018-08-27,12.0
2018-08-28,12.0
2018-08-29,12.0
2018-08-30,12.0
2018-08-31,12.0
2018-09-04,12.0
2018-09-05,12.0
2018-09-06,12.0
2018-09-07,12.0
2018-09-10,12.0
2018-09-11,12.0
2018-09-12,12.0
2018-09-13,12.0
2018-09-14,12.0
2018-09-17,12.0
2018-09-18,12.0
2018-09-19,12.0
2018-09-20,12.0
2018-09-21,12.0
2018-09-24,12.0
2018-09-25,12.0
2018-09-26,12.0
2018-09-27,12.0
2018-09-28,12.0
2018-10-01,12.0
2018-10-02,12.0
2018-10-03,12.0
2018-10-04,12.0
2018-10-05,12.0
2018-10-08,12.0
2018-10-09,12.0
2018-10-10,12.0
2018-10-11,12.0
2018-10-12,11.989999771118164
2018-10-15,11.989999771118164
2018-10-16,11.989999771118164
2018-10-17,11.989999771118164
2018-10-18,11.989999771118164
2018-10-19,11.989999771118164
2018-10-22,11.989999771118164
2018-10-23,11.989999771118164
2018-10-24,11.989999771118164
2018-10-25,11.989999771118164
2018-10-26,11.989999771118164
2018-10-29,11.989999771118164
2018-10-30,11.989999771118164
2018-10-31,11.989999771118164
2018-11-01,11.989999771118164
2018-11-02,11.989999771118164
2018-11-05,11.989999771118164
2018-11-06,11.989999771118164
2018-11-07,11.989999771118164
2018-11-08,11.989999771118164
2018-11-09,11.989999771118164
2018-11-12,11.989999771118164
2018-11-13,11.989999771118164
2018-11-14,11.979999542236328
2018-11-15,11.979999542236328
2018-11-16,11.979999542236328
2018-11-19,11.979999542236328
2018-11-20,11.979999542236328
2018-11-21,11.979999542236328
2018-11-23,11.979999542236328
2018-11-26,11.979999542236328
2018-11-27,11.979999542236328
2018-11-28,11.979999542236328
2018-11-29,11.979999542236328
2018-11-30,11.979999542236328
2018-12-03,11.979999542236328
2018-12-04,11.979999542236328
2018-12-06,11.949999809265137
2018-12-07,11.949999809265137
2018-12-10,11.949999809265137
2018-12-11,11.949999809265137
2018-12-12,11.949999809265137
2018-12-13,11.949999809265137
2018-12-14,11.949999809265137
2018-12-17,11.949999809265137
2018-12-18,11.949999809265137
2018-12-19,11.949999809265137
2018-12-20,11.949999809265137
2018-12-21,11.9399995803833
2018-12-24,11.9399995803833
2018-12-26,11.9399995803833
2018-12-27,11.9399995803833
2018-12-28,11.9399995803833
2018-12-31,11.9399995803833
2019-01-02,11.9399995803833
2019-01-03,11.9399995803833
2019-01-04,11.9399995803833
2019-01-07,11.9399995803833
2019-01-08,11.9399995803833
2019-01-09,11.9399995803833
2019-01-10,11.9399995803833
2019-01-11,11.9399995803833
2019-01-14,11.9399995803833
2019-01-15,11.9399995803833
2019-01-16,11.9399995803833
2019-01-17,11.9399995803833
2019-01-18,11.9399995803833
2019-01-22,11.9399995803833
2019-01-23,11.9399995803833
2019-01-24,11.9399995803833
2019-01-25,11.9399995803833
2019-01-28,11.9399995803833
2019-01-29,11.9399995803833
2019-01-30,11.9399995803833
2019-01-31,11.9399995803833
2019-02-01,11.9399995803833
2019-02-04,11.9399995803833
2019-02-05,11.9399995803833
2019-02-06,11.9399995803833
2019-02-07,11.9399995803833
2019-02-08,11.9399995803833
2019-02-11,11.9399995803833
2019-02-12,11.9399995803833
2019-02-13,11.9399995803833
2019-02-14,11.9399995803833
2019-02-15,11.9399995803833
2019-02-19,11.9399995803833
2019-02-20,11.9399995803833
2019-02-21,11.9399995803833
2019-02-22,11.9399995803833
2019-02-25,11.9399995803833
2019-02-26,11.9399995803833
2019-02-27,11.9399995803833
2019-02-28,11.9399995803833
2019-03-01,11.9399995803833
2019-03-04,11.9399995803833
2019-03-05,11.9399995803833
2019-03-06,11.9399995803833
2019-03-07,11.9399995803833
2019-03-08,11.9399995803833
2019-03-11,11.9399995803833
2019-03-12,11.9399995803833
2019-03-13,11.9399995803833
2019-03-14,11.9399995803833
2019-03-15,11.9399995803833
2019-03-18,11.9399995803833
2019-03-19,11.9399995803833
2019-03-20,11.9399995803833
2019-03-21,11.9399995803833
