,BYSI
2021-01-13,12.949999809265137
2021-01-14,12.949999809265137
2021-01-15,12.880000114440918
2021-01-19,12.789999961853027
2021-01-20,13.010000228881836
2021-01-21,13.119999885559082
2021-01-22,12.65999984741211
2021-01-25,13.449999809265137
2021-01-26,13.0600004196167
2021-01-27,13.0
2021-01-28,12.789999961853027
2021-01-29,12.140000343322754
2021-02-01,12.479999542236328
2021-02-02,12.819999694824219
2021-02-03,13.180000305175781
2021-02-04,13.220000267028809
2021-02-05,14.1899995803833
2021-02-08,14.199999809265137
2021-02-09,15.289999961853027
2021-02-10,15.770000457763672
2021-02-11,15.229999542236328
2021-02-12,15.40999984741211
2021-02-16,15.050000190734863
2021-02-17,14.609999656677246
2021-02-18,14.550000190734863
2021-02-19,14.920000076293945
2021-02-22,13.8100004196167
2021-02-23,12.829999923706055
2021-02-24,13.720000267028809
2021-02-25,13.0600004196167
2021-02-26,12.979999542236328
2021-03-01,13.260000228881836
2021-03-02,13.029999732971191
2021-03-03,12.84000015258789
2021-03-04,12.369999885559082
2021-03-05,12.579999923706055
2021-03-08,11.829999923706055
2021-03-09,12.0600004196167
2021-03-10,12.039999961853027
2021-03-11,12.59000015258789
2021-03-12,12.819999694824219
2021-03-15,12.8100004196167
2021-03-16,12.359999656677246
2021-03-17,12.579999923706055
2021-03-18,12.140000343322754
2021-03-19,12.4399995803833
2021-03-22,12.550000190734863
2021-03-23,11.649999618530273
2021-03-24,11.0
2021-03-25,11.539999961853027
2021-03-26,11.140000343322754
2021-03-29,10.609999656677246
2021-03-30,10.609999656677246
2021-03-31,11.069999694824219
2021-04-01,10.800000190734863
2021-04-05,10.630000114440918
2021-04-06,10.6899995803833
2021-04-07,10.270000457763672
2021-04-08,10.619999885559082
2021-04-09,10.289999961853027
2021-04-12,10.239999771118164
2021-04-13,9.960000038146973
2021-04-14,10.039999961853027
2021-04-15,10.0600004196167
2021-04-16,9.800000190734863
2021-04-19,9.529999732971191
2021-04-20,9.369999885559082
2021-04-21,9.4399995803833
2021-04-22,10.010000228881836
2021-04-23,9.760000228881836
2021-04-26,10.619999885559082
2021-04-27,10.819999694824219
2021-04-28,10.600000381469727
2021-04-29,10.619999885559082
2021-04-30,10.789999961853027
2021-05-03,11.149999618530273
2021-05-04,10.170000076293945
2021-05-05,10.319999694824219
2021-05-06,9.9399995803833
2021-05-07,9.979999542236328
2021-05-10,9.59000015258789
2021-05-11,9.75
2021-05-12,10.0600004196167
2021-05-13,9.520000457763672
2021-05-14,9.75
